Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2011,FRA,Both,0 - 14,939,978,785,1228
2011,FRA,Both,15 - 24,1454,1591,1214,1881
2011,FRA,Both,25 - 34,2145,1946,1647,2535
2011,FRA,Both,35 - 44,1123,1058,880,1372
2011,FRA,Both,45 - 54,676,744,565,890
2011,ECU,Males,45 - 54,161,206,158,256
2012,PER,Males,35 - 44,366,354,313,499
2012,PER,Males,45 - 54,198,172,130,211
2012,PER,Males,55 - 64,78,76,61,100
2012,PER,Males,65+,78,86,72,118
2012,PER,Males,All,2296,2203,2037,3123
2012,PRT,Both,0 - 14,587,645,488,771
2012,PRT,Both,15 - 24,898,890,680,1066
2012,PRT,Both,65+,194,196,135,220
2012,PRT,Both,35 - 44,1046,980,804,1257
2012,PRT,Both,45 - 54,627,519,440,697
2012,PRT,Both,55 - 64,295,271,209,337
2012,PRT,Both,All,5202,5226,4364,6588
2012,PRT,Females,0 - 14,311,272,208,334
2012,PRT,Females,15 - 24,435,386,355,565
2012,PRT,Females,25 - 34,620,519,435,688
2012,PRT,Both,25 - 34,1553,1389,1277,1977
2012,PER,Males,25 - 34,610,543,532,839
2012,PRY,Males,All,1417,1532,1122,1741
2012,PER,Males,0 - 14,445,433,372,591
2012,PRT,Females,35 - 44,318,305,245,393
2012,PER,Both,0 - 14,961,791,717,1124
2012,PER,Both,15 - 24,1177,1027,938,1462
2012,PER,Both,25 - 34,1604,1327,1292,1999
2012,PER,Both,35 - 44,907,841,783,1224
2012,PER,Both,45 - 54,499,413,370,588
2012,PER,Both,55 - 64,243,249,177,286
2012,PER,Both,65+,203,266,196,316
2012,PER,Both,All,5593,5615,4752,7161
2012,PER,Females,0 - 14,517,416,339,540
2012,PER,Females,15 - 24,659,558,508,802
2012,PER,Females,25 - 34,992,787,763,1194
2012,PER,Females,35 - 44,541,513,415,657
2012,PER,Females,45 - 54,300,263,212,342
2012,PER,Females,55 - 64,165,169,111,182
2012,PER,Females,65+,122,170,125,203
2012,PER,Females,All,3298,3179,2888,4396
2012,PER,Males,15 - 24,518,429,388,616
2012,PRT,Females,45 - 54,192,164,134,217
2012,ROU,Both,All,27273,34883,28737,41868
2012,PRT,Females,65+,108,84,65,108
2012,ROU,Females,45 - 54,1398,1507,1007,1566
2012,ROU,Females,55 - 64,868,793,740,1159
2012,ROU,Females,65+,263,298,263,422
2012,ROU,Females,All,14911,18488,14450,21319
2012,ROU,Males,0 - 14,2405,2540,2395,3660
2012,ROU,Males,15 - 24,3314,4261,3735,5657
2012,ROU,Males,25 - 34,3241,4142,3340,5068
2012,ROU,Females,35 - 44,2264,2231,1999,3065
2012,ROU,Males,35 - 44,1976,2503,2092,3205
2012,ROU,Males,55 - 64,464,566,354,563
2012,ROU,Males,65+,128,165,123,200
2012,ROU,Males,All,12361,17546,13784,20355
2012,RUS,Both,0 - 14,1567,1531,1082,1681
2012,RUS,Both,15 - 24,1074,942,776,1214
2012,RUS,Both,25 - 34,1590,1398,1258,1948
2012,RUS,Both,35 - 44,1405,1211,1117,1733
2012,ROU,Males,45 - 54,834,1326,975,1518
2012,PRT,Females,55 - 64,116,90,72,119
2012,ROU,Females,25 - 34,3288,3817,3552,5384
2012,ROU,Females,0 - 14,2304,2639,1909,2930
2012,PRT,Females,All,2101,2091,1784,2742
2012,PRT,Males,0 - 14,276,371,267,427
2012,PRT,Males,15 - 24,464,481,380,603
2012,PRT,Males,25 - 34,933,844,753,1178
2012,PRT,Males,35 - 44,727,708,574,904
2012,PRT,Males,45 - 54,435,346,314,501
2012,PRT,Males,55 - 64,178,148,122,199
2012,ROU,Females,15 - 24,4526,4368,3708,5616
2012,PRT,Males,65+,86,82,64,105
2012,ROU,Both,0 - 14,4709,5301,3983,6024
2012,ROU,Both,15 - 24,7840,8358,7030,10514
2012,ROU,Both,25 - 34,6529,8241,7153,10695
2012,ROU,Both,35 - 44,4240,4821,4251,6421
2012,ROU,Both,45 - 54,2231,2767,2261,3458
2012,ROU,Both,55 - 64,1332,1345,1158,1796
2012,ROU,Both,65+,391,540,410,650
2012,PRT,Males,All,3101,3031,2735,4168
2012,PRY,Males,65+,7,9,6,11
2012,MAR,Females,65+,406,347,269,431
2012,PRY,Males,45 - 54,52,65,51,85
2012,NIC,Females,35 - 44,448,372,280,447
2012,NIC,Females,45 - 54,168,158,110,180
2012,NIC,Females,55 - 64,39,31,22,38
2012,NIC,Females,65+,3,5,6,10
2012,NIC,Females,All,2197,2072,1652,2543
2012,NIC,Males,0 - 14,137,92,78,129
2012,NIC,Males,15 - 24,134,130,125,204
2012,NIC,Females,25 - 34,859,715,636,999
2012,NIC,Males,25 - 34,209,154,135,220
2012,NIC,Males,45 - 54,21,20,18,31
2012,NIC,Males,55 - 64,5,4,3,6
2012,NIC,Males,65+,2,1,1,2
2012,NIC,Males,All,570,558,506,800
2012,PAK,Both,0 - 14,1365,1866,1408,2175
2012,PAK,Both,15 - 24,2049,2360,1734,2668
2012,PAK,Both,25 - 34,2908,3173,2330,3562
2012,NIC,Males,35 - 44,63,66,57,95
2012,NIC,Females,15 - 24,522,463,396,629
2012,NIC,Females,0 - 14,159,130,104,171
2012,NIC,Both,All,2768,2436,2206,3376
2012,RUS,Both,45 - 54,1074,893,844,1318
2012,MAR,Females,All,10566,9620,8457,12604
2012,MAR,Males,0 - 14,1930,2395,1825,2804
2012,MAR,Males,15 - 24,2675,2781,2086,3196
2012,MAR,Males,25 - 34,3916,3769,2996,4557
2012,MAR,Males,35 - 44,2025,1939,1591,2451
2012,MAR,Males,45 - 54,716,632,550,867
2012,MAR,Males,55 - 64,320,339,300,479
2012,MAR,Males,65+,297,267,233,374
2012,MAR,Males,All,11878,12930,9632,14320
2012,NIC,Both,0 - 14,294,248,194,313
2012,NIC,Both,15 - 24,655,627,572,901
2012,NIC,Both,25 - 34,1068,893,814,1272
2012,NIC,Both,35 - 44,511,431,383,609
2012,NIC,Both,45 - 54,189,167,131,213
2012,NIC,Both,55 - 64,45,33,24,40
2012,NIC,Both,65+,5,7,6,11
2012,PAK,Both,35 - 44,1452,1491,1151,1786
2012,PRY,Males,55 - 64,27,19,19,33
2012,PAK,Both,45 - 54,450,500,498,786
2012,PAK,Both,65+,24,26,15,26
2012,PRY,Both,45 - 54,332,395,238,382
2012,PRY,Both,55 - 64,145,133,107,175
2012,PRY,Both,65+,41,44,33,56
2012,PRY,Both,All,4797,5121,4257,6431
2012,PRY,Females,0 - 14,452,514,352,561
2012,PRY,Females,15 - 24,1095,1052,867,1353
2012,PRY,Females,25 - 34,987,1022,936,1458
2012,PRY,Both,35 - 44,532,631,446,706
2012,PRY,Females,35 - 44,414,451,345,549
2012,PRY,Females,55 - 64,118,126,94,154
2012,PRY,Females,65+,33,40,30,50
2012,PRY,Females,All,3380,3895,3132,4760
2012,PRY,Males,0 - 14,448,334,202,326
2012,PRY,Males,15 - 24,366,403,303,484
2012,PRY,Males,25 - 34,400,506,311,496
2012,PRY,Males,35 - 44,118,140,112,182
2012,PRY,Females,45 - 54,279,340,198,320
2012,PRY,Both,25 - 34,1386,1571,1307,2023
2012,PRY,Both,15 - 24,1461,1497,1312,2029
2012,PRY,Both,0 - 14,901,841,517,815
2012,PAK,Both,All,8345,8776,6894,10315
2012,PAK,Females,0 - 14,589,576,587,925
2012,PAK,Females,15 - 24,370,746,694,1088
2012,PAK,Females,25 - 34,608,987,749,1173
2012,PAK,Females,35 - 44,301,386,349,556
2012,PAK,Females,45 - 54,118,136,143,232
2012,PAK,Females,55 - 64,23,28,25,42
2012,PAK,Females,65+,11,11,7,12
2012,PAK,Females,All,2020,3189,2318,3544
2012,PAK,Males,0 - 14,776,1219,1045,1625
2012,PAK,Males,15 - 24,1679,1567,1351,2089
2012,PAK,Males,25 - 34,2301,2378,1668,2568
2012,PAK,Males,35 - 44,1151,1025,771,1206
2012,PAK,Males,45 - 54,332,345,290,464
2012,PAK,Males,55 - 64,74,57,36,60
2012,PAK,Males,65+,13,13,8,14
2012,PAK,Males,All,6325,5842,4837,7287
2012,PAK,Both,55 - 64,97,82,66,110
2012,RUS,Both,55 - 64,664,546,440,697
2012,UKR,Females,65+,77,81,58,97
2012,RUS,Both,All,7642,6594,5570,8368
2012,GBR,Females,All,7728,6752,6092,9137
2012,GBR,Males,0 - 14,755,688,597,939
2012,GBR,Males,15 - 24,609,543,454,719
2012,GBR,Males,25 - 34,1167,1115,817,1276
2012,GBR,Males,35 - 44,1192,1063,822,1285
2012,GBR,Males,45 - 54,1347,1278,962,1498
2012,GBR,Males,55 - 64,1833,1887,1374,2124
2012,GBR,Females,65+,1119,1325,973,1514
2012,GBR,Males,65+,1744,1330,1134,1760
2012,USA,Both,0 - 14,768,807,656,1030
2012,USA,Both,15 - 24,1484,1434,1093,1697
2012,USA,Both,25 - 34,1282,1218,1037,1612
2012,USA,Both,35 - 44,513,529,446,706
2012,USA,Both,45 - 54,356,370,291,465
2012,USA,Both,55 - 64,288,307,228,367
2012,USA,Both,65+,254,266,195,315
2012,GBR,Males,All,8647,8314,6409,9602
2012,USA,Both,All,4946,4830,4004,6055
2012,GBR,Females,55 - 64,1809,1678,1321,2043
2012,GBR,Females,35 - 44,873,814,715,1120
2012,UKR,Males,35 - 44,208,214,195,315
2012,UKR,Males,45 - 54,139,117,119,195
2012,UKR,Males,55 - 64,59,53,50,84
2012,UKR,Males,65+,29,26,21,35
2012,UKR,Males,All,1293,1347,1222,1894
2012,GBR,Both,0 - 14,1432,1433,1190,1845
2012,GBR,Both,15 - 24,1496,1206,895,1396
2012,GBR,Females,45 - 54,1157,1111,875,1365
2012,GBR,Both,25 - 34,2374,2137,1611,2482
2012,GBR,Both,45 - 54,2503,2466,1870,2871
2012,GBR,Both,55 - 64,3641,3613,2837,4320
2012,GBR,Both,65+,2864,2692,2219,3395
2012,GBR,Both,All,16375,14895,12510,18506
2012,GBR,Females,0 - 14,677,702,607,954
2012,GBR,Females,15 - 24,887,600,449,711
2012,GBR,Females,25 - 34,1206,932,829,1295
2012,GBR,Both,35 - 44,2066,1923,1560,2405
2012,USA,Females,0 - 14,377,409,301,480
2012,USA,Females,15 - 24,958,762,541,853
2012,USA,Females,25 - 34,736,693,511,807
2012,VEN,Females,0 - 14,281,236,223,358
2012,VEN,Females,15 - 24,518,522,326,520
2012,VEN,Females,25 - 34,814,847,645,1013
2012,VEN,Females,35 - 44,358,355,270,433
2012,VEN,Females,45 - 54,275,246,197,318
2012,VEN,Females,55 - 64,282,270,201,323
2012,VEN,Females,65+,182,173,170,275
2012,VEN,Both,All,4609,5056,4069,6151
2012,VEN,Females,All,2712,2423,2347,3587
2012,VEN,Males,15 - 24,389,399,262,419
2012,VEN,Males,25 - 34,615,534,513,809
2012,VEN,Males,35 - 44,256,225,220,354
2012,VEN,Males,45 - 54,140,123,115,188
2012,VEN,Males,55 - 64,110,90,87,143
2012,VEN,Males,65+,102,81,69,115
2012,MAR,Females,55 - 64,479,420,341,543
2012,VEN,Males,0 - 14,286,221,186,300
2012,VEN,Both,65+,285,247,211,340
2012,VEN,Both,55 - 64,393,360,284,454
2012,VEN,Both,45 - 54,415,406,368,585
2012,USA,Females,35 - 44,257,269,206,331
2012,USA,Females,45 - 54,169,191,127,207
2012,USA,Females,55 - 64,129,152,108,176
2012,USA,Females,65+,120,131,90,148
2012,USA,Females,All,2746,2792,2043,3131
2012,USA,Males,0 - 14,392,411,326,519
2012,USA,Males,15 - 24,526,568,494,781
2012,USA,Males,25 - 34,545,577,446,705
2012,USA,Males,35 - 44,257,281,203,328
2012,USA,Males,45 - 54,187,189,139,226
2012,USA,Males,55 - 64,159,157,113,184
2012,USA,Males,65+,134,125,91,150
2012,USA,Males,All,2200,2360,2032,3115
2012,VEN,Both,0 - 14,567,479,426,675
2012,VEN,Both,15 - 24,906,980,644,1012
2012,VEN,Both,25 - 34,1429,1537,1318,2039
2012,VEN,Both,35 - 44,614,634,564,889
2012,UKR,Males,25 - 34,282,315,266,425
2012,UKR,Males,15 - 24,306,295,240,385
2012,UKR,Males,0 - 14,270,276,198,319
2012,UKR,Females,All,2385,2082,2065,3165
2012,RUS,Females,0 - 14,738,813,572,900
2012,RUS,Females,15 - 24,735,629,536,845
2012,RUS,Females,25 - 34,1173,1032,874,1364
2012,RUS,Females,35 - 44,817,754,654,1027
2012,RUS,Females,45 - 54,593,568,525,828
2012,RUS,Females,55 - 64,402,372,299,477
2012,RUS,Females,65+,174,192,126,205
2012,RUS,Females,All,4633,5069,3662,5547
2012,RUS,Males,0 - 14,829,713,641,1007
2012,RUS,Males,15 - 24,339,368,277,443
2012,RUS,Males,25 - 34,416,405,330,526
2012,RUS,Males,35 - 44,589,516,416,659
2012,RUS,Males,45 - 54,481,342,279,446
2012,RUS,Males,55 - 64,262,152,143,233
2012,RUS,Males,65+,94,76,54,90
2012,RUS,Males,All,3010,2453,2200,3368
2012,RUS,Both,65+,270,263,175,283
2012,UKR,Both,0 - 14,548,503,478,755
2012,UKR,Both,15 - 24,867,753,667,1047
2012,UKR,Both,25 - 34,839,882,686,1075
2012,UKR,Both,35 - 44,612,651,480,759
2012,UKR,Both,45 - 54,457,431,391,621
2012,UKR,Both,55 - 64,249,244,189,305
2012,UKR,Both,All,3678,3586,3111,4728
2012,UKR,Females,0 - 14,280,289,286,457
2012,UKR,Females,15 - 24,561,514,427,676
2012,UKR,Females,25 - 34,557,548,448,709
2012,UKR,Females,35 - 44,404,327,304,486
2012,UKR,Females,45 - 54,317,296,242,388
2012,UKR,Females,55 - 64,189,184,129,210
2012,UKR,Both,65+,106,107,84,138
2012,MAR,Females,45 - 54,626,628,563,887
2012,VEN,Males,All,1898,1833,1676,2580
2012,MAR,Females,25 - 34,3002,3065,2496,3811
2012,CHN,Both,65+,132,146,114,186
2012,CHN,Both,All,9184,8753,8300,12374
2012,CHN,Females,0 - 14,829,787,716,1122
2012,CHN,Females,15 - 24,1921,1553,1336,2066
2012,CHN,Females,25 - 34,1129,1186,832,1299
2012,CHN,Females,35 - 44,729,883,606,952
2012,CHN,Females,45 - 54,289,358,240,385
2012,CHN,Both,55 - 64,245,280,215,346
2012,CHN,Females,55 - 64,125,155,105,172
2012,CHN,Females,All,5103,5463,4223,6380
2012,CHN,Males,0 - 14,1007,1073,789,1234
2012,CHN,Males,15 - 24,1331,1306,1013,1576
2012,CHN,Males,25 - 34,779,860,769,1203
2012,CHN,Males,35 - 44,516,686,508,802
2012,CHN,Males,45 - 54,277,281,225,362
2012,CHN,Males,55 - 64,120,140,78,128
2012,CHN,Females,65+,81,76,63,105
2012,CHN,Males,65+,51,69,42,71
2012,CHN,Both,45 - 54,566,629,531,837
2012,CHN,Both,25 - 34,1909,1887,1663,2559
2012,BGR,Females,25 - 34,775,839,619,973
2012,BGR,Females,35 - 44,540,616,469,741
2012,BGR,Females,45 - 54,348,399,288,461
2012,BGR,Females,55 - 64,256,206,211,339
2012,BGR,Females,65+,122,110,107,174
2012,BGR,Females,All,3252,3656,2831,4311
2012,BGR,Males,0 - 14,486,603,433,686
2012,CHN,Both,35 - 44,1245,1550,1139,1767
2012,BGR,Males,15 - 24,617,629,577,908
2012,BGR,Males,35 - 44,552,640,522,824
2012,BGR,Males,45 - 54,353,371,294,470
2012,BGR,Males,55 - 64,172,173,141,229
2012,BGR,Males,65+,58,74,52,87
2012,BGR,Males,All,2971,3474,2952,4491
2012,CHN,Both,0 - 14,1836,1736,1518,2341
2012,CHN,Both,15 - 24,3252,2936,2327,3558
2012,BGR,Males,25 - 34,734,890,647,1016
2012,CHN,Males,All,4080,4473,3543,5371
2012,COL,Both,0 - 14,1702,1894,1379,2131
2012,COL,Both,15 - 24,2640,2725,2259,3456
2012,COL,Males,All,4387,4046,3373,5118
2012,CUB,Both,0 - 14,712,679,562,886
2012,CUB,Both,15 - 24,1076,1043,821,1283
2012,CUB,Both,25 - 34,1098,1464,1114,1729
2012,CUB,Both,35 - 44,1099,1268,948,1477
2012,CUB,Both,45 - 54,842,895,734,1150
2012,CUB,Both,55 - 64,467,544,399,633
2012,COL,Males,65+,125,114,88,145
2012,CUB,Both,65+,433,446,361,574
2012,CUB,Females,0 - 14,347,333,269,431
2012,CUB,Females,15 - 24,577,623,423,671
2012,CUB,Females,25 - 34,601,735,578,911
2012,CUB,Females,35 - 44,591,655,486,768
2012,CUB,Females,45 - 54,450,461,389,618
2012,CUB,Females,55 - 64,307,310,241,387
2012,CUB,Females,65+,283,273,229,368
2012,CUB,Both,All,5730,5714,4681,7057
2012,COL,Males,55 - 64,115,137,110,180
2012,COL,Males,45 - 54,252,255,201,324
2012,COL,Males,35 - 44,495,604,432,684
2012,COL,Both,25 - 34,2792,2659,2371,3624
2012,COL,Both,35 - 44,1177,1484,1079,1676
2012,COL,Both,45 - 54,672,767,542,854
2012,COL,Both,55 - 64,524,510,385,611
2012,COL,Both,65+,449,428,312,497
2012,COL,Both,All,9955,10970,8801,13106
2012,COL,Females,0 - 14,801,925,675,1059
2012,COL,Females,15 - 24,1386,1333,1236,1914
2012,COL,Females,25 - 34,1547,1520,1562,2408
2012,COL,Females,35 - 44,681,787,634,997
2012,COL,Females,45 - 54,420,428,329,524
2012,COL,Females,55 - 64,409,356,265,425
2012,COL,Females,65+,324,304,228,367
2012,COL,Females,All,5568,6625,5139,7733
2012,COL,Males,0 - 14,902,973,725,1136
2012,COL,Males,15 - 24,1253,1094,919,1432
2012,COL,Males,25 - 34,1245,1228,1022,1589
2012,BGR,Females,15 - 24,754,743,589,927
2012,BGR,Females,0 - 14,457,539,449,711
2012,BGR,Both,All,6224,7133,5970,8957
2012,BGR,Both,65+,181,202,162,262
2012,DZA,Males,55 - 64,178,123,113,184
2012,DZA,Males,65+,63,62,47,79
2012,DZA,Males,All,2634,3093,2041,3129
2012,ARG,Both,0 - 14,530,461,371,590
2012,ARG,Both,15 - 24,552,538,414,657
2012,ARG,Both,25 - 34,1038,1082,790,1235
2012,ARG,Both,35 - 44,564,536,443,701
2012,DZA,Males,45 - 54,323,273,216,347
2012,ARG,Both,45 - 54,292,312,249,400
2012,ARG,Both,65+,346,355,257,412
2012,ARG,Both,All,3602,3580,3034,4613
2012,ARG,Females,0 - 14,258,248,184,297
2012,ARG,Females,15 - 24,285,277,257,412
2012,ARG,Females,25 - 34,546,592,410,651
2012,ARG,Females,35 - 44,284,273,202,326
2012,ARG,Females,45 - 54,151,166,120,196
2012,ARG,Both,55 - 64,280,285,235,377
2012,DZA,Males,35 - 44,555,532,407,645
2012,DZA,Males,25 - 34,703,836,649,1020
2012,DZA,Males,15 - 24,374,478,359,572
2012,DZA,Both,0 - 14,868,703,701,1098
2012,DZA,Both,15 - 24,716,687,597,939
2012,DZA,Both,25 - 34,1177,1302,1046,1626
2012,DZA,Both,35 - 44,826,793,659,1034
2012,DZA,Both,45 - 54,509,399,339,541
2012,DZA,Both,55 - 64,301,208,182,294
2012,DZA,Both,65+,124,109,86,142
2012,DZA,Both,All,4522,4840,3813,5772
2012,DZA,Females,0 - 14,430,290,296,473
2012,DZA,Females,15 - 24,343,277,243,391
2012,DZA,Females,25 - 34,474,469,360,573
2012,DZA,Females,35 - 44,271,251,230,370
2012,DZA,Females,45 - 54,186,146,116,189
2012,DZA,Females,55 - 64,122,87,85,139
2012,DZA,Females,65+,61,47,46,77
2012,DZA,Females,All,1888,1698,1470,2269
2012,DZA,Males,0 - 14,437,480,397,630
2012,ARG,Females,55 - 64,173,178,143,233
2012,CUB,Females,All,3156,3223,2534,3868
2012,ARG,Females,65+,237,252,174,281
2012,ARG,Males,0 - 14,273,234,193,311
2012,BRA,Females,65+,59,71,56,93
2012,BRA,Females,All,3818,3877,3125,4750
2012,BRA,Males,0 - 14,568,505,397,629
2012,BRA,Males,15 - 24,945,717,581,915
2012,BRA,Males,25 - 34,652,763,552,870
2012,BRA,Males,35 - 44,242,303,266,426
2012,BRA,Males,45 - 54,121,120,106,173
2012,BRA,Females,55 - 64,146,151,116,189
2012,BRA,Males,55 - 64,31,47,44,74
2012,BRA,Males,All,2579,2320,2019,3095
2012,BGR,Both,0 - 14,943,1035,857,1337
2012,BGR,Both,15 - 24,1370,1316,1151,1786
2012,BGR,Both,25 - 34,1510,1697,1296,2006
2012,BGR,Both,35 - 44,1091,1253,1029,1600
2012,BGR,Both,45 - 54,702,826,597,939
2012,BGR,Both,55 - 64,427,446,379,602
2012,BRA,Males,65+,20,27,19,33
2012,BRA,Females,45 - 54,260,317,243,390
2012,BRA,Females,35 - 44,538,590,458,724
2012,BRA,Females,25 - 34,1136,1365,954,1486
2012,ARG,Males,15 - 24,267,247,224,359
2012,ARG,Males,25 - 34,492,546,373,593
2012,ARG,Males,35 - 44,280,314,217,349
2012,ARG,Males,45 - 54,141,159,114,186
2012,ARG,Males,55 - 64,107,101,92,150
2012,ARG,Males,65+,110,119,99,162
2012,ARG,Males,All,1670,1629,1430,2209
2012,BRA,Both,0 - 14,1131,1195,802,1253
2012,BRA,Both,15 - 24,2060,1721,1214,1881
2012,BRA,Both,25 - 34,1788,2182,1579,2433
2012,BRA,Both,35 - 44,780,978,731,1144
2012,BRA,Both,45 - 54,382,407,327,521
2012,BRA,Both,55 - 64,177,198,154,250
2012,BRA,Both,65+,79,99,73,121
2012,BRA,Both,All,6397,6354,5061,7618
2012,BRA,Females,0 - 14,563,673,520,820
2012,BRA,Females,15 - 24,1115,894,791,1237
2012,ARG,Females,All,1932,1940,1524,2350
2012,CUB,Males,0 - 14,366,378,279,447
2012,MAR,Females,35 - 44,1269,1291,1222,1893
2012,CUB,Males,25 - 34,498,715,502,793
2012,HND,Both,15 - 24,1598,1439,1196,1854
2012,HND,Both,25 - 34,1702,1543,1249,1934
2012,HND,Both,35 - 44,766,644,541,853
2012,HND,Both,45 - 54,283,250,190,306
2012,HND,Both,55 - 64,96,89,64,107
2012,HND,Both,65+,42,37,33,56
2012,HND,Both,All,5285,5302,4318,6521
2012,HND,Both,0 - 14,799,866,614,965
2012,HND,Females,0 - 14,418,459,321,511
2012,HND,Females,25 - 34,1366,1208,1060,1646
2012,HND,Females,35 - 44,642,589,442,701
2012,HND,Females,45 - 54,241,247,161,261
2012,HND,Females,55 - 64,79,83,51,85
2012,HND,Females,65+,33,30,25,42
2012,HND,Females,All,3980,4111,3441,5219
2012,HND,Males,0 - 14,381,324,237,380
2012,HND,Females,15 - 24,1202,1106,969,1509
2012,HND,Males,25 - 34,336,312,231,372
2012,DEU,Males,All,3892,3791,2927,4455
2012,DEU,Males,55 - 64,517,542,392,622
2012,DEU,Both,55 - 64,1020,1043,843,1316
2012,DEU,Both,65+,1392,1200,1081,1679
2012,DEU,Both,All,8005,7584,5738,8616
2012,DEU,Females,0 - 14,368,348,243,389
2012,DEU,Females,15 - 24,815,613,439,695
2012,DEU,Females,25 - 34,813,787,723,1132
2012,DEU,Females,35 - 44,463,460,410,651
2012,DEU,Males,65+,742,601,479,757
2012,DEU,Females,45 - 54,501,471,383,609
2012,DEU,Females,65+,650,643,520,821
2012,DEU,Females,All,4113,3714,2987,4544
2012,DEU,Males,0 - 14,376,328,277,443
2012,DEU,Males,15 - 24,407,437,438,693
2012,DEU,Males,25 - 34,626,666,694,1088
2012,DEU,Males,35 - 44,589,560,420,666
2012,DEU,Males,45 - 54,636,573,442,700
2012,DEU,Females,55 - 64,503,504,411,651
2012,HND,Males,35 - 44,124,118,92,150
2012,HND,Males,45 - 54,42,44,31,53
2012,HND,Males,55 - 64,16,16,10,18
2012,ITA,Males,35 - 44,1349,1245,871,1359
2012,ITA,Males,45 - 54,673,630,479,757
2012,ITA,Males,55 - 64,375,404,294,469
2012,ITA,Males,65+,317,335,248,397
2012,ITA,Males,All,6773,6563,5941,8914
2012,MAR,Both,0 - 14,3520,4086,3057,4647
2012,MAR,Both,15 - 24,5869,6023,4721,7116
2012,ITA,Males,25 - 34,2381,2315,2004,3074
2012,MAR,Both,25 - 34,6918,7034,6127,9188
2012,MAR,Both,45 - 54,1340,1324,1000,1556
2012,MAR,Both,55 - 64,799,813,646,1014
2012,MAR,Both,65+,705,658,501,790
2012,MAR,Both,All,22444,21959,18982,27865
2012,MAR,Females,0 - 14,1590,2030,1492,2302
2012,MAR,Females,15 - 24,3194,2581,2508,3829
2012,CUB,Males,15 - 24,500,482,376,597
2012,MAR,Both,35 - 44,3294,3384,2890,4399
2012,ITA,Males,15 - 24,1137,1053,828,1294
2012,ITA,Males,0 - 14,539,567,485,767
2012,ITA,Females,All,5243,5491,4343,6557
2012,HND,Males,65+,9,8,6,10
2012,HND,Males,All,1305,1333,1019,1584
2012,ITA,Both,0 - 14,1032,1092,931,1451
2012,ITA,Both,15 - 24,2157,1984,1647,2536
2012,ITA,Both,25 - 34,4266,4336,3727,5644
2012,ITA,Both,35 - 44,2083,1913,1512,2332
2012,ITA,Both,45 - 54,1107,1079,806,1260
2012,ITA,Both,55 - 64,721,754,584,919
2012,ITA,Both,65+,649,679,570,897
2012,ITA,Both,All,12016,11848,10280,15264
2012,ITA,Females,0 - 14,493,495,386,613
2012,ITA,Females,15 - 24,1020,995,850,1327
2012,ITA,Females,25 - 34,1885,1929,1490,2298
2012,ITA,Females,35 - 44,734,722,593,934
2012,ITA,Females,45 - 54,435,407,321,511
2012,ITA,Females,55 - 64,345,349,285,456
2012,ITA,Females,65+,332,348,305,487
2012,DEU,Both,45 - 54,1136,1014,819,1280
2012,DEU,Both,35 - 44,1051,1009,840,1311
2012,HND,Males,15 - 24,396,351,309,493
2012,DEU,Both,15 - 24,1221,1013,866,1351
2012,DOM,Males,15 - 24,1341,1194,874,1363
2012,DOM,Males,25 - 34,1125,981,820,1282
2012,DOM,Males,35 - 44,638,560,455,720
2012,DOM,Males,45 - 54,242,202,161,262
2012,DOM,Males,55 - 64,64,67,56,94
2012,DOM,Males,65+,28,34,28,48
2012,DOM,Males,All,4474,4103,3502,5309
2012,DOM,Females,All,5500,5101,4613,6956
2012,ECU,Both,0 - 14,1248,1284,1047,1627
2012,ECU,Both,25 - 34,1467,1473,1258,1947
2012,ECU,Both,35 - 44,633,664,502,793
2012,ECU,Both,45 - 54,306,298,246,394
2012,ECU,Both,55 - 64,149,157,104,170
2012,ECU,Both,65+,131,129,96,157
2012,ECU,Both,All,5581,5906,4709,7098
2012,ECU,Females,0 - 14,619,606,440,696
2012,ECU,Both,15 - 24,1647,1698,1315,2034
2012,DOM,Females,65+,58,74,57,94
2012,DOM,Females,55 - 64,124,115,100,164
2012,DOM,Females,45 - 54,276,253,247,397
2012,DEU,Both,25 - 34,1439,1574,1376,2126
2012,CUB,Males,45 - 54,392,360,301,481
2012,CUB,Males,55 - 64,160,185,134,217
2012,CUB,Males,65+,150,164,112,184
2012,CUB,Males,All,2574,2648,2392,3655
2012,DOM,Both,0 - 14,1993,1897,1482,2287
2012,DOM,Both,15 - 24,3047,2438,2261,3458
2012,DOM,Both,25 - 34,2750,2375,2042,3131
2012,DOM,Both,35 - 44,1391,1216,1103,1713
2012,DOM,Both,45 - 54,518,460,404,641
2012,DOM,Both,55 - 64,188,190,157,255
2012,DOM,Both,65+,87,107,90,149
2012,DOM,Both,All,9974,8979,8184,12206
2012,DOM,Females,0 - 14,958,960,740,1158
2012,DOM,Females,15 - 24,1705,1407,1132,1756
2012,DOM,Females,25 - 34,1625,1367,1112,1726
2012,DOM,Females,35 - 44,753,590,588,925
2012,ECU,Females,15 - 24,780,825,652,1024
2012,ECU,Females,25 - 34,661,685,644,1011
2012,DOM,Males,0 - 14,1035,952,761,1191
2012,CUB,Males,35 - 44,508,553,431,682
2012,FRA,Females,0 - 14,442,425,367,583
2012,FRA,Females,15 - 24,804,807,553,871
2012,FRA,Females,25 - 34,861,810,729,1142
2012,FRA,Females,35 - 44,412,429,353,562
