Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2019,BRA,Males,45 - 54,497,534,376,597
2019,BRA,Females,55 - 64,469,483,408,648
2019,BRA,Males,55 - 64,174,187,164,265
2019,BRA,Males,All,7134,7467,6023,9036
2019,BGR,Both,0 - 14,883,907,629,989
2019,BGR,Both,15 - 24,932,999,749,1173
2019,BGR,Both,25 - 34,1073,1245,911,1420
2019,BGR,Both,35 - 44,1111,1156,970,1510
2019,BGR,Both,45 - 54,840,832,738,1155
2019,BGR,Both,55 - 64,438,486,407,645
2019,BRA,Males,65+,104,115,95,156
2019,BRA,Females,45 - 54,899,943,721,1129
2019,BRA,Females,35 - 44,1948,1620,1383,2137
2019,BRA,Females,25 - 34,2743,2663,2193,3357
2019,ARG,Males,15 - 24,1449,1206,1205,1867
2019,ARG,Males,25 - 34,2884,2598,2098,3214
2019,ARG,Males,35 - 44,1738,1517,1026,1596
2019,ARG,Males,45 - 54,718,670,493,779
2019,ARG,Males,55 - 64,322,331,228,366
2019,ARG,Males,65+,289,289,310,495
2019,ARG,Males,All,8688,7677,5781,8679
2019,BRA,Both,0 - 14,2527,2373,2039,3125
2019,BRA,Both,15 - 24,3209,3087,2763,4210
2019,BRA,Both,25 - 34,4990,5184,4170,6302
2019,BRA,Both,35 - 44,3390,3526,2785,4242
2019,BRA,Both,45 - 54,1396,1560,1184,1836
2019,BRA,Both,55 - 64,643,644,575,905
2019,BRA,Both,65+,390,407,358,569
2019,BRA,Both,All,16545,16766,13967,20620
2019,BRA,Females,0 - 14,1311,1217,1035,1609
2019,BRA,Females,15 - 24,1755,1565,1353,2092
2019,ARG,Females,All,9259,8110,6420,9620
2019,CUB,Males,15 - 24,883,955,778,1217
2019,BGR,Females,15 - 24,479,530,376,598
2019,CUB,Males,35 - 44,1127,1199,811,1267
2019,HND,Both,25 - 34,9617,11127,7798,11640
2019,HND,Both,35 - 44,4560,5305,4029,6092
2019,HND,Both,45 - 54,1764,1953,1628,2508
2019,HND,Both,55 - 64,583,568,402,638
2019,HND,Both,65+,267,255,212,341
2019,HND,Both,All,29080,27533,23709,34662
2019,HND,Females,0 - 14,2086,2527,1867,2867
2019,HND,Both,15 - 24,8187,8885,6615,9905
2019,HND,Females,15 - 24,5471,6216,4182,6319
2019,HND,Females,35 - 44,3329,3642,2606,3974
2019,HND,Females,45 - 54,1386,1450,1146,1779
2019,HND,Females,55 - 64,444,452,331,527
2019,HND,Females,65+,184,213,165,268
2019,HND,Females,All,19308,19969,16572,24388
2019,HND,Males,0 - 14,2016,1860,1454,2244
2019,HND,Males,15 - 24,2716,2726,2153,3297
2019,HND,Females,25 - 34,6408,6410,5918,8882
2019,HND,Both,0 - 14,4102,4545,3290,4995
2019,DEU,Males,All,4778,5086,3682,5577
2019,DEU,Males,65+,704,659,589,927
2019,DEU,Both,55 - 64,1311,1160,1002,1559
2019,DEU,Both,65+,1229,1253,1109,1722
2019,DEU,Both,All,9428,9496,7501,11205
2019,DEU,Females,0 - 14,500,519,441,699
2019,DEU,Females,15 - 24,844,849,556,876
2019,DEU,Females,25 - 34,1033,1028,803,1255
2019,DEU,Females,35 - 44,588,654,460,728
2019,DEU,Females,45 - 54,571,574,497,785
2019,DEU,Females,55 - 64,589,598,494,780
2019,DEU,Females,65+,525,723,564,888
2019,DEU,Females,All,4650,5071,4057,6133
2019,DEU,Males,0 - 14,504,517,480,758
2019,DEU,Males,15 - 24,535,644,513,810
2019,DEU,Males,25 - 34,963,975,774,1211
2019,DEU,Males,35 - 44,669,704,494,780
2019,DEU,Males,45 - 54,681,678,579,912
2019,DEU,Males,55 - 64,722,620,555,874
2019,HND,Males,25 - 34,3209,3533,2277,3483
2019,DEU,Both,45 - 54,1252,1187,1016,1581
2019,HND,Males,35 - 44,1231,1385,1006,1565
2019,HND,Males,55 - 64,139,131,101,166
2019,ITA,Males,35 - 44,2984,3659,2901,4416
2019,ITA,Males,45 - 54,1770,1823,1736,2670
2019,ITA,Males,55 - 64,1092,1053,878,1369
2019,ITA,Males,65+,838,806,737,1154
2019,ITA,Males,All,17741,19072,14881,21943
2019,MAR,Both,0 - 14,12581,10888,8792,13094
2019,MAR,Both,15 - 24,18276,16340,12548,18562
2019,ITA,Males,25 - 34,6444,6652,5415,8141
2019,MAR,Both,25 - 34,21370,17771,16420,24168
2019,MAR,Both,45 - 54,4289,4647,3469,5260
2019,MAR,Both,55 - 64,2456,2419,1694,2606
2019,MAR,Both,65+,2152,1850,1487,2294
2019,MAR,Both,All,72866,65322,52719,75983
2019,MAR,Females,0 - 14,5482,4606,3725,5642
2019,MAR,Females,15 - 24,5431,6453,4887,7361
2019,CUB,Males,25 - 34,2468,1911,1329,2055
2019,MAR,Both,35 - 44,11742,11508,8355,12455
2019,ITA,Males,15 - 24,2882,2666,2560,3907
2019,ITA,Males,0 - 14,1731,1872,1512,2332
2019,ITA,Females,All,15621,15905,12116,17936
2019,HND,Males,65+,83,73,60,99
2019,HND,Males,All,9772,9727,7588,11332
2019,ITA,Both,0 - 14,3436,3355,2887,4394
2019,ITA,Both,15 - 24,5764,5321,4857,7318
2019,ITA,Both,25 - 34,11893,11601,9961,14800
2019,ITA,Both,35 - 44,5253,5831,4748,7156
2019,ITA,Both,45 - 54,3130,3152,3013,4582
2019,ITA,Both,55 - 64,2140,2075,1843,2832
2019,ITA,Both,65+,1746,1823,1418,2191
2019,ITA,Both,All,33362,32123,27370,39911
2019,ITA,Females,0 - 14,1705,1655,1233,1910
2019,ITA,Females,15 - 24,2882,2854,2153,3297
2019,ITA,Females,25 - 34,5449,5571,4281,6466
2019,ITA,Females,35 - 44,2269,2470,1976,3031
2019,ITA,Females,45 - 54,1360,1330,1169,1812
2019,ITA,Females,55 - 64,1048,1028,866,1351
2019,ITA,Females,65+,908,991,808,1262
2019,HND,Males,45 - 54,378,487,383,609
2019,DEU,Both,35 - 44,1257,1395,933,1453
2019,MAR,Females,25 - 34,8047,7130,6558,9822
2019,DOM,Males,0 - 14,656,906,671,1053
2019,DEU,Both,25 - 34,1996,2064,1585,2442
2019,DOM,Males,15 - 24,1098,1177,908,1416
2019,DOM,Males,25 - 34,1136,1033,808,1263
2019,DOM,Males,35 - 44,701,641,507,800
2019,DOM,Males,45 - 54,332,263,226,364
2019,DOM,Males,55 - 64,94,101,67,110
2019,DOM,Males,65+,47,52,43,72
2019,DOM,Females,All,4593,4862,3579,5424
2019,DOM,Males,All,4064,4033,3277,4976
2019,ECU,Both,15 - 24,2617,3176,2272,3476
2019,ECU,Both,35 - 44,1746,1927,1240,1920
2019,ECU,Both,45 - 54,984,1067,758,1187
2019,ECU,Both,55 - 64,468,450,326,519
2019,ECU,Both,65+,425,375,302,482
2019,ECU,Both,All,10654,10935,9083,13519
2019,ECU,Females,0 - 14,537,564,466,738
2019,ECU,Both,0 - 14,1068,1216,993,1545
2019,ECU,Females,15 - 24,1314,1383,1099,1706
2019,DOM,Females,65+,94,102,81,133
2019,DOM,Females,45 - 54,365,347,307,490
2019,CUB,Males,45 - 54,953,894,633,995
2019,CUB,Males,55 - 64,427,402,293,468
2019,CUB,Males,65+,249,317,221,355
2019,CUB,Males,All,6900,6034,5311,7987
2019,DOM,Both,0 - 14,1377,1553,1187,1840
2019,DOM,Both,15 - 24,2304,2343,2117,3242
2019,DOM,Both,25 - 34,2393,2369,1889,2900
2019,DOM,Females,55 - 64,159,164,106,173
2019,DOM,Both,35 - 44,1492,1417,1052,1635
2019,DOM,Both,55 - 64,253,300,175,282
2019,DOM,Both,65+,141,160,130,211
2019,DOM,Both,All,8657,8630,6767,10129
2019,DOM,Females,0 - 14,721,722,526,830
2019,DOM,Females,15 - 24,1206,1273,1051,1633
2019,DOM,Females,25 - 34,1257,1249,964,1501
2019,DOM,Females,35 - 44,791,731,550,867
2019,DOM,Both,45 - 54,697,647,526,830
2019,ECU,Females,25 - 34,1687,1858,1303,2016
2019,ECU,Both,25 - 34,3346,3474,2549,3890
2019,ECU,Females,45 - 54,501,529,375,596
2019,FRA,Females,15 - 24,1450,1306,1019,1585
2019,FRA,Females,25 - 34,1446,1428,1101,1710
2019,FRA,Females,35 - 44,697,693,574,903
2019,FRA,Females,45 - 54,488,495,425,674
2019,FRA,Females,55 - 64,523,545,481,760
2019,FRA,Females,65+,568,643,555,874
2019,ECU,Females,35 - 44,852,909,556,877
2019,FRA,Males,0 - 14,813,773,751,1175
2019,FRA,Males,15 - 24,937,1096,885,1380
2019,FRA,Males,25 - 34,1568,1643,1191,1847
2019,FRA,Males,35 - 44,904,890,773,1210
2019,FRA,Males,45 - 54,679,593,558,879
2019,FRA,Males,55 - 64,606,626,554,874
2019,FRA,Males,65+,649,633,631,992
2019,FRA,Males,All,6156,6252,5213,7842
2019,DEU,Both,0 - 14,1004,1047,908,1416
2019,DEU,Both,15 - 24,1379,1378,1098,1706
2019,FRA,Females,0 - 14,797,779,690,1083
2019,FRA,Both,All,12125,10762,9392,13970
2019,FRA,Females,All,5969,5720,4662,7028
2019,FRA,Both,55 - 64,1129,1060,1105,1715
2019,FRA,Both,65+,1217,1284,1114,1729
2019,ECU,Females,65+,274,231,184,298
2019,ECU,Females,All,5434,5401,3875,5864
2019,ECU,Males,0 - 14,531,850,609,957
2019,ECU,Males,15 - 24,1303,1671,1121,1740
2019,ECU,Males,25 - 34,1659,1815,1351,2089
2019,ECU,Males,35 - 44,894,906,707,1109
2019,ECU,Males,45 - 54,483,458,350,556
2019,ECU,Females,55 - 64,269,232,192,309
2019,ECU,Males,65+,151,125,118,192
2019,ECU,Males,All,5220,6207,4669,7039
2019,FRA,Both,0 - 14,1610,1574,1222,1893
2019,FRA,Both,15 - 24,2387,2265,1847,2838
2019,FRA,Both,25 - 34,3014,3003,2205,3375
2019,FRA,Both,35 - 44,1601,1544,1335,2064
2019,FRA,Both,45 - 54,1167,1098,973,1515
2019,ECU,Males,55 - 64,199,192,160,259
2020,PER,Males,45 - 54,879,879,587,924
2020,PER,Males,55 - 64,307,350,229,368
2020,PER,Males,65+,242,211,208,335
2020,PER,Males,All,7925,7237,6671,9989
2020,PRT,Both,0 - 14,559,549,435,689
2020,PRT,Both,15 - 24,897,828,651,1022
2020,PRT,Both,25 - 34,1509,1359,1410,2177
2020,PRT,Both,35 - 44,1152,1253,939,1463
2020,PRT,Females,0 - 14,259,239,199,321
2020,PRT,Both,55 - 64,445,536,368,585
2020,PRT,Both,65+,289,299,231,372
2020,PRT,Both,All,5613,5255,4716,7109
2020,PRT,Females,15 - 24,408,407,328,522
2020,PRT,Females,25 - 34,612,550,542,855
2020,PRT,Females,35 - 44,405,445,334,532
2020,PRT,Females,45 - 54,261,296,260,417
2020,PRT,Both,45 - 54,762,776,589,927
2020,PER,Males,35 - 44,1576,1590,1389,2146
2020,VEN,Males,All,13617,13547,10227,15188
2020,PER,Males,15 - 24,1442,1289,969,1509
2020,PER,Both,0 - 14,2848,2867,2366,3616
2020,PER,Both,15 - 24,3052,2920,2442,3729
2020,PER,Both,25 - 34,4554,5726,3937,5955
2020,PER,Both,35 - 44,3665,3630,3127,4753
2020,PER,Both,45 - 54,2391,2083,1512,2332
2020,PER,Both,55 - 64,942,1060,725,1135
2020,PER,Both,65+,665,710,612,962
2020,PER,Both,All,18117,17108,14190,20943
2020,PER,Females,0 - 14,1408,1359,1235,1914
2020,PER,Females,15 - 24,1610,1401,1545,2382
2020,PER,Females,25 - 34,2515,3357,2558,3903
2020,PER,Females,35 - 44,2089,2167,1684,2592
2020,PER,Females,45 - 54,1512,1237,1070,1662
2020,PER,Females,55 - 64,635,708,518,817
2020,PER,Females,65+,423,511,447,707
2020,PER,Females,All,10192,10169,9390,13966
2020,PER,Males,0 - 14,1440,1481,1019,1585
2020,PER,Males,25 - 34,2039,2314,1667,2566
2020,PRT,Females,55 - 64,180,211,156,253
2020,RUS,Both,45 - 54,613,618,521,822
2020,PRT,Females,All,2266,2096,2099,3215
2020,ROU,Females,55 - 64,586,615,500,789
2020,ROU,Females,65+,436,401,275,441
2020,ROU,Females,All,7372,9050,5876,8819
2020,ROU,Males,0 - 14,1197,1172,1029,1600
2020,ROU,Males,15 - 24,1776,1407,1327,2052
2020,ROU,Males,25 - 34,2171,1698,1371,2120
2020,ROU,Males,35 - 44,1552,1443,1117,1734
2020,ROU,Females,45 - 54,901,951,744,1166
2020,ROU,Males,45 - 54,1070,795,790,1236
2020,ROU,Males,65+,192,199,172,278
2020,ROU,Males,All,8365,7953,5834,8758
2020,RUS,Both,0 - 14,856,890,707,1108
2020,RUS,Both,15 - 24,602,554,514,811
2020,RUS,Both,25 - 34,1077,1053,809,1264
2020,RUS,Both,35 - 44,982,899,699,1096
2020,PRY,Males,All,2496,2088,1892,2905
2020,ROU,Males,55 - 64,407,372,381,605
2020,ROU,Females,35 - 44,1197,1390,965,1503
2020,ROU,Females,25 - 34,1585,1862,1364,2108
2020,ROU,Females,15 - 24,1561,1559,1162,1802
2020,PRT,Males,0 - 14,300,330,269,431
2020,PRT,Males,15 - 24,489,449,367,584
2020,PRT,Males,25 - 34,897,827,852,1330
2020,PRT,Males,35 - 44,747,866,633,994
2020,PRT,Males,45 - 54,501,495,357,568
2020,PRT,Males,55 - 64,265,292,175,283
2020,PRT,Males,65+,148,142,112,183
2020,PRT,Males,All,3347,3102,2904,4419
2020,ROU,Both,0 - 14,2303,2311,1756,2700
2020,ROU,Both,15 - 24,3337,3100,2614,3986
2020,ROU,Both,25 - 34,3756,3718,2681,4087
2020,ROU,Both,35 - 44,2749,3084,2068,3169
2020,ROU,Both,45 - 54,1971,1852,1634,2517
2020,ROU,Both,55 - 64,993,1024,917,1430
2020,ROU,Both,65+,628,665,434,688
2020,ROU,Both,All,15737,16308,12408,18359
2020,ROU,Females,0 - 14,1106,1102,704,1104
2020,PRT,Females,65+,141,151,120,195
2020,PRY,Males,65+,31,21,15,27
2020,PAK,Both,65+,38,46,41,69
2020,PRY,Males,45 - 54,130,102,90,148
2020,NIC,Females,25 - 34,2237,2114,1866,2865
2020,NIC,Females,35 - 44,1311,1219,1101,1709
2020,NIC,Females,45 - 54,526,414,378,600
2020,NIC,Females,55 - 64,122,114,106,173
2020,NIC,Females,65+,23,26,25,42
2020,NIC,Females,All,6043,6220,4553,6867
2020,NIC,Males,0 - 14,425,361,305,488
2020,NIC,Females,15 - 24,1423,1335,990,1540
2020,NIC,Males,15 - 24,685,678,580,913
2020,NIC,Males,35 - 44,558,480,377,599
2020,NIC,Males,45 - 54,143,131,109,178
2020,NIC,Males,55 - 64,32,35,29,49
2020,NIC,Males,65+,6,10,7,12
2020,NIC,Males,All,3195,2889,2415,3689
2020,PAK,Both,0 - 14,1240,1214,856,1337
2020,PAK,Both,15 - 24,2151,2098,1524,2350
2020,NIC,Males,25 - 34,1346,972,764,1196
2020,PAK,Both,25 - 34,2438,2271,1748,2688
2020,NIC,Females,0 - 14,401,383,314,501
2020,NIC,Both,65+,29,38,35,59
2020,MAR,Females,65+,602,475,439,695
2020,MAR,Females,All,18923,20189,14204,20964
2020,MAR,Males,0 - 14,5172,5235,4200,6345
2020,MAR,Males,15 - 24,7334,7224,4198,6343
2020,MAR,Males,25 - 34,7544,7920,6542,9799
2020,MAR,Males,35 - 44,3820,4465,3501,5309
2020,MAR,Males,45 - 54,1312,1279,1252,1938
2020,NIC,Both,All,9238,8434,6773,10138
2020,MAR,Males,55 - 64,470,539,520,820
2020,MAR,Males,All,26017,29265,21789,31905
2020,NIC,Both,0 - 14,826,803,587,924
2020,NIC,Both,15 - 24,2108,2137,1616,2489
2020,NIC,Both,25 - 34,3583,3145,2669,4069
2020,NIC,Both,35 - 44,1869,1947,1547,2385
2020,NIC,Both,45 - 54,669,606,455,720
2020,NIC,Both,55 - 64,154,148,134,218
2020,MAR,Males,65+,365,325,324,516
2020,PAK,Both,35 - 44,1088,1331,944,1471
2020,PAK,Both,45 - 54,356,429,351,558
2020,PAK,Both,55 - 64,75,82,63,104
2020,PRY,Both,45 - 54,486,438,375,597
2020,PRY,Both,55 - 64,250,256,168,272
2020,PRY,Both,65+,98,79,62,102
2020,PRY,Both,All,6475,4979,4546,6858
2020,PRY,Females,0 - 14,350,343,308,491
2020,PRY,Females,15 - 24,1104,982,758,1187
2020,PRY,Females,25 - 34,1264,944,965,1503
2020,PRY,Both,35 - 44,1007,882,747,1169
2020,PRY,Females,35 - 44,642,480,456,721
2020,PRY,Females,55 - 64,196,177,142,231
2020,PRY,Females,65+,67,68,50,84
2020,PRY,Females,All,3979,3085,2974,4524
2020,PRY,Males,0 - 14,302,274,230,370
2020,PRY,Males,15 - 24,735,611,448,709
2020,PRY,Males,25 - 34,879,678,524,827
2020,PRY,Males,35 - 44,365,290,209,337
2020,PRY,Females,45 - 54,356,264,267,428
2020,PRY,Both,25 - 34,2143,1709,1670,2571
2020,PRY,Both,15 - 24,1839,1487,1311,2029
2020,PRY,Both,0 - 14,652,553,544,857
2020,PAK,Both,All,7386,6972,6448,9660
2020,PAK,Females,0 - 14,532,314,288,461
2020,PAK,Females,15 - 24,413,593,412,653
2020,PAK,Females,25 - 34,559,626,483,763
2020,PAK,Females,35 - 44,396,362,261,419
2020,PAK,Females,45 - 54,151,115,91,150
2020,PAK,Females,55 - 64,36,23,17,30
2020,PAK,Females,65+,23,17,13,23
2020,PAK,Females,All,2110,2219,1796,2760
2020,PAK,Males,0 - 14,708,847,577,908
2020,PAK,Males,15 - 24,1738,1479,1100,1708
2020,PAK,Males,25 - 34,1879,1596,1244,1926
2020,PAK,Males,35 - 44,692,916,625,982
2020,PAK,Males,45 - 54,205,285,242,389
2020,PAK,Males,55 - 64,39,46,37,61
2020,PAK,Males,65+,15,21,22,38
2020,PAK,Males,All,5276,4941,4474,6752
2020,PRY,Males,55 - 64,54,50,40,67
2020,RUS,Both,55 - 64,340,446,350,557
2020,MAR,Females,55 - 64,738,619,620,975
2020,RUS,Both,All,4690,4483,3998,6046
2020,GBR,Females,65+,2638,2990,2187,3347
2020,GBR,Females,All,13580,11171,10923,16201
2020,GBR,Males,0 - 14,1089,1295,960,1494
2020,GBR,Males,15 - 24,794,976,935,1457
2020,GBR,Males,25 - 34,1894,2014,1708,2628
2020,GBR,Males,35 - 44,1740,1951,1598,2462
2020,GBR,Males,45 - 54,2550,2571,2147,3288
2020,GBR,Females,55 - 64,3723,3515,2874,4375
2020,GBR,Males,55 - 64,4183,3577,3097,4707
2020,GBR,Males,All,15938,13257,12093,17902
2020,USA,Both,0 - 14,811,797,721,1129
2020,USA,Both,15 - 24,1370,1420,1230,1906
2020,USA,Both,25 - 34,1354,1048,1111,1724
2020,USA,Both,35 - 44,685,712,523,825
2020,USA,Both,45 - 54,537,567,367,583
2020,USA,Both,55 - 64,474,455,384,610
2020,GBR,Males,65+,3688,3493,2438,3723
2020,USA,Both,65+,311,360,281,450
2020,GBR,Females,45 - 54,2276,2426,1883,2891
2020,GBR,Females,25 - 34,1513,1862,1368,2115
2020,UKR,Males,25 - 34,391,530,362,575
2020,UKR,Males,35 - 44,415,392,328,523
2020,UKR,Males,45 - 54,202,213,141,229
2020,UKR,Males,55 - 64,112,94,78,128
2020,UKR,Males,65+,49,64,61,101
2020,UKR,Males,All,1793,2030,1508,2326
2020,GBR,Both,0 - 14,2160,2101,1884,2892
2020,GBR,Females,35 - 44,1349,1427,1406,2171
2020,GBR,Both,15 - 24,1804,2000,1759,2704
2020,GBR,Both,35 - 44,3089,3276,3049,4636
2020,GBR,Both,45 - 54,4826,4957,3935,5953
2020,GBR,Both,55 - 64,7906,6822,5801,8708
2020,GBR,Both,65+,6326,5979,4429,6685
2020,GBR,Both,All,29518,22882,21083,30890
2020,GBR,Females,0 - 14,1071,1080,934,1456
2020,GBR,Females,15 - 24,1010,1062,789,1234
2020,GBR,Both,25 - 34,3407,3759,3115,4735
2020,USA,Both,All,5542,6127,4559,6877
2020,USA,Females,0 - 14,396,353,341,543
2020,USA,Females,15 - 24,934,747,649,1019
2020,VEN,Both,All,29667,28022,23700,34649
2020,VEN,Females,0 - 14,2037,2095,1573,2424
2020,VEN,Females,15 - 24,2700,2697,2375,3629
2020,VEN,Females,25 - 34,4441,4786,3870,5856
2020,VEN,Females,35 - 44,2498,2536,1932,2964
2020,VEN,Females,45 - 54,1683,1607,1400,2163
2020,VEN,Females,55 - 64,1545,1264,1187,1841
2020,VEN,Both,65+,1685,1631,1366,2112
2020,VEN,Females,65+,1146,989,799,1249
2020,VEN,Males,0 - 14,1932,2308,1577,2430
2020,VEN,Males,15 - 24,2485,2171,2250,3442
2020,VEN,Males,25 - 34,4531,4263,3180,4831
2020,VEN,Males,35 - 44,2394,2384,1748,2688
2020,VEN,Males,45 - 54,1075,1190,875,1365
2020,VEN,Males,55 - 64,661,735,616,969
2020,VEN,Males,65+,539,622,467,738
2020,VEN,Females,All,16050,16801,12419,18375
2020,VEN,Both,55 - 64,2206,2001,1677,2581
2020,VEN,Both,45 - 54,2758,2801,2199,3365
2020,VEN,Both,35 - 44,4892,4935,3707,5615
2020,USA,Females,25 - 34,818,563,534,842
2020,USA,Females,35 - 44,336,324,251,403
2020,USA,Females,45 - 54,270,258,173,279
2020,USA,Females,55 - 64,198,205,183,295
2020,USA,Females,65+,147,154,135,220
2020,USA,Females,All,3099,3018,2288,3499
2020,USA,Males,0 - 14,415,410,379,603
2020,USA,Males,15 - 24,436,587,548,864
2020,USA,Males,25 - 34,536,478,440,698
2020,USA,Males,35 - 44,349,371,244,391
2020,USA,Males,45 - 54,267,313,174,281
2020,USA,Males,55 - 64,276,248,172,278
2020,USA,Males,65+,164,158,117,191
2020,USA,Males,All,2443,2716,2154,3298
2020,VEN,Both,0 - 14,3969,3935,3159,4799
2020,VEN,Both,15 - 24,5185,4395,4644,7002
2020,VEN,Both,25 - 34,8972,8543,6502,9739
2020,UKR,Males,15 - 24,277,338,248,398
2020,UKR,Males,0 - 14,347,429,267,427
2020,UKR,Females,All,2438,2247,1904,2923
2020,UKR,Females,65+,142,172,143,233
2020,RUS,Females,0 - 14,403,469,387,614
2020,RUS,Females,15 - 24,371,365,289,462
2020,RUS,Females,25 - 34,745,660,477,754
2020,RUS,Females,35 - 44,602,519,376,597
2020,RUS,Females,45 - 54,330,398,312,497
2020,RUS,Females,55 - 64,207,343,262,419
2020,RUS,Females,65+,147,155,124,201
2020,RUS,Females,All,2805,2779,2629,4009
2020,RUS,Males,0 - 14,453,484,410,650
2020,RUS,Males,15 - 24,231,215,210,339
2020,RUS,Males,25 - 34,332,359,256,411
2020,RUS,Males,35 - 44,380,397,272,435
2020,RUS,Males,45 - 54,283,271,196,316
2020,RUS,Males,55 - 64,133,154,126,205
2020,RUS,Males,65+,73,81,64,106
2020,RUS,Males,All,1885,1797,1751,2692
2020,RUS,Both,65+,220,233,163,264
2020,UKR,Both,0 - 14,730,735,546,861
2020,UKR,Both,15 - 24,687,694,616,968
2020,UKR,Both,25 - 34,933,1053,742,1161
2020,UKR,Both,35 - 44,885,886,698,1094
2020,UKR,Both,45 - 54,489,544,436,691
2020,UKR,Both,55 - 64,316,304,255,408
2020,UKR,Both,All,4231,4418,3633,5504
2020,UKR,Females,0 - 14,383,326,292,467
2020,UKR,Females,15 - 24,410,385,329,524
2020,UKR,Females,25 - 34,542,609,429,680
2020,UKR,Females,35 - 44,470,453,336,536
2020,UKR,Females,45 - 54,287,301,221,356
2020,UKR,Females,55 - 64,204,213,178,288
2020,UKR,Both,65+,191,226,202,325
2020,MAR,Females,45 - 54,1239,1216,1010,1571
2020,CUB,Males,25 - 34,1171,1033,699,1096
2020,MAR,Females,25 - 34,5212,5906,5753,8638
2020,CHN,Both,55 - 64,263,252,220,354
2020,CHN,Both,65+,174,134,120,195
2020,CHN,Both,All,5064,5562,4165,6294
2020,CHN,Females,0 - 14,254,288,212,341
2020,CHN,Females,15 - 24,935,794,699,1096
2020,CHN,Females,25 - 34,720,714,501,792
2020,CHN,Females,35 - 44,407,427,326,520
2020,CHN,Both,45 - 54,458,506,431,682
2020,CHN,Females,45 - 54,248,293,247,396
2020,CHN,Females,65+,97,74,71,117
2020,CHN,Females,All,2818,3322,2205,3375
2020,CHN,Males,0 - 14,387,355,299,477
2020,CHN,Males,15 - 24,679,661,514,811
2020,CHN,Males,25 - 34,463,462,398,632
2020,CHN,Males,35 - 44,324,285,308,492
2020,CHN,Males,45 - 54,210,186,161,261
2020,CHN,Females,55 - 64,157,148,122,199
2020,CHN,Males,55 - 64,106,93,86,142
2020,CHN,Both,35 - 44,731,767,599,942
2020,CHN,Both,15 - 24,1614,1524,1247,1932
2020,BGR,Females,15 - 24,306,298,220,354
2020,BGR,Females,25 - 34,267,308,222,357
2020,BGR,Females,35 - 44,271,304,189,304
2020,BGR,Females,45 - 54,201,246,159,258
2020,BGR,Females,55 - 64,139,171,123,201
2020,BGR,Females,65+,153,131,101,166
2020,BGR,Females,All,1555,1456,1237,1917
2020,CHN,Both,25 - 34,1183,1164,895,1396
2020,BGR,Males,0 - 14,249,280,188,303
2020,BGR,Males,25 - 34,345,387,285,456
2020,BGR,Males,35 - 44,393,392,263,422
2020,BGR,Males,45 - 54,314,280,178,287
2020,BGR,Males,55 - 64,148,150,95,156
2020,BGR,Males,65+,63,86,55,91
2020,BGR,Males,All,1802,1852,1398,2160
2020,CHN,Both,0 - 14,641,657,515,813
2020,BGR,Males,15 - 24,290,283,219,352
2020,CHN,Males,65+,77,59,49,81
2020,CHN,Males,All,2246,2254,1934,2968
2020,COL,Both,0 - 14,7391,8780,5628,8454
2020,COL,Males,65+,296,306,290,463
2020,COL,Males,All,23264,21364,19722,28931
2020,CUB,Both,0 - 14,632,510,413,656
2020,CUB,Both,15 - 24,883,882,898,1400
2020,CUB,Both,25 - 34,2232,1954,1587,2446
2020,CUB,Both,35 - 44,998,1031,920,1433
2020,CUB,Both,45 - 54,879,832,612,962
2020,COL,Males,55 - 64,746,754,563,887
2020,CUB,Both,55 - 64,489,509,439,695
2020,CUB,Both,All,6429,6134,4717,7110
2020,CUB,Females,0 - 14,329,266,197,318
2020,CUB,Females,15 - 24,491,521,523,825
2020,CUB,Females,25 - 34,1061,1003,793,1240
2020,CUB,Females,35 - 44,479,553,452,716
2020,CUB,Females,45 - 54,476,462,317,505
2020,CUB,Females,55 - 64,296,322,305,487
2020,CUB,Both,65+,316,331,322,513
2020,COL,Males,45 - 54,2165,2150,1638,2523
2020,COL,Males,35 - 44,4367,4359,3388,5140
2020,COL,Males,25 - 34,7048,7487,5788,8690
2020,COL,Both,15 - 24,10081,9368,9199,13688
2020,COL,Both,25 - 34,14917,17113,13447,19866
2020,COL,Both,35 - 44,9970,10504,7908,11802
2020,COL,Both,45 - 54,5764,5710,4520,6819
2020,COL,Both,55 - 64,2262,2293,1746,2685
2020,COL,Both,65+,1023,1062,964,1500
2020,COL,Both,All,51408,50041,45653,65965
2020,COL,Females,0 - 14,3598,4436,2691,4101
2020,COL,Females,15 - 24,5232,4901,3983,6025
2020,COL,Females,25 - 34,7869,9456,6446,9658
2020,COL,Females,35 - 44,5603,6169,3648,5527
2020,COL,Females,45 - 54,3599,3706,2431,3713
2020,COL,Females,55 - 64,1516,1710,1102,1711
2020,COL,Females,65+,727,745,700,1098
2020,COL,Females,All,28144,29636,22221,32525
2020,COL,Males,0 - 14,3793,4779,2853,4344
2020,COL,Males,15 - 24,4849,4272,3742,5666
2020,BGR,Both,All,3357,3029,2779,4233
2020,CUB,Females,65+,207,212,199,321
2020,BGR,Both,65+,216,218,160,259
2020,BGR,Both,45 - 54,515,512,385,612
2020,DZA,Males,35 - 44,492,404,374,594
2020,DZA,Males,45 - 54,198,207,157,254
2020,DZA,Males,55 - 64,84,128,110,180
2020,DZA,Males,65+,55,69,42,70
