Year,Nationality code,Sex,Age group,Immigrant count,Unemployment %,Political and Violence Percentile,Probability of dying young,Rule of Law Percentile,Salaried workers %,GDP_growth,Inflation_annual,Liberal democracy index,Continent,Sub-region,Health equality,Judicial accountability,One-sided violence_deaths,Non-state_deaths,Intrastate_deaths,Interstate_deaths,Number of residents,Political regime,Homicide Rate,Number of Turist,Spanish language,Restricciones_pandemia,Año post_pandemia
2012,BGR,Males,35 - 44,552,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,BGR,Males,45 - 54,353,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,BGR,Males,55 - 64,172,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,BGR,Males,65+,58,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,BGR,Males,All,2971,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,CHN,Both,0 - 14,1836,4.58,27.96,2.7,35.68,49.56,7.86,2.33,0.055,Asia,Asia,0.4,0.6,0,0,109,0,177001,0,0.83,46160000,0,0,0
2012,CHN,Both,15 - 24,3252,4.58,27.96,2.7,35.68,49.56,7.86,2.33,0.055,Asia,Asia,0.4,0.6,0,0,109,0,177001,0,0.83,46160000,0,0,0
2012,BGR,Males,25 - 34,734,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,93399,7,1.88,46160000,0,0,0
2012,CHN,Males,All,4080,4.58,27.96,2.7,35.68,49.56,7.86,2.33,0.055,Asia,Asia,0.4,0.6,0,0,109,0,93131,0,0.83,46160000,0,0,0
2012,COL,Both,0 - 14,1702,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,15 - 24,2640,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Males,All,4387,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,CUB,Both,0 - 14,712,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Both,15 - 24,1076,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Both,25 - 34,1098,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Both,35 - 44,1099,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Both,45 - 54,842,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Both,55 - 64,467,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,COL,Males,65+,125,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,CUB,Both,65+,433,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,CUB,Females,0 - 14,347,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,15 - 24,577,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,25 - 34,601,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,35 - 44,591,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,45 - 54,450,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,55 - 64,307,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Females,65+,283,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,CUB,Both,All,5730,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,54958,1,5.49,46160000,1,0,0
2012,COL,Males,55 - 64,115,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,COL,Males,45 - 54,252,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,COL,Males,35 - 44,495,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,COL,Both,25 - 34,2792,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,35 - 44,1177,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,45 - 54,672,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,55 - 64,524,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,65+,449,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Both,All,9955,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,246345,6,35.91,46160000,1,0,0
2012,COL,Females,0 - 14,801,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,15 - 24,1386,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,25 - 34,1547,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,35 - 44,681,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,45 - 54,420,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,55 - 64,409,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,65+,324,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Females,All,5568,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,136658,6,35.91,46160000,1,0,0
2012,COL,Males,0 - 14,902,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,COL,Males,15 - 24,1253,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,COL,Males,25 - 34,1245,9.96,8.06,7.6,45.54,46.53,3.91,3.62,0.537,America,South America,0.42,0.57,0,0,211,0,109687,6,35.91,46160000,1,0,0
2012,BGR,Females,15 - 24,754,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,83012,7,1.88,46160000,0,0,0
2012,BGR,Females,0 - 14,457,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,83012,7,1.88,46160000,0,0,0
2012,BGR,Both,All,6224,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,65+,181,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,DZA,Males,55 - 64,178,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,DZA,Males,65+,63,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,DZA,Males,All,2634,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,ARG,Both,0 - 14,530,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Both,15 - 24,552,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Both,25 - 34,1038,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Both,35 - 44,564,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,DZA,Males,45 - 54,323,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,ARG,Both,45 - 54,292,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Both,65+,346,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Both,All,3602,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,ARG,Females,0 - 14,258,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Females,15 - 24,285,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Females,25 - 34,546,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Females,35 - 44,284,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Females,45 - 54,151,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Both,55 - 64,280,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,109258,7,6.31,46160000,1,0,0
2012,DZA,Males,35 - 44,555,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,DZA,Males,25 - 34,703,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,DZA,Males,15 - 24,374,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,DZA,Both,0 - 14,868,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,15 - 24,716,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,25 - 34,1177,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,35 - 44,826,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,45 - 54,509,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,55 - 64,301,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,65+,124,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Both,All,4522,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,62912,3,1.4,46160000,0,0,0
2012,DZA,Females,0 - 14,430,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,15 - 24,343,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,25 - 34,474,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,35 - 44,271,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,45 - 54,186,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,55 - 64,122,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,65+,61,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Females,All,1888,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,21118,3,1.4,46160000,0,0,0
2012,DZA,Males,0 - 14,437,10.97,9.48,3.5,24.88,68.01,3.4,7.46,0.165,Africa,Africa,0.63,0.4,0,0,258,0,41794,3,1.4,46160000,0,0,0
2012,ARG,Females,55 - 64,173,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,CUB,Females,All,3156,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,30392,1,5.49,46160000,1,0,0
2012,ARG,Females,65+,237,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,ARG,Males,0 - 14,273,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,BRA,Females,65+,59,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Females,All,3818,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Males,0 - 14,568,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Males,15 - 24,945,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Males,25 - 34,652,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Males,35 - 44,242,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Males,45 - 54,121,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Females,55 - 64,146,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Males,55 - 64,31,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Males,All,2579,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BGR,Both,0 - 14,943,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,15 - 24,1370,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,25 - 34,1510,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,35 - 44,1091,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,45 - 54,702,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BGR,Both,55 - 64,427,12.27,58.77,3.3,51.64,88.41,0.75,1.11,0.568,Europe,European Union,0.68,0.21,0,0,0,0,176411,7,1.88,46160000,0,0,0
2012,BRA,Males,65+,20,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,34500,7,28.2,46160000,0,0,0
2012,BRA,Females,45 - 54,260,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Females,35 - 44,538,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Females,25 - 34,1136,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,ARG,Males,15 - 24,267,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,25 - 34,492,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,35 - 44,280,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,45 - 54,141,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,55 - 64,107,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,65+,110,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,ARG,Males,All,1670,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,53427,7,6.31,46160000,1,0,0
2012,BRA,Both,0 - 14,1131,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,15 - 24,2060,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,25 - 34,1788,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,35 - 44,780,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,45 - 54,382,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,55 - 64,177,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,65+,79,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Both,All,6397,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,99870,7,28.2,46160000,0,0,0
2012,BRA,Females,0 - 14,563,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,BRA,Females,15 - 24,1115,7.25,46.45,8.0,52.58,70.72,1.92,7.94,0.782,America,South America,0.5,0.57,0,262,0,0,65370,7,28.2,46160000,0,0,0
2012,ARG,Females,All,1932,7.22,49.29,5.2,32.39,77.0,-1.03,22.31,0.587,America,South America,0.62,0.37,0,0,0,0,55831,7,6.31,46160000,1,0,0
2012,CUB,Males,0 - 14,366,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,24566,1,5.49,46160000,1,0,0
2012,MAR,Females,35 - 44,1269,8.99,32.7,3.4,46.48,46.29,3.06,0.53,0.236,Africa,Africa,0.43,0.46,0,0,0,0,325068,2,1.15,46160000,0,0,0
2012,CUB,Males,25 - 34,498,3.46,57.35,2.7,29.58,79.49,3.01,2.91,0.053,America,Central America and Caribbean,0.79,0.65,0,0,0,0,24566,1,5.49,46160000,1,0,0
2012,HND,Both,15 - 24,1598,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,25 - 34,1702,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,35 - 44,766,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,45 - 54,283,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,55 - 64,96,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,65+,42,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,All,5285,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Both,0 - 14,799,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,36016,3,81.57,46160000,1,0,0
2012,HND,Females,0 - 14,418,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,25 - 34,1366,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,35 - 44,642,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,45 - 54,241,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,55 - 64,79,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,65+,33,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Females,All,3980,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,25938,3,81.57,46160000,1,0,0
2012,HND,Males,0 - 14,381,3.75,36.49,7.1,9.86,43.11,4.13,3.58,0.244,America,Central America and Caribbean,0.21,0.26,0,0,0,0,10078,3,81.57,46160000,1,0,0
