Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2009,COL,Males,0 - 14,2458,2369,1621,2798
2009,COL,Males,15 - 24,2197,2555,1840,3152
2009,COL,Males,25 - 34,2249,2953,2007,3419
2009,COL,Males,35 - 44,1335,1542,856,1540
2009,BGR,Females,25 - 34,900,1136,719,1308
2009,BGR,Females,15 - 24,942,1092,623,1145
2009,BGR,Females,0 - 14,489,509,373,711
2009,DZA,Males,65+,35,46,10,26
2009,DZA,Males,55 - 64,83,89,34,79
2009,ARG,Females,0 - 14,482,518,314,606
2009,ARG,Females,15 - 24,575,681,373,711
2009,ARG,Females,25 - 34,1189,1241,667,1221
2009,ARG,Females,35 - 44,458,489,308,595
2009,ARG,Females,45 - 54,275,240,184,369
2009,ARG,Females,55 - 64,292,208,157,319
2009,DZA,Males,45 - 54,172,163,109,229
2009,DZA,Males,35 - 44,498,431,312,603
2009,DZA,Males,25 - 34,908,844,555,1028
2009,DZA,Females,0 - 14,315,292,237,467
2009,DZA,Females,15 - 24,391,323,245,481
2009,DZA,Females,25 - 34,625,500,349,668
2009,DZA,Females,35 - 44,208,245,176,356
2009,DZA,Females,45 - 54,111,104,94,200
2009,DZA,Females,55 - 64,54,59,48,108
2009,DZA,Females,65+,31,40,14,37
2009,DZA,Males,0 - 14,383,361,476,892
2009,DZA,Males,15 - 24,496,514,380,724
2009,ARG,Females,65+,269,200,131,272
2009,CUB,Males,0 - 14,373,409,310,600
2009,ARG,Males,15 - 24,516,595,344,659
2009,BRA,Males,0 - 14,905,771,630,1158
2009,BRA,Males,15 - 24,1030,1186,849,1528
2009,BRA,Males,25 - 34,1207,1398,1028,1827
2009,BRA,Males,35 - 44,459,627,392,744
2009,BRA,Males,45 - 54,150,171,114,238
2009,BRA,Males,55 - 64,40,41,32,76
2009,BRA,Females,65+,63,73,40,93
2009,BRA,Males,65+,12,23,13,33
2009,BRA,Females,55 - 64,161,165,124,257
2009,BRA,Females,45 - 54,419,494,334,641
2009,BRA,Females,35 - 44,982,1186,671,1226
2009,ARG,Males,25 - 34,1228,1128,639,1173
2009,ARG,Males,35 - 44,444,471,293,569
2009,ARG,Males,45 - 54,208,204,154,313
2009,ARG,Males,55 - 64,141,114,94,199
2009,ARG,Males,65+,125,89,94,201
2009,BRA,Females,0 - 14,1006,945,612,1126
2009,BRA,Females,15 - 24,1578,1580,1284,2249
2009,BRA,Females,25 - 34,2459,2210,1639,2827
2009,ARG,Males,0 - 14,474,574,335,643
2009,CUB,Males,15 - 24,352,462,353,676
2009,CUB,Males,25 - 34,569,673,469,879
2009,HND,Females,0 - 14,266,337,237,467
2009,HND,Females,25 - 34,998,1045,868,1560
2009,HND,Females,35 - 44,473,649,501,935
2009,HND,Females,45 - 54,192,210,138,284
2009,HND,Females,55 - 64,51,55,32,74
2009,HND,Females,65+,22,22,12,31
2009,HND,Males,0 - 14,234,273,176,355
2009,HND,Females,15 - 24,770,867,697,1271
2009,HND,Males,15 - 24,262,309,272,530
2009,DEU,Males,55 - 64,664,584,481,901
2009,DEU,Females,0 - 14,404,345,306,592
2009,DEU,Females,15 - 24,725,747,548,1016
2009,DEU,Females,25 - 34,1099,873,672,1229
2009,DEU,Females,35 - 44,590,491,404,767
2009,DEU,Males,65+,824,608,444,836
2009,DEU,Females,45 - 54,565,475,352,674
2009,DEU,Females,65+,676,568,466,874
2009,DEU,Males,0 - 14,395,366,309,597
2009,DEU,Males,15 - 24,355,381,365,697
2009,DEU,Males,25 - 34,833,880,595,1096
2009,DEU,Males,35 - 44,820,622,484,906
2009,DEU,Males,45 - 54,672,590,504,940
2009,DEU,Females,55 - 64,646,524,459,862
2009,HND,Males,25 - 34,275,284,200,399
2009,HND,Males,35 - 44,94,130,75,163
2009,HND,Males,45 - 54,38,39,19,46
2009,ITA,Males,25 - 34,2740,2767,1722,2961
2009,ITA,Males,35 - 44,1136,1096,720,1311
2009,ITA,Males,45 - 54,510,496,385,732
2009,ITA,Males,55 - 64,300,334,247,486
2009,ITA,Males,65+,251,246,185,372
2009,ITA,Males,15 - 24,1154,1131,725,1318
2009,MAR,Females,0 - 14,3949,2873,2022,3443
2009,MAR,Females,15 - 24,6984,4565,2956,4921
2009,ITA,Males,0 - 14,458,774,372,709
2009,ITA,Females,65+,314,291,193,386
2009,HND,Males,55 - 64,13,9,5,15
2009,HND,Males,65+,4,6,3,9
2009,ITA,Females,0 - 14,465,512,289,562
2009,ITA,Females,15 - 24,954,1063,650,1191
2009,ITA,Females,25 - 34,2129,1990,1526,2644
2009,ITA,Females,35 - 44,649,615,503,939
2009,ITA,Females,45 - 54,350,307,285,554
2009,ITA,Females,55 - 64,350,293,211,420
2009,MAR,Females,35 - 44,2646,2407,1542,2671
2009,DOM,Males,0 - 14,1204,1213,834,1502
2009,DOM,Males,15 - 24,1126,1241,999,1779
2009,DOM,Males,25 - 34,957,1176,882,1584
2009,DOM,Males,35 - 44,613,639,431,814
2009,DOM,Males,45 - 54,212,262,131,271
2009,DOM,Males,55 - 64,51,52,43,99
2009,DOM,Males,65+,20,29,16,39
2009,DOM,Females,65+,32,59,36,83
2009,DOM,Females,55 - 64,76,110,109,230
2009,DOM,Females,45 - 54,258,338,234,463
2009,CUB,Males,35 - 44,593,534,338,650
2009,CUB,Males,45 - 54,283,394,240,473
2009,CUB,Males,55 - 64,162,156,111,233
2009,CUB,Males,65+,103,126,79,169
2009,DOM,Females,0 - 14,1211,1005,800,1446
2009,DOM,Females,15 - 24,1480,1581,1177,2073
2009,DOM,Females,25 - 34,1496,1802,1265,2218
2009,DOM,Females,35 - 44,748,938,637,1169
2009,ECU,Females,0 - 14,2124,1156,926,1658
2009,ECU,Females,15 - 24,1960,1709,1371,2392
2009,ECU,Females,35 - 44,708,785,597,1100
2009,FRA,Females,15 - 24,942,957,662,1212
2009,FRA,Females,25 - 34,1017,1006,650,1191
2009,FRA,Females,35 - 44,446,392,349,669
2009,FRA,Females,45 - 54,258,328,193,387
2009,FRA,Females,55 - 64,312,372,215,428
2009,FRA,Females,65+,310,408,261,510
2009,FRA,Males,0 - 14,542,442,311,601
2009,FRA,Females,0 - 14,503,440,339,651
2009,FRA,Males,15 - 24,600,630,424,802
2009,FRA,Males,35 - 44,600,560,396,752
2009,FRA,Males,45 - 54,383,409,248,487
2009,FRA,Males,55 - 64,361,405,257,504
2009,FRA,Males,65+,325,320,225,445
2009,ECU,Females,25 - 34,1388,1720,1364,2380
2009,FRA,Males,25 - 34,1140,1083,534,992
2009,ECU,Females,55 - 64,175,174,120,249
2009,ECU,Females,65+,100,80,66,144
2009,ECU,Males,0 - 14,2255,1437,872,1567
2009,ECU,Males,15 - 24,2176,1650,1350,2357
2009,ECU,Males,25 - 34,1124,1638,1164,2051
2009,ECU,Males,35 - 44,675,772,442,832
2009,ECU,Males,45 - 54,297,292,203,406
2009,ECU,Females,45 - 54,383,411,332,638
2009,ECU,Males,65+,59,38,33,76
2009,ECU,Males,55 - 64,88,80,63,139
2010,PER,Males,35 - 44,532,765,578,1067
2010,PER,Males,45 - 54,216,338,264,516
2010,PER,Males,55 - 64,69,115,86,185
2010,PER,Males,65+,110,106,66,145
2010,PRT,Females,0 - 14,330,327,230,454
2010,PRT,Females,15 - 24,462,535,361,689
2010,PRT,Females,25 - 34,710,636,511,952
2010,PRT,Females,35 - 44,348,395,314,606
2010,PER,Males,25 - 34,930,1311,1159,2044
2010,PER,Males,0 - 14,806,915,917,1642
2010,PER,Males,15 - 24,715,913,783,1417
2010,PER,Females,15 - 24,838,1139,1014,1804
2010,PER,Females,25 - 34,1495,1630,1525,2642
2010,PER,Females,35 - 44,828,903,880,1581
2010,PER,Females,45 - 54,390,510,454,852
2010,PER,Females,55 - 64,144,225,166,337
2010,PER,Females,65+,177,210,125,259
2010,PER,Females,0 - 14,770,972,991,1765
2010,PRT,Females,45 - 54,220,193,172,349
2010,PRT,Females,65+,118,94,66,145
2010,ROU,Females,45 - 54,2616,2020,1387,2418
2010,ROU,Females,55 - 64,1383,857,639,1172
2010,ROU,Females,65+,494,334,222,439
2010,ROU,Males,0 - 14,3831,3202,2365,3990
2010,ROU,Males,15 - 24,7509,4952,3795,6227
2010,ROU,Males,25 - 34,6663,4517,3964,6488
2010,ROU,Females,35 - 44,4174,3014,2208,3741
2010,ROU,Males,35 - 44,3765,2947,2511,4220
2010,ROU,Males,55 - 64,843,512,348,668
2010,ROU,Males,65+,229,151,115,240
2010,PRY,Males,65+,15,14,7,18
2010,ROU,Males,45 - 54,1736,1466,1024,1820
2010,ROU,Females,25 - 34,5844,5156,4099,6697
2010,ROU,Females,15 - 24,9162,6726,4407,7171
2010,ROU,Females,0 - 14,3664,3093,2081,3537
2010,PRT,Males,0 - 14,355,482,309,597
2010,PRT,Males,15 - 24,523,566,402,763
2010,PRT,Males,25 - 34,1266,1013,727,1322
2010,PRT,Males,35 - 44,905,900,558,1033
2010,PRT,Males,45 - 54,541,415,272,531
2010,PRT,Males,55 - 64,192,205,111,233
2010,PRT,Males,65+,88,88,62,137
2010,PRT,Females,55 - 64,95,126,83,178
2010,PRY,Males,55 - 64,22,26,26,61
2010,PRY,Males,35 - 44,248,266,210,417
2010,NIC,Females,25 - 34,961,812,721,1312
2010,NIC,Females,35 - 44,538,427,312,603
2010,NIC,Females,45 - 54,209,172,77,167
2010,NIC,Females,55 - 64,51,29,17,43
2010,NIC,Females,65+,9,5,3,8
2010,NIC,Males,0 - 14,102,96,59,130
2010,NIC,Females,15 - 24,529,455,380,723
2010,NIC,Males,15 - 24,143,160,108,228
2010,NIC,Males,35 - 44,76,79,56,125
2010,NIC,Males,45 - 54,20,28,12,31
2010,NIC,Males,55 - 64,4,3,2,7
2010,NIC,Males,65+,1,1,0,2
2010,NIC,Males,25 - 34,217,212,159,324
2010,NIC,Females,0 - 14,103,119,67,147
2010,MAR,Females,55 - 64,539,471,346,663
2010,MAR,Females,65+,413,371,240,473
2010,MAR,Males,0 - 14,2952,3030,2109,3582
2010,MAR,Males,15 - 24,3769,4087,3117,5173
2010,MAR,Males,25 - 34,5227,5354,3978,6511
2010,MAR,Males,35 - 44,2396,2386,1682,2897
2010,MAR,Males,45 - 54,758,785,623,1145
2010,MAR,Males,55 - 64,391,355,253,496
2010,MAR,Males,65+,264,263,180,363
2010,PRY,Males,45 - 54,94,98,83,178
2010,PRY,Females,0 - 14,573,679,560,1037
2010,PRY,Females,15 - 24,2545,1742,1036,1841
2010,PRY,Females,25 - 34,2242,1783,1136,2005
2010,PRY,Females,45 - 54,578,408,327,630
2010,PRY,Females,55 - 64,176,137,141,291
2010,PRY,Females,65+,44,46,32,76
2010,PRY,Males,0 - 14,537,555,461,865
2010,PRY,Males,15 - 24,601,899,691,1260
2010,PRY,Males,25 - 34,777,793,609,1121
2010,PRY,Females,35 - 44,918,745,553,1024
2010,PAK,Females,0 - 14,1722,329,198,396
2010,PAK,Females,15 - 24,841,460,298,577
2010,PAK,Females,25 - 34,1349,575,502,937
2010,PAK,Females,35 - 44,885,215,199,397
2010,PAK,Females,45 - 54,262,90,62,136
2010,PAK,Females,55 - 64,31,19,13,33
2010,PAK,Females,65+,6,10,4,11
2010,PAK,Males,0 - 14,2381,787,762,1381
2010,PAK,Males,15 - 24,2856,1836,1113,1967
2010,PAK,Males,25 - 34,3149,2443,1906,3258
2010,PAK,Males,35 - 44,1417,982,828,1492
2010,PAK,Males,45 - 54,350,268,202,403
2010,PAK,Males,55 - 64,64,41,29,69
2010,PAK,Males,65+,8,9,5,13
2010,GBR,Males,0 - 14,832,772,594,1096
2010,GBR,Males,15 - 24,431,544,417,788
2010,GBR,Males,25 - 34,1037,1098,854,1536
2010,GBR,Males,35 - 44,1170,1103,818,1476
2010,GBR,Males,45 - 54,1340,1571,1089,1928
2010,GBR,Males,55 - 64,2087,2023,1491,2588
2010,GBR,Females,65+,1058,984,791,1430
2010,GBR,Males,65+,1585,1512,1011,1798
2010,GBR,Females,55 - 64,2026,1615,1489,2584
2010,GBR,Females,35 - 44,905,934,682,1245
2010,UKR,Males,35 - 44,289,237,173,350
2010,UKR,Males,45 - 54,181,157,123,255
2010,UKR,Males,55 - 64,59,75,47,107
2010,UKR,Males,65+,27,26,13,34
2010,GBR,Females,45 - 54,1219,1242,961,1715
2010,GBR,Females,0 - 14,781,755,502,937
2010,GBR,Females,15 - 24,634,788,487,911
2010,GBR,Females,25 - 34,1071,1194,900,1614
2010,USA,Females,0 - 14,336,319,242,476
2010,USA,Females,15 - 24,621,743,478,895
2010,USA,Females,25 - 34,515,519,492,919
2010,VEN,Females,0 - 14,429,391,295,571
2010,VEN,Females,15 - 24,680,643,433,817
2010,VEN,Females,25 - 34,1270,1102,781,1413
2010,VEN,Females,35 - 44,542,501,371,708
2010,VEN,Females,45 - 54,373,330,202,403
2010,VEN,Females,55 - 64,337,288,210,417
2010,VEN,Females,65+,168,190,133,274
2010,VEN,Males,15 - 24,559,590,348,666
2010,VEN,Males,25 - 34,923,1120,541,1005
2010,VEN,Males,35 - 44,373,353,238,470
2010,VEN,Males,45 - 54,152,162,125,260
2010,VEN,Males,55 - 64,111,115,66,145
2010,VEN,Males,65+,93,85,47,107
2010,MAR,Females,45 - 54,875,797,621,1142
2010,VEN,Males,0 - 14,451,453,312,603
2010,USA,Females,35 - 44,234,274,182,366
2010,USA,Females,45 - 54,158,182,119,248
2010,USA,Females,55 - 64,90,106,90,191
2010,USA,Females,65+,89,95,57,127
2010,USA,Males,0 - 14,316,427,247,485
2010,USA,Males,15 - 24,366,413,355,678
2010,USA,Males,25 - 34,381,433,363,694
2010,USA,Males,35 - 44,253,260,149,305
2010,USA,Males,45 - 54,140,170,85,183
2010,USA,Males,55 - 64,107,96,80,172
2010,USA,Males,65+,88,99,65,142
2010,UKR,Males,25 - 34,493,383,280,546
2010,UKR,Males,15 - 24,409,352,289,562
2010,UKR,Males,0 - 14,381,321,250,492
2010,RUS,Females,0 - 14,633,716,606,1116
2010,RUS,Females,15 - 24,672,638,518,964
2010,RUS,Females,25 - 34,1027,1137,838,1509
2010,RUS,Females,35 - 44,670,799,539,1001
2010,RUS,Females,45 - 54,522,584,374,713
2010,RUS,Females,55 - 64,297,382,223,441
2010,RUS,Females,65+,110,185,137,283
2010,RUS,Males,0 - 14,691,663,600,1106
2010,RUS,Males,15 - 24,275,308,177,356
2010,RUS,Males,25 - 34,282,386,272,531
2010,RUS,Males,35 - 44,444,494,308,596
2010,RUS,Males,45 - 54,350,341,232,459
2010,RUS,Males,55 - 64,148,181,96,204
2010,RUS,Males,65+,51,77,37,85
2010,UKR,Females,0 - 14,387,281,259,508
2010,UKR,Females,15 - 24,676,455,461,866
2010,UKR,Females,25 - 34,749,668,532,988
2010,UKR,Females,35 - 44,511,453,304,589
2010,UKR,Females,45 - 54,475,343,217,432
2010,UKR,Females,65+,61,71,40,92
2010,UKR,Females,55 - 64,226,205,123,257
2010,MAR,Females,35 - 44,1705,1845,1255,2202
2010,MAR,Females,15 - 24,4377,3643,2448,4121
2010,CHN,Females,0 - 14,1060,886,551,1021
2010,CHN,Females,15 - 24,1606,1626,1186,2089
2010,CHN,Females,25 - 34,1286,1357,975,1739
2010,CHN,Females,35 - 44,889,758,560,1037
2010,CHN,Females,45 - 54,304,332,275,536
2010,CHN,Females,65+,65,75,52,117
2010,CHN,Males,0 - 14,1274,956,816,1473
2010,CHN,Males,15 - 24,1344,1064,1252,2197
2010,CHN,Males,25 - 34,1137,1104,923,1651
2010,CHN,Males,35 - 44,884,796,547,1015
2010,CHN,Males,45 - 54,315,382,281,546
2010,CHN,Females,55 - 64,134,141,124,257
2010,CHN,Males,55 - 64,99,99,91,195
2010,BGR,Females,15 - 24,1061,931,594,1096
2010,BGR,Females,25 - 34,951,1014,657,1203
2010,BGR,Females,35 - 44,702,671,474,888
2010,BGR,Females,45 - 54,519,421,293,568
2010,BGR,Females,55 - 64,289,239,178,358
2010,BGR,Females,65+,136,131,78,168
2010,BGR,Males,0 - 14,625,572,422,798
2010,BGR,Males,25 - 34,1151,933,636,1167
2010,BGR,Males,35 - 44,766,691,608,1120
2010,BGR,Males,45 - 54,457,375,295,572
2010,BGR,Males,55 - 64,174,165,118,246
2010,BGR,Males,65+,54,58,34,80
2010,BGR,Males,15 - 24,907,694,521,969
2010,CHN,Males,65+,75,62,37,84
2010,COL,Males,65+,75,80,57,126
2010,COL,Males,55 - 64,122,118,95,202
2010,CUB,Females,0 - 14,337,342,243,478
2010,CUB,Females,15 - 24,643,585,365,696
2010,CUB,Females,25 - 34,679,743,496,926
2010,CUB,Females,35 - 44,687,632,412,779
2010,CUB,Females,45 - 54,448,456,321,619
2010,CUB,Females,55 - 64,304,304,208,415
2010,COL,Males,45 - 54,376,339,211,420
2010,COL,Males,35 - 44,787,788,476,891
2010,COL,Males,25 - 34,1649,1663,1031,1831
2010,COL,Females,0 - 14,1476,1162,805,1454
2010,COL,Females,15 - 24,1786,2167,1317,2303
2010,COL,Females,25 - 34,2311,2136,1560,2699
2010,COL,Females,35 - 44,1048,1073,737,1338
2010,COL,Females,45 - 54,533,580,389,738
2010,COL,Females,55 - 64,257,396,275,536
2010,COL,Females,65+,189,242,155,316
2010,COL,Males,0 - 14,1534,1304,736,1337
2010,COL,Males,15 - 24,1518,1733,895,1605
2010,CUB,Females,65+,243,240,165,334
2010,DZA,Males,35 - 44,461,457,259,507
2010,DZA,Males,45 - 54,179,202,140,288
2010,DZA,Males,55 - 64,83,122,58,129
2010,DZA,Males,65+,40,61,22,53
2010,DZA,Males,25 - 34,897,758,537,998
2010,ARG,Females,0 - 14,367,430,353,676
2010,ARG,Females,15 - 24,452,460,427,807
2010,ARG,Females,25 - 34,912,1015,711,1295
2010,ARG,Females,35 - 44,352,436,331,637
2010,DZA,Males,15 - 24,468,435,369,705
2010,MAR,Females,25 - 34,4091,4426,2972,4946
2010,DZA,Males,0 - 14,328,350,379,722
2010,DZA,Females,0 - 14,236,306,213,423
2010,DZA,Females,15 - 24,276,247,196,391
2010,DZA,Females,25 - 34,423,404,298,577
2010,DZA,Females,35 - 44,171,214,153,313
2010,DZA,Females,45 - 54,86,103,87,187
2010,DZA,Females,55 - 64,75,83,42,96
2010,DZA,Females,65+,35,42,25,60
2010,ARG,Females,45 - 54,258,272,200,400
2010,ARG,Females,55 - 64,256,244,177,357
2010,ARG,Females,65+,296,253,132,273
2010,BRA,Females,45 - 54,402,331,238,470
2010,BRA,Females,55 - 64,181,141,103,218
2010,BRA,Females,65+,72,67,43,98
2010,BRA,Males,0 - 14,839,688,541,1004
2010,BRA,Males,15 - 24,914,818,786,1422
2010,BRA,Males,25 - 34,987,1032,871,1566
2010,BRA,Females,35 - 44,791,789,482,902
2010,BRA,Males,35 - 44,332,417,331,636
2010,BRA,Males,55 - 64,57,45,33,77
2010,BRA,Males,65+,27,24,11,29
2010,BRA,Males,45 - 54,132,125,108,227
2010,BRA,Females,25 - 34,1865,1846,1145,2020
2010,BRA,Females,15 - 24,1233,1279,958,1710
2010,BRA,Females,0 - 14,859,742,553,1026
2010,ARG,Males,0 - 14,378,478,400,758
2010,ARG,Males,15 - 24,433,491,418,790
2010,ARG,Males,25 - 34,883,958,721,1312
2010,ARG,Males,35 - 44,377,443,322,620
2010,ARG,Males,45 - 54,198,236,175,353
2010,ARG,Males,55 - 64,141,145,110,231
2010,ARG,Males,65+,116,118,84,180
2010,BGR,Females,0 - 14,594,489,364,696
2010,CUB,Males,15 - 24,457,416,300,581
2010,HND,Females,15 - 24,1043,933,769,1394
2010,HND,Females,25 - 34,1297,1215,913,1635
2010,HND,Females,35 - 44,591,673,526,978
2010,HND,Females,45 - 54,269,214,143,294
2010,HND,Females,55 - 64,75,74,41,94
2010,HND,Females,65+,31,29,20,49
2010,HND,Males,0 - 14,326,289,174,351
2010,HND,Females,0 - 14,313,467,235,463
2010,DEU,Males,65+,758,627,425,803
2010,DEU,Males,55 - 64,618,602,471,884
2010,DEU,Males,45 - 54,588,630,471,883
2010,DEU,Females,0 - 14,322,358,302,584
2010,DEU,Females,15 - 24,701,737,524,974
2010,DEU,Females,25 - 34,958,828,653,1197
2010,DEU,Females,35 - 44,531,495,401,761
2010,DEU,Females,45 - 54,481,495,354,677
2010,DEU,Females,55 - 64,615,505,464,870
2010,DEU,Females,65+,616,537,436,821
2010,DEU,Males,0 - 14,367,384,283,551
2010,DEU,Males,15 - 24,353,406,343,657
2010,DEU,Males,25 - 34,752,829,551,1021
2010,DEU,Males,35 - 44,658,640,440,830
2010,HND,Males,15 - 24,317,324,259,507
2010,HND,Males,25 - 34,299,327,239,472
2010,HND,Males,45 - 54,34,49,27,64
2010,ITA,Males,25 - 34,2575,2331,1690,2910
2010,ITA,Males,35 - 44,1064,969,717,1305
2010,ITA,Males,45 - 54,508,446,382,727
2010,ITA,Males,55 - 64,286,327,238,469
2010,ITA,Males,65+,262,251,185,373
2010,ITA,Males,15 - 24,1068,951,713,1299
2010,CUB,Males,0 - 14,401,369,274,535
2010,MAR,Females,0 - 14,2412,2297,1668,2874
2010,ITA,Males,0 - 14,459,629,362,692
2010,ITA,Females,65+,312,287,201,401
2010,HND,Males,55 - 64,10,11,8,21
2010,HND,Males,65+,6,7,4,13
2010,ITA,Females,0 - 14,425,418,292,566
2010,ITA,Females,15 - 24,948,905,638,1170
2010,ITA,Females,25 - 34,1969,1677,1526,2644
2010,ITA,Females,35 - 44,626,523,512,954
2010,ITA,Females,45 - 54,341,298,285,555
2010,ITA,Females,55 - 64,357,276,210,418
2010,HND,Males,35 - 44,93,164,100,212
2010,CUB,Males,35 - 44,660,477,296,574
2010,DOM,Males,0 - 14,723,935,751,1363
2010,DOM,Males,15 - 24,760,975,759,1377
2010,DOM,Males,25 - 34,954,971,773,1399
2010,DOM,Males,35 - 44,493,529,419,793
2010,DOM,Males,45 - 54,182,212,128,264
2010,DOM,Males,55 - 64,44,48,41,93
2010,DOM,Males,65+,17,29,14,35
2010,DOM,Females,65+,28,60,26,62
2010,DOM,Females,55 - 64,67,101,94,200
2010,DOM,Females,45 - 54,182,276,184,370
2010,DOM,Females,35 - 44,582,759,513,956
2010,CUB,Males,25 - 34,568,602,417,789
2010,CUB,Males,45 - 54,368,359,218,432
2010,CUB,Males,55 - 64,187,162,107,224
2010,CUB,Males,65+,132,132,82,177
2010,DOM,Females,0 - 14,692,756,609,1121
2010,DOM,Females,15 - 24,950,1318,917,1641
2010,DOM,Females,25 - 34,1232,1549,972,1734
2010,ECU,Females,0 - 14,935,1161,1064,1886
2010,ECU,Females,15 - 24,928,1487,1192,2098
2010,ECU,Females,35 - 44,418,717,540,1003
2010,FRA,Females,0 - 14,534,430,337,647
2010,FRA,Females,15 - 24,943,886,652,1194
2010,FRA,Females,25 - 34,1015,934,630,1157
2010,FRA,Females,35 - 44,452,358,338,649
2010,FRA,Females,45 - 54,253,297,192,386
2010,FRA,Females,55 - 64,332,349,217,431
2010,FRA,Females,65+,300,390,244,480
2010,FRA,Males,0 - 14,524,439,306,591
2010,FRA,Males,15 - 24,591,586,424,801
2010,FRA,Males,25 - 34,1083,1037,547,1015
2010,FRA,Males,35 - 44,649,552,404,765
2010,FRA,Males,45 - 54,345,403,256,502
2010,FRA,Males,55 - 64,430,400,266,519
2010,ECU,Females,25 - 34,772,1605,1246,2186
2010,FRA,Males,65+,338,318,231,457
2010,ECU,Females,45 - 54,201,351,276,539
2010,ECU,Females,55 - 64,85,106,115,241
2010,ECU,Females,65+,59,68,51,114
2010,ECU,Males,0 - 14,959,1304,826,1490
2010,ECU,Males,25 - 34,893,1350,1094,1937
2010,ECU,Males,35 - 44,469,642,424,801
2010,ECU,Males,15 - 24,973,1495,1149,2027
2010,ECU,Males,55 - 64,47,50,58,128
2010,ECU,Males,65+,28,37,23,55
2010,ECU,Males,45 - 54,170,268,180,362
2011,PER,Males,55 - 64,127,96,70,153
2011,PER,Males,65+,119,89,75,162
2011,PER,Males,45 - 54,209,229,170,344
2011,PRT,Females,25 - 34,688,625,518,965
2011,PRT,Females,0 - 14,352,333,228,451
2011,PRT,Females,15 - 24,471,484,364,695
2011,PER,Males,35 - 44,474,480,278,542
2011,PRT,Females,35 - 44,376,374,302,585
2011,PER,Males,25 - 34,886,892,606,1116
2011,PER,Females,25 - 34,1430,1141,862,1550
2011,PER,Males,0 - 14,727,688,449,845
2011,PRT,Females,45 - 54,237,195,164,334
2011,PER,Males,15 - 24,603,642,434,818
2011,PER,Females,0 - 14,652,747,404,765
2011,PER,Females,15 - 24,879,790,521,970
2011,PER,Females,35 - 44,755,659,469,879
2011,PER,Females,45 - 54,349,364,329,633
2011,PER,Females,55 - 64,233,176,160,326
2011,PER,Females,65+,217,176,155,316
2011,PRT,Females,55 - 64,114,130,83,178
2011,ROU,Females,55 - 64,1476,813,802,1449
2011,ROU,Females,65+,484,347,273,532
2011,ROU,Males,0 - 14,3873,3116,2468,4153
2011,ROU,Males,15 - 24,6936,4688,4029,6590
2011,ROU,Males,25 - 34,6403,4348,4077,6663
2011,ROU,Males,35 - 44,3774,2885,2695,4511
2011,ROU,Females,45 - 54,2602,1804,1601,2766
2011,ROU,Males,45 - 54,1676,1417,1224,2150
2011,ROU,Males,65+,229,159,121,252
2011,ROU,Males,55 - 64,858,485,424,801
2011,ROU,Females,35 - 44,4197,2812,2452,4128
2011,ROU,Females,25 - 34,5864,4712,4389,7144
2011,ROU,Females,15 - 24,8650,5930,4612,7487
2011,PRT,Males,0 - 14,388,469,302,585
2011,PRT,Males,15 - 24,547,514,385,733
2011,PRT,Males,25 - 34,1131,946,712,1296
2011,PRT,Males,35 - 44,884,873,530,985
2011,PRT,Males,45 - 54,522,401,288,560
2011,PRT,Males,55 - 64,183,206,113,237
2011,PRT,Males,65+,111,92,72,156
2011,ROU,Females,0 - 14,3809,2885,2315,3910
2011,PRT,Females,65+,125,103,76,165
2011,PRY,Males,65+,15,15,7,20
2011,MAR,Females,65+,482,404,253,497
2011,PRY,Males,45 - 54,102,88,69,151
2011,NIC,Females,35 - 44,587,414,337,647
2011,NIC,Females,45 - 54,246,164,91,194
2011,NIC,Females,55 - 64,36,27,21,50
2011,NIC,Females,65+,7,6,4,11
2011,NIC,Males,0 - 14,157,97,63,139
2011,NIC,Males,15 - 24,159,172,121,252
2011,NIC,Females,25 - 34,1210,859,788,1425
2011,NIC,Males,25 - 34,245,216,164,333
2011,NIC,Males,45 - 54,17,25,13,33
2011,NIC,Males,55 - 64,6,4,2,8
2011,NIC,Males,65+,2,1,1,2
2011,NIC,Males,35 - 44,80,80,59,131
2011,NIC,Females,15 - 24,693,473,430,812
2011,NIC,Females,0 - 14,143,123,76,165
2011,MAR,Males,0 - 14,2599,2909,2100,3569
2011,MAR,Males,15 - 24,3333,3933,3132,5197
2011,MAR,Males,25 - 34,4793,5093,3951,6469
2011,MAR,Males,35 - 44,2355,2178,1675,2886
2011,MAR,Males,45 - 54,803,735,616,1133
2011,MAR,Males,55 - 64,413,376,252,495
2011,MAR,Males,65+,318,284,187,376
2011,PRY,Males,55 - 64,33,25,21,51
2011,PRY,Females,0 - 14,623,636,559,1036
2011,PRY,Females,15 - 24,2122,1539,1140,2012
2011,PRY,Females,25 - 34,1885,1494,1194,2101
2011,PRY,Females,35 - 44,740,655,543,1008
2011,PRY,Females,55 - 64,170,136,124,258
2011,PRY,Females,65+,62,53,36,84
2011,PRY,Males,0 - 14,598,490,381,726
2011,PRY,Males,15 - 24,595,778,592,1091
2011,PRY,Males,25 - 34,628,684,539,1001
2011,PRY,Males,35 - 44,179,228,175,353
2011,PRY,Females,45 - 54,475,373,309,598
2011,PAK,Females,0 - 14,933,512,265,518
