Year,Nationality code,Sex,Age group,Immigrant count
2011,BGR,Both,All,9890
2011,CUB,Males,0 - 14,424
2011,DZA,Both,0 - 14,754
2011,CUB,Males,25 - 34,683
2011,HND,Both,15 - 24,1848
2011,HND,Both,25 - 34,2030
2011,HND,Both,35 - 44,993
2011,HND,Both,45 - 54,381
2011,HND,Both,55 - 64,138
2011,HND,Both,65+,39
2011,HND,Both,All,6261
2011,HND,Both,0 - 14,832
2011,HND,Females,0 - 14,446
2011,HND,Females,25 - 34,1657
2011,HND,Females,35 - 44,842
2011,HND,Females,45 - 54,329
2011,HND,Females,55 - 64,112
2011,HND,Females,65+,26
2011,HND,Females,All,4837
2011,HND,Males,0 - 14,386
2011,HND,Females,15 - 24,1423
2011,MAR,Females,35 - 44,1607
2011,DEU,Males,All,4072
2011,DEU,Males,55 - 64,628
2011,DEU,Both,55 - 64,1224
2011,DEU,Both,65+,1238
2011,DEU,Both,All,8263
2011,DEU,Females,0 - 14,408
2011,DEU,Females,15 - 24,720
2011,DEU,Females,25 - 34,928
2011,DEU,Females,35 - 44,470
2011,DEU,Males,65+,684
2011,DEU,Females,45 - 54,516
2011,DEU,Females,65+,553
2011,DEU,Females,All,4190
2011,DEU,Males,0 - 14,362
2011,DEU,Males,15 - 24,346
2011,DEU,Males,25 - 34,762
2011,DEU,Males,35 - 44,659
2011,DEU,Males,45 - 54,633
2011,DEU,Females,55 - 64,597
2011,HND,Males,25 - 34,374
2011,HND,Males,35 - 44,151
2011,HND,Males,45 - 54,51
2011,ITA,Males,25 - 34,2604
2011,ITA,Males,35 - 44,1203
2011,ITA,Males,45 - 54,509
2011,ITA,Males,55 - 64,347
2011,ITA,Males,65+,308
2011,ITA,Males,All,6542
2011,MAR,Both,0 - 14,4710
2011,ITA,Males,15 - 24,1094
2011,MAR,Both,15 - 24,7308
2011,MAR,Both,35 - 44,3963
2011,MAR,Both,45 - 54,1650
2011,MAR,Both,55 - 64,1015
2011,MAR,Both,65+,800
2011,MAR,Both,All,27978
2011,MAR,Females,0 - 14,2111
2011,MAR,Females,15 - 24,3974
2011,MAR,Both,25 - 34,8532
2011,ITA,Males,0 - 14,478
2011,ITA,Females,All,5101
2011,ITA,Females,65+,306
2011,HND,Males,55 - 64,25
2011,HND,Males,65+,13
2011,HND,Males,All,1424
2011,ITA,Both,0 - 14,914
2011,ITA,Both,15 - 24,2078
2011,ITA,Both,25 - 34,4638
2011,ITA,Both,35 - 44,1855
2011,ITA,Both,45 - 54,858
2011,ITA,Both,55 - 64,686
2011,ITA,Both,65+,614
2011,ITA,Both,All,11643
2011,ITA,Females,0 - 14,437
2011,ITA,Females,15 - 24,984
2011,ITA,Females,25 - 34,2034
2011,ITA,Females,35 - 44,652
2011,ITA,Females,45 - 54,349
2011,ITA,Females,55 - 64,339
2011,DEU,Both,45 - 54,1149
2011,DEU,Both,35 - 44,1129
2011,HND,Males,15 - 24,424
2011,DEU,Both,15 - 24,1065
2011,DOM,Males,0 - 14,982
2011,DOM,Males,15 - 24,1167
2011,DOM,Males,25 - 34,1390
2011,DOM,Males,35 - 44,788
2011,DOM,Males,45 - 54,298
2011,DOM,Males,55 - 64,64
2011,DOM,Males,65+,48
2011,DOM,Females,All,5623
2011,DOM,Males,All,4736
2011,ECU,Both,15 - 24,1832
2011,ECU,Both,25 - 34,1641
2011,ECU,Both,35 - 44,677
2011,ECU,Both,45 - 54,368
2011,ECU,Both,55 - 64,191
2011,ECU,Both,65+,186
2011,ECU,Both,All,6523
2011,ECU,Both,0 - 14,1627
2011,DOM,Females,65+,103
2011,DOM,Females,55 - 64,134
2011,DOM,Females,45 - 54,297
2011,DEU,Both,25 - 34,1689
2011,CUB,Males,45 - 54,573
2011,CUB,Males,55 - 64,190
2011,CUB,Males,65+,169
2011,CUB,Males,All,3386
2011,DOM,Both,0 - 14,1877
2011,DOM,Both,15 - 24,2680
2011,DOM,Both,25 - 34,3202
2011,DOM,Both,35 - 44,1656
2011,DOM,Both,45 - 54,594
2011,DOM,Both,55 - 64,199
2011,DOM,Both,65+,151
2011,DOM,Both,All,10359
2011,DOM,Females,0 - 14,895
2011,DOM,Females,15 - 24,1513
2011,DOM,Females,25 - 34,1812
2011,DOM,Females,35 - 44,868
2011,ECU,Females,0 - 14,841
2011,ECU,Females,15 - 24,907
2011,CUB,Males,35 - 44,772
2011,ECU,Females,35 - 44,308
2011,FRA,Females,15 - 24,915
2011,FRA,Females,25 - 34,1037
2011,FRA,Females,35 - 44,463
2011,FRA,Females,45 - 54,287
2011,FRA,Females,55 - 64,350
2011,ECU,Females,25 - 34,807
2011,FRA,Females,All,3854
2011,FRA,Females,0 - 14,468
2011,FRA,Males,0 - 14,471
2011,FRA,Males,25 - 34,1108
2011,FRA,Males,35 - 44,660
2011,FRA,Males,45 - 54,389
2011,FRA,Males,55 - 64,398
2011,FRA,Males,65+,386
2011,FRA,Males,All,3953
2011,DEU,Both,0 - 14,771
2011,FRA,Males,15 - 24,540
2011,FRA,Both,All,7807
2011,FRA,Females,65+,334
2011,FRA,Both,55 - 64,749
2011,FRA,Both,65+,721
2011,ECU,Females,55 - 64,131
2011,ECU,Females,65+,126
2011,ECU,Females,All,3328
2011,ECU,Males,0 - 14,787
2011,ECU,Males,15 - 24,924
2011,ECU,Males,25 - 34,834
2011,ECU,Males,35 - 44,370
2011,ECU,Females,45 - 54,207
2011,ECU,Males,55 - 64,60
2011,ECU,Males,65+,59
2011,ECU,Males,All,3195
2011,FRA,Both,0 - 14,939
2011,FRA,Both,15 - 24,1454
2011,FRA,Both,25 - 34,2145
2011,FRA,Both,35 - 44,1123
2011,FRA,Both,45 - 54,676
2011,ECU,Males,45 - 54,161
2012,PER,Males,35 - 44,366
2012,PER,Males,45 - 54,198
2012,PER,Males,55 - 64,78
2012,PER,Males,65+,78
2012,PER,Males,All,2296
2012,PRT,Both,0 - 14,587
2012,PRT,Both,15 - 24,898
2012,PRT,Both,65+,194
2012,PRT,Both,35 - 44,1046
2012,PRT,Both,45 - 54,627
2012,PRT,Both,55 - 64,295
2012,PRT,Both,All,5202
2012,PRT,Females,0 - 14,311
2012,PRT,Females,15 - 24,435
2012,PRT,Females,25 - 34,620
2012,PRT,Both,25 - 34,1553
2012,PER,Males,25 - 34,610
2012,PRY,Males,All,1417
2012,PER,Males,0 - 14,445
2012,PRT,Females,35 - 44,318
2012,PER,Both,0 - 14,961
2012,PER,Both,15 - 24,1177
2012,PER,Both,25 - 34,1604
2012,PER,Both,35 - 44,907
2012,PER,Both,45 - 54,499
2012,PER,Both,55 - 64,243
2012,PER,Both,65+,203
2012,PER,Both,All,5593
2012,PER,Females,0 - 14,517
2012,PER,Females,15 - 24,659
2012,PER,Females,25 - 34,992
2012,PER,Females,35 - 44,541
2012,PER,Females,45 - 54,300
2012,PER,Females,55 - 64,165
2012,PER,Females,65+,122
2012,PER,Females,All,3298
2012,PER,Males,15 - 24,518
2012,PRT,Females,45 - 54,192
2012,ROU,Both,All,27273
2012,PRT,Females,65+,108
2012,ROU,Females,45 - 54,1398
2012,ROU,Females,55 - 64,868
2012,ROU,Females,65+,263
2012,ROU,Females,All,14911
2012,ROU,Males,0 - 14,2405
2012,ROU,Males,15 - 24,3314
2012,ROU,Males,25 - 34,3241
2012,ROU,Females,35 - 44,2264
2012,ROU,Males,35 - 44,1976
2012,ROU,Males,55 - 64,464
2012,ROU,Males,65+,128
2012,ROU,Males,All,12361
2012,RUS,Both,0 - 14,1567
2012,RUS,Both,15 - 24,1074
2012,RUS,Both,25 - 34,1590
2012,RUS,Both,35 - 44,1405
2012,ROU,Males,45 - 54,834
2012,PRT,Females,55 - 64,116
2012,ROU,Females,25 - 34,3288
2012,ROU,Females,0 - 14,2304
2012,PRT,Females,All,2101
2012,PRT,Males,0 - 14,276
2012,PRT,Males,15 - 24,464
2012,PRT,Males,25 - 34,933
2012,PRT,Males,35 - 44,727
2012,PRT,Males,45 - 54,435
2012,PRT,Males,55 - 64,178
2012,ROU,Females,15 - 24,4526
2012,PRT,Males,65+,86
2012,ROU,Both,0 - 14,4709
2012,ROU,Both,15 - 24,7840
2012,ROU,Both,25 - 34,6529
2012,ROU,Both,35 - 44,4240
2012,ROU,Both,45 - 54,2231
2012,ROU,Both,55 - 64,1332
2012,ROU,Both,65+,391
2012,PRT,Males,All,3101
2012,PRY,Males,65+,7
2012,MAR,Females,65+,406
2012,PRY,Males,45 - 54,52
2012,NIC,Females,35 - 44,448
2012,NIC,Females,45 - 54,168
2012,NIC,Females,55 - 64,39
2012,NIC,Females,65+,3
2012,NIC,Females,All,2197
2012,NIC,Males,0 - 14,137
2012,NIC,Males,15 - 24,134
2012,NIC,Females,25 - 34,859
2012,NIC,Males,25 - 34,209
2012,NIC,Males,45 - 54,21
2012,NIC,Males,55 - 64,5
2012,NIC,Males,65+,2
2012,NIC,Males,All,570
2012,PAK,Both,0 - 14,1365
2012,PAK,Both,15 - 24,2049
2012,PAK,Both,25 - 34,2908
2012,NIC,Males,35 - 44,63
2012,NIC,Females,15 - 24,522
2012,NIC,Females,0 - 14,159
2012,NIC,Both,All,2768
2012,RUS,Both,45 - 54,1074
2012,MAR,Females,All,10566
2012,MAR,Males,0 - 14,1930
2012,MAR,Males,15 - 24,2675
2012,MAR,Males,25 - 34,3916
2012,MAR,Males,35 - 44,2025
2012,MAR,Males,45 - 54,716
2012,MAR,Males,55 - 64,320
2012,MAR,Males,65+,297
2012,MAR,Males,All,11878
2012,NIC,Both,0 - 14,294
2012,NIC,Both,15 - 24,655
2012,NIC,Both,25 - 34,1068
2012,NIC,Both,35 - 44,511
2012,NIC,Both,45 - 54,189
2012,NIC,Both,55 - 64,45
2012,NIC,Both,65+,5
2012,PAK,Both,35 - 44,1452
2012,PRY,Males,55 - 64,27
2012,PAK,Both,45 - 54,450
2012,PAK,Both,65+,24
2012,PRY,Both,45 - 54,332
2012,PRY,Both,55 - 64,145
2012,PRY,Both,65+,41
2012,PRY,Both,All,4797
2012,PRY,Females,0 - 14,452
2012,PRY,Females,15 - 24,1095
2012,PRY,Females,25 - 34,987
2012,PRY,Both,35 - 44,532
2012,PRY,Females,35 - 44,414
2012,PRY,Females,55 - 64,118
2012,PRY,Females,65+,33
2012,PRY,Females,All,3380
2012,PRY,Males,0 - 14,448
2012,PRY,Males,15 - 24,366
2012,PRY,Males,25 - 34,400
2012,PRY,Males,35 - 44,118
2012,PRY,Females,45 - 54,279
2012,PRY,Both,25 - 34,1386
2012,PRY,Both,15 - 24,1461
2012,PRY,Both,0 - 14,901
2012,PAK,Both,All,8345
2012,PAK,Females,0 - 14,589
2012,PAK,Females,15 - 24,370
2012,PAK,Females,25 - 34,608
2012,PAK,Females,35 - 44,301
2012,PAK,Females,45 - 54,118
2012,PAK,Females,55 - 64,23
2012,PAK,Females,65+,11
2012,PAK,Females,All,2020
2012,PAK,Males,0 - 14,776
2012,PAK,Males,15 - 24,1679
2012,PAK,Males,25 - 34,2301
2012,PAK,Males,35 - 44,1151
2012,PAK,Males,45 - 54,332
2012,PAK,Males,55 - 64,74
2012,PAK,Males,65+,13
2012,PAK,Males,All,6325
2012,PAK,Both,55 - 64,97
2012,RUS,Both,55 - 64,664
2012,UKR,Females,65+,77
2012,RUS,Both,All,7642
2012,GBR,Females,All,7728
2012,GBR,Males,0 - 14,755
2012,GBR,Males,15 - 24,609
2012,GBR,Males,25 - 34,1167
2012,GBR,Males,35 - 44,1192
2012,GBR,Males,45 - 54,1347
2012,GBR,Males,55 - 64,1833
2012,GBR,Females,65+,1119
2012,GBR,Males,65+,1744
2012,USA,Both,0 - 14,768
2012,USA,Both,15 - 24,1484
2012,USA,Both,25 - 34,1282
2012,USA,Both,35 - 44,513
2012,USA,Both,45 - 54,356
2012,USA,Both,55 - 64,288
2012,USA,Both,65+,254
2012,GBR,Males,All,8647
2012,USA,Both,All,4946
2012,GBR,Females,55 - 64,1809
2012,GBR,Females,35 - 44,873
2012,UKR,Males,35 - 44,208
2012,UKR,Males,45 - 54,139
2012,UKR,Males,55 - 64,59
2012,UKR,Males,65+,29
2012,UKR,Males,All,1293
2012,GBR,Both,0 - 14,1432
2012,GBR,Both,15 - 24,1496
2012,GBR,Females,45 - 54,1157
2012,GBR,Both,25 - 34,2374
2012,GBR,Both,45 - 54,2503
2012,GBR,Both,55 - 64,3641
2012,GBR,Both,65+,2864
2012,GBR,Both,All,16375
2012,GBR,Females,0 - 14,677
2012,GBR,Females,15 - 24,887
2012,GBR,Females,25 - 34,1206
2012,GBR,Both,35 - 44,2066
2012,USA,Females,0 - 14,377
2012,USA,Females,15 - 24,958
2012,USA,Females,25 - 34,736
2012,VEN,Females,0 - 14,281
2012,VEN,Females,15 - 24,518
2012,VEN,Females,25 - 34,814
2012,VEN,Females,35 - 44,358
2012,VEN,Females,45 - 54,275
2012,VEN,Females,55 - 64,282
2012,VEN,Females,65+,182
2012,VEN,Both,All,4609
2012,VEN,Females,All,2712
2012,VEN,Males,15 - 24,389
2012,VEN,Males,25 - 34,615
2012,VEN,Males,35 - 44,256
2012,VEN,Males,45 - 54,140
2012,VEN,Males,55 - 64,110
2012,VEN,Males,65+,102
2012,MAR,Females,55 - 64,479
2012,VEN,Males,0 - 14,286
2012,VEN,Both,65+,285
2012,VEN,Both,55 - 64,393
2012,VEN,Both,45 - 54,415
2012,USA,Females,35 - 44,257
2012,USA,Females,45 - 54,169
2012,USA,Females,55 - 64,129
2012,USA,Females,65+,120
2012,USA,Females,All,2746
2012,USA,Males,0 - 14,392
2012,USA,Males,15 - 24,526
2012,USA,Males,25 - 34,545
2012,USA,Males,35 - 44,257
2012,USA,Males,45 - 54,187
2012,USA,Males,55 - 64,159
2012,USA,Males,65+,134
2012,USA,Males,All,2200
2012,VEN,Both,0 - 14,567
2012,VEN,Both,15 - 24,906
2012,VEN,Both,25 - 34,1429
2012,VEN,Both,35 - 44,614
2012,UKR,Males,25 - 34,282
2012,UKR,Males,15 - 24,306
2012,UKR,Males,0 - 14,270
2012,UKR,Females,All,2385
2012,SEN,Both,55 - 64,35
2012,SEN,Both,65+,16
2012,SEN,Both,All,2923
2012,SEN,Females,0 - 14,154
2012,SEN,Females,15 - 24,168
2012,SEN,Females,25 - 34,290
2012,SEN,Females,35 - 44,100
2012,SEN,Both,45 - 54,111
2012,SEN,Females,45 - 54,14
2012,SEN,Females,65+,8
2012,SEN,Females,All,749
2012,SEN,Males,0 - 14,252
2012,SEN,Males,15 - 24,549
2012,SEN,Males,25 - 34,837
2012,SEN,Males,35 - 44,412
2012,SEN,Males,45 - 54,97
2012,SEN,Females,55 - 64,14
2012,SEN,Both,35 - 44,512
2012,SEN,Both,25 - 34,1127
2012,SEN,Both,15 - 24,716
2012,RUS,Females,0 - 14,738
2012,RUS,Females,15 - 24,735
2012,RUS,Females,25 - 34,1173
2012,RUS,Females,35 - 44,817
2012,RUS,Females,45 - 54,593
2012,RUS,Females,55 - 64,402
2012,RUS,Females,65+,174
2012,RUS,Females,All,4633
2012,RUS,Males,0 - 14,829
2012,RUS,Males,15 - 24,339
2012,RUS,Males,25 - 34,416
2012,RUS,Males,35 - 44,589
2012,RUS,Males,45 - 54,481
2012,RUS,Males,55 - 64,262
2012,RUS,Males,65+,94
2012,RUS,Males,All,3010
2012,SEN,Both,0 - 14,405
2012,SEN,Males,55 - 64,21
2012,RUS,Both,65+,270
2012,SEN,Males,65+,8
2012,UKR,Both,0 - 14,548
2012,UKR,Both,15 - 24,867
2012,UKR,Both,25 - 34,839
2012,UKR,Both,35 - 44,612
2012,UKR,Both,45 - 54,457
2012,UKR,Both,55 - 64,249
2012,UKR,Both,All,3678
2012,UKR,Females,0 - 14,280
2012,UKR,Females,15 - 24,561
2012,UKR,Females,25 - 34,557
2012,UKR,Females,35 - 44,404
2012,UKR,Females,45 - 54,317
2012,UKR,Females,55 - 64,189
2012,UKR,Both,65+,106
2012,SEN,Males,All,2174
2012,MAR,Females,45 - 54,626
2012,VEN,Males,All,1898
2012,MAR,Females,25 - 34,3002
2012,CHN,Both,65+,132
2012,CHN,Both,All,9184
2012,CHN,Females,0 - 14,829
2012,CHN,Females,15 - 24,1921
2012,CHN,Females,25 - 34,1129
2012,CHN,Females,35 - 44,729
2012,CHN,Females,45 - 54,289
2012,CHN,Both,55 - 64,245
2012,CHN,Females,55 - 64,125
2012,CHN,Females,All,5103
2012,CHN,Males,0 - 14,1007
2012,CHN,Males,15 - 24,1331
2012,CHN,Males,25 - 34,779
2012,CHN,Males,35 - 44,516
2012,CHN,Males,45 - 54,277
2012,CHN,Males,55 - 64,120
2012,CHN,Females,65+,81
2012,CHN,Males,65+,51
2012,CHN,Both,45 - 54,566
2012,CHN,Both,25 - 34,1909
2012,BGR,Females,25 - 34,775
2012,BGR,Females,35 - 44,540
2012,BGR,Females,45 - 54,348
2012,BGR,Females,55 - 64,256
2012,BGR,Females,65+,122
2012,BGR,Females,All,3252
2012,BGR,Males,0 - 14,486
2012,CHN,Both,35 - 44,1245
2012,BGR,Males,15 - 24,617
2012,BGR,Males,35 - 44,552
2012,BGR,Males,45 - 54,353
2012,BGR,Males,55 - 64,172
2012,BGR,Males,65+,58
2012,BGR,Males,All,2971
2012,CHN,Both,0 - 14,1836
2012,CHN,Both,15 - 24,3252
2012,BGR,Males,25 - 34,734
2012,CHN,Males,All,4080
2012,COL,Both,0 - 14,1702
2012,COL,Both,15 - 24,2640
2012,COL,Males,All,4387
2012,CUB,Both,0 - 14,712
2012,CUB,Both,15 - 24,1076
2012,CUB,Both,25 - 34,1098
2012,CUB,Both,35 - 44,1099
2012,CUB,Both,45 - 54,842
2012,CUB,Both,55 - 64,467
2012,COL,Males,65+,125
2012,CUB,Both,65+,433
2012,CUB,Females,0 - 14,347
2012,CUB,Females,15 - 24,577
2012,CUB,Females,25 - 34,601
2012,CUB,Females,35 - 44,591
2012,CUB,Females,45 - 54,450
2012,CUB,Females,55 - 64,307
2012,CUB,Females,65+,283
2012,CUB,Both,All,5730
2012,COL,Males,55 - 64,115
2012,COL,Males,45 - 54,252
2012,COL,Males,35 - 44,495
2012,COL,Both,25 - 34,2792
2012,COL,Both,35 - 44,1177
2012,COL,Both,45 - 54,672
2012,COL,Both,55 - 64,524
2012,COL,Both,65+,449
2012,COL,Both,All,9955
2012,COL,Females,0 - 14,801
2012,COL,Females,15 - 24,1386
2012,COL,Females,25 - 34,1547
2012,COL,Females,35 - 44,681
2012,COL,Females,45 - 54,420
2012,COL,Females,55 - 64,409
2012,COL,Females,65+,324
2012,COL,Females,All,5568
2012,COL,Males,0 - 14,902
2012,COL,Males,15 - 24,1253
2012,COL,Males,25 - 34,1245
2012,BGR,Females,15 - 24,754
2012,BGR,Females,0 - 14,457
2012,BGR,Both,All,6224
2012,BGR,Both,65+,181
2012,DZA,Males,55 - 64,178
2012,DZA,Males,65+,63
2012,DZA,Males,All,2634
2012,ARG,Both,0 - 14,530
2012,ARG,Both,15 - 24,552
2012,ARG,Both,25 - 34,1038
2012,ARG,Both,35 - 44,564
2012,DZA,Males,45 - 54,323
2012,ARG,Both,45 - 54,292
2012,ARG,Both,65+,346
2012,ARG,Both,All,3602
2012,ARG,Females,0 - 14,258
2012,ARG,Females,15 - 24,285
2012,ARG,Females,25 - 34,546
2012,ARG,Females,35 - 44,284
2012,ARG,Females,45 - 54,151
2012,ARG,Both,55 - 64,280
2012,DZA,Males,35 - 44,555
2012,DZA,Males,25 - 34,703
2012,DZA,Males,15 - 24,374
2012,DZA,Both,0 - 14,868
2012,DZA,Both,15 - 24,716
2012,DZA,Both,25 - 34,1177
2012,DZA,Both,35 - 44,826
2012,DZA,Both,45 - 54,509
2012,DZA,Both,55 - 64,301
2012,DZA,Both,65+,124
2012,DZA,Both,All,4522
2012,DZA,Females,0 - 14,430
2012,DZA,Females,15 - 24,343
2012,DZA,Females,25 - 34,474
2012,DZA,Females,35 - 44,271
2012,DZA,Females,45 - 54,186
2012,DZA,Females,55 - 64,122
2012,DZA,Females,65+,61
2012,DZA,Females,All,1888
2012,DZA,Males,0 - 14,437
2012,ARG,Females,55 - 64,173
2012,CUB,Females,All,3156
2012,ARG,Females,65+,237
2012,ARG,Males,0 - 14,273
2012,BRA,Females,65+,59
2012,BRA,Females,All,3818
2012,BRA,Males,0 - 14,568
2012,BRA,Males,15 - 24,945
2012,BRA,Males,25 - 34,652
2012,BRA,Males,35 - 44,242
2012,BRA,Males,45 - 54,121
2012,BRA,Females,55 - 64,146
2012,BRA,Males,55 - 64,31
2012,BRA,Males,All,2579
2012,BGR,Both,0 - 14,943
2012,BGR,Both,15 - 24,1370
2012,BGR,Both,25 - 34,1510
2012,BGR,Both,35 - 44,1091
2012,BGR,Both,45 - 54,702
2012,BGR,Both,55 - 64,427
2012,BRA,Males,65+,20
2012,BRA,Females,45 - 54,260
2012,BRA,Females,35 - 44,538
2012,BRA,Females,25 - 34,1136
2012,ARG,Males,15 - 24,267
2012,ARG,Males,25 - 34,492
2012,ARG,Males,35 - 44,280
2012,ARG,Males,45 - 54,141
2012,ARG,Males,55 - 64,107
2012,ARG,Males,65+,110
2012,ARG,Males,All,1670
2012,BRA,Both,0 - 14,1131
2012,BRA,Both,15 - 24,2060
2012,BRA,Both,25 - 34,1788
2012,BRA,Both,35 - 44,780
2012,BRA,Both,45 - 54,382
2012,BRA,Both,55 - 64,177
2012,BRA,Both,65+,79
2012,BRA,Both,All,6397
2012,BRA,Females,0 - 14,563
2012,BRA,Females,15 - 24,1115
2012,ARG,Females,All,1932
2012,CUB,Males,0 - 14,366
2012,MAR,Females,35 - 44,1269
2012,CUB,Males,25 - 34,498
2012,HND,Both,15 - 24,1598
2012,HND,Both,25 - 34,1702
2012,HND,Both,35 - 44,766
2012,HND,Both,45 - 54,283
2012,HND,Both,55 - 64,96
2012,HND,Both,65+,42
2012,HND,Both,All,5285
2012,HND,Both,0 - 14,799
2012,HND,Females,0 - 14,418
2012,HND,Females,25 - 34,1366
2012,HND,Females,35 - 44,642
2012,HND,Females,45 - 54,241
2012,HND,Females,55 - 64,79
2012,HND,Females,65+,33
2012,HND,Females,All,3980
2012,HND,Males,0 - 14,381
2012,HND,Females,15 - 24,1202
2012,HND,Males,25 - 34,336
2012,DEU,Males,All,3892
2012,DEU,Males,55 - 64,517
2012,DEU,Both,55 - 64,1020
2012,DEU,Both,65+,1392
2012,DEU,Both,All,8005
2012,DEU,Females,0 - 14,368
2012,DEU,Females,15 - 24,815
2012,DEU,Females,25 - 34,813
2012,DEU,Females,35 - 44,463
2012,DEU,Males,65+,742
2012,DEU,Females,45 - 54,501
2012,DEU,Females,65+,650
2012,DEU,Females,All,4113
2012,DEU,Males,0 - 14,376
2012,DEU,Males,15 - 24,407
2012,DEU,Males,25 - 34,626
2012,DEU,Males,35 - 44,589
2012,DEU,Males,45 - 54,636
2012,DEU,Females,55 - 64,503
2012,HND,Males,35 - 44,124
2012,HND,Males,45 - 54,42
2012,HND,Males,55 - 64,16
2012,ITA,Males,35 - 44,1349
2012,ITA,Males,45 - 54,673
2012,ITA,Males,55 - 64,375
2012,ITA,Males,65+,317
2012,ITA,Males,All,6773
2012,MAR,Both,0 - 14,3520
2012,MAR,Both,15 - 24,5869
2012,ITA,Males,25 - 34,2381
2012,MAR,Both,25 - 34,6918
2012,MAR,Both,45 - 54,1340
2012,MAR,Both,55 - 64,799
2012,MAR,Both,65+,705
2012,MAR,Both,All,22444
2012,MAR,Females,0 - 14,1590
2012,MAR,Females,15 - 24,3194
2012,CUB,Males,15 - 24,500
2012,MAR,Both,35 - 44,3294
2012,ITA,Males,15 - 24,1137
2012,ITA,Males,0 - 14,539
2012,ITA,Females,All,5243
2012,HND,Males,65+,9
2012,HND,Males,All,1305
2012,ITA,Both,0 - 14,1032
2012,ITA,Both,15 - 24,2157
2012,ITA,Both,25 - 34,4266
2012,ITA,Both,35 - 44,2083
2012,ITA,Both,45 - 54,1107
2012,ITA,Both,55 - 64,721
2012,ITA,Both,65+,649
2012,ITA,Both,All,12016
2012,ITA,Females,0 - 14,493
2012,ITA,Females,15 - 24,1020
2012,ITA,Females,25 - 34,1885
2012,ITA,Females,35 - 44,734
2012,ITA,Females,45 - 54,435
2012,ITA,Females,55 - 64,345
2012,ITA,Females,65+,332
2012,DEU,Both,45 - 54,1136
2012,DEU,Both,35 - 44,1051
2012,HND,Males,15 - 24,396
2012,DEU,Both,15 - 24,1221
2012,DOM,Males,15 - 24,1341
2012,DOM,Males,25 - 34,1125
2012,DOM,Males,35 - 44,638
2012,DOM,Males,45 - 54,242
2012,DOM,Males,55 - 64,64
2012,DOM,Males,65+,28
2012,DOM,Males,All,4474
2012,DOM,Females,All,5500
2012,ECU,Both,0 - 14,1248
2012,ECU,Both,25 - 34,1467
2012,ECU,Both,35 - 44,633
2012,ECU,Both,45 - 54,306
2012,ECU,Both,55 - 64,149
2012,ECU,Both,65+,131
2012,ECU,Both,All,5581
2012,ECU,Females,0 - 14,619
2012,ECU,Both,15 - 24,1647
2012,DOM,Females,65+,58
2012,DOM,Females,55 - 64,124
2012,DOM,Females,45 - 54,276
2012,DEU,Both,25 - 34,1439
2012,CUB,Males,45 - 54,392
2012,CUB,Males,55 - 64,160
2012,CUB,Males,65+,150
2012,CUB,Males,All,2574
2012,DOM,Both,0 - 14,1993
2012,DOM,Both,15 - 24,3047
2012,DOM,Both,25 - 34,2750
2012,DOM,Both,35 - 44,1391
2012,DOM,Both,45 - 54,518
2012,DOM,Both,55 - 64,188
2012,DOM,Both,65+,87
2012,DOM,Both,All,9974
2012,DOM,Females,0 - 14,958
2012,DOM,Females,15 - 24,1705
2012,DOM,Females,25 - 34,1625
2012,DOM,Females,35 - 44,753
2012,ECU,Females,15 - 24,780
2012,ECU,Females,25 - 34,661
2012,DOM,Males,0 - 14,1035
2012,CUB,Males,35 - 44,508
2012,FRA,Females,0 - 14,442
2012,FRA,Females,15 - 24,804
2012,FRA,Females,25 - 34,861
2012,FRA,Females,35 - 44,412
2012,FRA,Females,45 - 54,281
2012,FRA,Females,55 - 64,341
2012,FRA,Females,65+,365
2012,FRA,Females,All,3505
2012,FRA,Males,0 - 14,486
2012,FRA,Males,15 - 24,582
2012,FRA,Males,25 - 34,937
2012,FRA,Males,35 - 44,639
2012,FRA,Males,45 - 54,450
2012,FRA,Males,55 - 64,430
2012,FRA,Males,65+,403
2012,FRA,Males,All,3926
2012,ECU,Females,35 - 44,260
2012,FRA,Both,All,7431
2012,FRA,Both,65+,769
2012,DEU,Both,0 - 14,745
2012,FRA,Both,45 - 54,731
2012,FRA,Both,55 - 64,770
2012,ECU,Females,55 - 64,100
2012,ECU,Females,65+,96
2012,ECU,Females,All,2666
2012,ECU,Males,0 - 14,628
2012,ECU,Males,15 - 24,867
2012,ECU,Males,25 - 34,806
2012,ECU,Males,35 - 44,373
2012,ECU,Females,45 - 54,149
2012,ECU,Males,55 - 64,49
2012,ECU,Males,65+,35
2012,ECU,Males,All,2915
2012,FRA,Both,0 - 14,928
2012,FRA,Both,15 - 24,1386
2012,FRA,Both,25 - 34,1798
2012,FRA,Both,35 - 44,1051
2012,ECU,Males,45 - 54,157
2013,PER,Males,35 - 44,318
2013,PER,Males,45 - 54,153
2013,PER,Males,55 - 64,71
2013,PER,Males,65+,87
2013,PER,Males,All,2128
2013,PRT,Both,0 - 14,569
2013,PRT,Females,25 - 34,558
2013,PRT,Both,15 - 24,711
2013,PRT,Both,55 - 64,227
2013,PRT,Both,35 - 44,1041
2013,PRT,Both,45 - 54,510
2013,PRT,Both,65+,163
2013,PRT,Both,All,4499
2013,PRT,Females,0 - 14,268
2013,PRT,Females,15 - 24,368
2013,PER,Males,25 - 34,619
2013,PRT,Both,25 - 34,1278
2013,PER,Males,15 - 24,467
2013,PER,Females,0 - 14,397
