Year,Nationality code,Sex,Age group,Immigrant count
2015,FRA,Males,0 - 14,630
2015,FRA,Males,15 - 24,728
2015,FRA,Males,25 - 34,1067
2015,FRA,Males,35 - 44,658
2015,FRA,Males,45 - 54,548
2015,FRA,Males,55 - 64,473
2015,FRA,Males,65+,510
2015,FRA,Males,All,4614
2015,DEU,Both,0 - 14,668
2015,FRA,Both,All,9020
2015,FRA,Both,65+,977
2015,FRA,Females,65+,465
2015,FRA,Both,45 - 54,923
2015,FRA,Both,55 - 64,892
2015,ECU,Females,55 - 64,106
2015,ECU,Females,65+,73
2015,ECU,Females,All,2589
2015,ECU,Males,0 - 14,430
2015,ECU,Males,15 - 24,760
2015,ECU,Males,25 - 34,824
2015,ECU,Males,35 - 44,372
2015,ECU,Females,45 - 54,168
2015,ECU,Males,55 - 64,60
2015,ECU,Males,65+,32
2015,ECU,Males,All,2663
2015,FRA,Both,0 - 14,1266
2015,FRA,Both,15 - 24,1756
2015,FRA,Both,25 - 34,2027
2015,FRA,Both,35 - 44,1179
2015,ECU,Males,45 - 54,186
2016,PER,Males,45 - 54,251
2016,PER,Males,55 - 64,163
2016,PER,Males,65+,237
2016,PER,Males,All,3355
2016,PRT,Both,0 - 14,713
2016,PRT,Both,15 - 24,954
2016,PRT,Both,25 - 34,1746
2016,PRT,Both,35 - 44,1279
2016,PRT,Females,0 - 14,327
2016,PRT,Both,55 - 64,320
2016,PRT,Both,65+,255
2016,PRT,Both,All,5949
2016,PRT,Females,15 - 24,471
2016,PRT,Females,25 - 34,770
2016,PRT,Females,35 - 44,453
2016,PRT,Females,45 - 54,239
2016,PRT,Both,45 - 54,680
2016,PER,Males,35 - 44,468
2016,RUS,Both,55 - 64,573
2016,PER,Males,15 - 24,691
2016,PER,Both,0 - 14,956
2016,PER,Both,15 - 24,1491
2016,PER,Both,25 - 34,2361
2016,PER,Both,35 - 44,1215
2016,PER,Both,45 - 54,712
2016,PER,Both,55 - 64,515
2016,PER,Both,65+,705
2016,PER,Both,All,7954
2016,PER,Females,0 - 14,467
2016,PER,Females,15 - 24,800
2016,PER,Females,25 - 34,1304
2016,PER,Females,35 - 44,747
2016,PER,Females,45 - 54,460
2016,PER,Females,55 - 64,352
2016,PER,Females,65+,467
2016,PER,Females,All,4599
2016,PER,Males,0 - 14,489
2016,PER,Males,25 - 34,1057
2016,PRT,Females,55 - 64,136
2016,RUS,Both,45 - 54,853
2016,PRT,Females,All,2536
2016,ROU,Females,55 - 64,929
2016,ROU,Females,65+,434
2016,ROU,Females,All,13782
2016,ROU,Males,0 - 14,2332
2016,ROU,Males,15 - 24,3448
2016,ROU,Males,25 - 34,3998
2016,ROU,Males,35 - 44,2784
2016,ROU,Females,45 - 54,1410
2016,ROU,Males,45 - 54,1476
2016,ROU,Males,65+,205
2016,ROU,Males,All,14847
2016,RUS,Both,0 - 14,1205
2016,RUS,Both,15 - 24,794
2016,RUS,Both,25 - 34,1363
2016,RUS,Both,35 - 44,1142
2016,PRY,Males,All,2564
2016,ROU,Males,55 - 64,605
2016,ROU,Females,35 - 44,2190
2016,ROU,Females,25 - 34,3242
2016,ROU,Females,15 - 24,3275
2016,PRT,Males,0 - 14,386
2016,PRT,Males,15 - 24,483
2016,PRT,Males,25 - 34,976
2016,PRT,Males,35 - 44,825
2016,PRT,Males,45 - 54,441
2016,PRT,Males,55 - 64,184
2016,PRT,Males,65+,116
2016,PRT,Males,All,3413
2016,ROU,Both,0 - 14,4635
2016,ROU,Both,15 - 24,6723
2016,ROU,Both,25 - 34,7241
2016,ROU,Both,35 - 44,4973
2016,ROU,Both,45 - 54,2886
2016,ROU,Both,55 - 64,1532
2016,ROU,Both,65+,639
2016,ROU,Both,All,28629
2016,ROU,Females,0 - 14,2302
2016,PRT,Females,65+,139
2016,PRY,Males,65+,31
2016,PAK,Both,65+,59
2016,PRY,Males,45 - 54,106
2016,NIC,Females,25 - 34,1056
2016,NIC,Females,35 - 44,524
2016,NIC,Females,45 - 54,199
2016,NIC,Females,55 - 64,69
2016,NIC,Females,65+,20
2016,NIC,Females,All,3082
2016,NIC,Males,0 - 14,249
2016,NIC,Females,15 - 24,934
2016,NIC,Males,15 - 24,325
2016,NIC,Males,35 - 44,114
2016,NIC,Males,45 - 54,34
2016,NIC,Males,55 - 64,9
2016,NIC,Males,65+,8
2016,NIC,Males,All,1029
2016,PAK,Both,0 - 14,1404
2016,PAK,Both,15 - 24,1556
2016,NIC,Males,25 - 34,291
2016,PAK,Both,25 - 34,1887
2016,NIC,Females,0 - 14,279
2016,NIC,Both,65+,27
2016,MAR,Females,65+,621
2016,MAR,Females,All,12910
2016,MAR,Males,0 - 14,2870
2016,MAR,Males,15 - 24,3593
2016,MAR,Males,25 - 34,5514
2016,MAR,Males,35 - 44,2810
2016,MAR,Males,45 - 54,1019
2016,NIC,Both,All,4110
2016,MAR,Males,55 - 64,581
2016,MAR,Males,All,16802
2016,NIC,Both,0 - 14,528
2016,NIC,Both,15 - 24,1259
2016,NIC,Both,25 - 34,1347
2016,NIC,Both,35 - 44,638
2016,NIC,Both,45 - 54,234
2016,NIC,Both,55 - 64,78
2016,MAR,Males,65+,415
2016,PAK,Both,35 - 44,984
2016,PAK,Both,45 - 54,368
2016,PAK,Both,55 - 64,116
2016,PRY,Both,45 - 54,518
2016,PRY,Both,55 - 64,300
2016,PRY,Both,65+,128
2016,PRY,Both,All,7169
2016,PRY,Females,0 - 14,555
2016,PRY,Females,15 - 24,1354
2016,PRY,Females,25 - 34,1324
2016,PRY,Both,35 - 44,891
2016,PRY,Females,35 - 44,611
2016,PRY,Females,55 - 64,252
2016,PRY,Females,65+,97
2016,PRY,Females,All,4605
2016,PRY,Males,0 - 14,541
2016,PRY,Males,15 - 24,790
2016,PRY,Males,25 - 34,768
2016,PRY,Males,35 - 44,280
2016,PRY,Females,45 - 54,412
2016,PRY,Both,25 - 34,2092
2016,PRY,Both,15 - 24,2144
2016,PRY,Both,0 - 14,1095
2016,PAK,Both,All,6371
2016,PAK,Females,0 - 14,601
2016,PAK,Females,15 - 24,383
2016,PAK,Females,25 - 34,689
2016,PAK,Females,35 - 44,371
2016,PAK,Females,45 - 54,132
2016,PAK,Females,55 - 64,25
2016,PAK,Females,65+,28
2016,PAK,Females,All,2227
2016,PAK,Males,0 - 14,804
2016,PAK,Males,15 - 24,1173
2016,PAK,Males,25 - 34,1197
2016,PAK,Males,35 - 44,613
2016,PAK,Males,45 - 54,235
2016,PAK,Males,55 - 64,91
2016,PAK,Males,65+,31
2016,PAK,Males,All,4143
2016,PRY,Males,55 - 64,47
2016,RUS,Both,65+,309
2016,VEN,Males,All,8074
2016,RUS,Females,0 - 14,601
2016,GBR,Females,All,8568
2016,GBR,Males,0 - 14,976
2016,GBR,Males,15 - 24,621
2016,GBR,Males,25 - 34,1252
2016,GBR,Males,35 - 44,1235
2016,GBR,Males,45 - 54,1653
2016,GBR,Males,55 - 64,2172
2016,GBR,Females,65+,1335
2016,GBR,Males,65+,2071
2016,USA,Both,0 - 14,995
2016,USA,Both,15 - 24,1580
2016,USA,Both,25 - 34,1425
2016,USA,Both,35 - 44,672
2016,USA,Both,45 - 54,513
2016,USA,Both,55 - 64,373
2016,USA,Both,65+,360
2016,GBR,Males,All,9981
2016,USA,Both,All,5918
2016,GBR,Females,55 - 64,1917
2016,GBR,Females,35 - 44,1006
2016,UKR,Males,35 - 44,525
2016,UKR,Males,45 - 54,304
2016,UKR,Males,55 - 64,135
2016,UKR,Males,65+,46
2016,UKR,Males,All,2975
2016,GBR,Both,0 - 14,1886
2016,GBR,Both,15 - 24,1404
2016,GBR,Females,45 - 54,1432
2016,GBR,Both,25 - 34,2438
2016,GBR,Both,45 - 54,3085
2016,GBR,Both,55 - 64,4089
2016,GBR,Both,65+,3407
2016,GBR,Both,All,18549
2016,GBR,Females,0 - 14,910
2016,GBR,Females,15 - 24,783
2016,GBR,Females,25 - 34,1186
2016,GBR,Both,35 - 44,2241
2016,USA,Females,0 - 14,476
2016,USA,Females,15 - 24,1000
2016,USA,Females,25 - 34,797
2016,VEN,Females,0 - 14,1556
2016,VEN,Females,15 - 24,1528
2016,VEN,Females,25 - 34,3007
2016,VEN,Females,35 - 44,1707
2016,VEN,Females,45 - 54,958
2016,VEN,Females,55 - 64,936
2016,VEN,Females,65+,741
2016,VEN,Both,All,18507
2016,VEN,Females,All,10434
2016,VEN,Males,15 - 24,1326
2016,VEN,Males,25 - 34,2587
2016,VEN,Males,35 - 44,1298
2016,VEN,Males,45 - 54,570
2016,VEN,Males,55 - 64,326
2016,VEN,Males,65+,301
2016,MAR,Females,55 - 64,753
2016,VEN,Males,0 - 14,1665
2016,VEN,Both,65+,1042
2016,VEN,Both,55 - 64,1262
2016,VEN,Both,45 - 54,1530
2016,USA,Females,35 - 44,363
2016,USA,Females,45 - 54,228
2016,USA,Females,55 - 64,175
2016,USA,Females,65+,167
2016,USA,Females,All,3206
2016,USA,Males,0 - 14,519
2016,USA,Males,15 - 24,581
2016,USA,Males,25 - 34,628
2016,USA,Males,35 - 44,309
2016,USA,Males,45 - 54,286
2016,USA,Males,55 - 64,196
2016,USA,Males,65+,192
2016,USA,Males,All,2712
2016,VEN,Both,0 - 14,3221
2016,VEN,Both,15 - 24,2854
2016,VEN,Both,25 - 34,5594
2016,VEN,Both,35 - 44,3004
2016,UKR,Males,25 - 34,783
2016,UKR,Males,15 - 24,600
2016,UKR,Males,0 - 14,582
2016,UKR,Females,All,3900
2016,SEN,Both,65+,36
2016,SEN,Both,All,3830
2016,SEN,Females,0 - 14,251
2016,SEN,Females,15 - 24,206
2016,SEN,Females,25 - 34,345
2016,SEN,Females,35 - 44,135
2016,SEN,Females,45 - 54,30
2016,SEN,Both,55 - 64,71
2016,SEN,Females,55 - 64,29
2016,SEN,Females,All,1016
2016,SEN,Males,0 - 14,422
2016,SEN,Males,15 - 24,814
2016,SEN,Males,25 - 34,866
2016,SEN,Males,35 - 44,523
2016,SEN,Males,45 - 54,132
2016,SEN,Males,55 - 64,42
2016,SEN,Females,65+,21
2016,SEN,Both,45 - 54,162
2016,SEN,Both,35 - 44,657
2016,SEN,Both,25 - 34,1210
2016,RUS,Females,15 - 24,528
2016,RUS,Females,25 - 34,986
2016,RUS,Females,35 - 44,711
2016,RUS,Females,45 - 54,486
2016,RUS,Females,55 - 64,364
2016,RUS,Females,65+,217
2016,RUS,Females,All,3892
2016,RUS,Males,0 - 14,602
2016,RUS,Males,15 - 24,265
2016,RUS,Males,25 - 34,376
2016,RUS,Males,35 - 44,431
2016,RUS,Males,45 - 54,367
2016,RUS,Males,55 - 64,209
2016,RUS,Males,65+,92
2016,RUS,Males,All,2344
2016,SEN,Both,0 - 14,672
2016,SEN,Both,15 - 24,1020
2016,SEN,Males,65+,14
2016,RUS,Both,All,6236
2016,SEN,Males,All,2815
2016,UKR,Both,0 - 14,1147
2016,UKR,Both,15 - 24,1317
2016,UKR,Both,25 - 34,1787
2016,UKR,Both,35 - 44,1192
2016,UKR,Both,45 - 54,767
2016,UKR,Both,55 - 64,466
2016,UKR,Both,65+,200
2016,UKR,Females,0 - 14,564
2016,UKR,Females,15 - 24,717
2016,UKR,Females,25 - 34,1003
2016,UKR,Females,35 - 44,668
2016,UKR,Females,45 - 54,462
2016,UKR,Females,55 - 64,330
2016,UKR,Females,65+,155
2016,UKR,Both,All,6876
2016,MAR,Females,45 - 54,826
2016,MAR,Females,35 - 44,1655
2016,MAR,Females,25 - 34,3575
2016,CHN,Both,65+,252
2016,CHN,Both,All,10215
2016,CHN,Females,0 - 14,846
2016,CHN,Females,15 - 24,1758
2016,CHN,Females,25 - 34,1269
2016,CHN,Females,35 - 44,796
2016,CHN,Females,45 - 54,499
2016,CHN,Both,55 - 64,426
2016,CHN,Females,55 - 64,246
2016,CHN,Females,All,5547
2016,CHN,Males,0 - 14,1103
2016,CHN,Males,15 - 24,1264
2016,CHN,Males,25 - 34,883
2016,CHN,Males,35 - 44,674
2016,CHN,Males,45 - 54,444
2016,CHN,Males,55 - 64,180
2016,CHN,Females,65+,131
2016,CHN,Males,65+,120
2016,CHN,Both,45 - 54,944
2016,CHN,Both,25 - 34,2153
2016,BGR,Females,25 - 34,549
2016,BGR,Females,35 - 44,496
2016,BGR,Females,45 - 54,309
2016,BGR,Females,55 - 64,215
2016,BGR,Females,65+,169
2016,BGR,Females,All,2610
2016,BGR,Males,0 - 14,412
2016,CHN,Both,35 - 44,1469
2016,BGR,Males,15 - 24,445
2016,BGR,Males,35 - 44,537
2016,BGR,Males,45 - 54,318
2016,BGR,Males,55 - 64,163
2016,BGR,Males,65+,75
2016,BGR,Males,All,2539
2016,CHN,Both,0 - 14,1949
2016,CHN,Both,15 - 24,3022
2016,BGR,Males,25 - 34,589
2016,CHN,Males,All,4668
2016,COL,Both,0 - 14,3189
2016,COL,Both,15 - 24,4750
2016,COL,Males,All,9613
2016,CUB,Both,0 - 14,597
2016,CUB,Both,15 - 24,900
2016,CUB,Both,25 - 34,1555
2016,CUB,Both,35 - 44,867
2016,CUB,Both,45 - 54,917
2016,CUB,Both,55 - 64,545
2016,COL,Males,65+,300
2016,CUB,Both,65+,490
2016,CUB,Females,0 - 14,302
2016,CUB,Females,15 - 24,470
2016,CUB,Females,25 - 34,778
2016,CUB,Females,35 - 44,463
2016,CUB,Females,45 - 54,539
2016,CUB,Females,55 - 64,362
2016,CUB,Females,65+,323
2016,CUB,Both,All,5871
2016,COL,Males,55 - 64,325
2016,COL,Males,45 - 54,693
2016,COL,Males,35 - 44,1391
2016,COL,Both,25 - 34,6542
2016,COL,Both,35 - 44,3395
2016,COL,Both,45 - 54,2184
2016,COL,Both,55 - 64,1364
2016,COL,Both,65+,1171
2016,COL,Both,All,22594
2016,COL,Females,0 - 14,1567
2016,COL,Females,15 - 24,2452
2016,COL,Females,25 - 34,3556
2016,COL,Females,35 - 44,2004
2016,COL,Females,45 - 54,1491
2016,COL,Females,55 - 64,1039
2016,COL,Females,65+,870
2016,COL,Females,All,12981
2016,COL,Males,0 - 14,1621
2016,COL,Males,15 - 24,2298
2016,COL,Males,25 - 34,2986
2016,BGR,Females,15 - 24,453
2016,CUB,Females,All,3235
2016,BGR,Females,0 - 14,420
2016,BGR,Both,65+,243
2016,DZA,Males,55 - 64,138
2016,DZA,Males,65+,81
2016,DZA,Males,All,2542
2016,ARG,Both,0 - 14,908
2016,ARG,Both,15 - 24,1067
2016,ARG,Both,25 - 34,1917
2016,ARG,Both,35 - 44,1113
2016,DZA,Males,45 - 54,365
2016,ARG,Both,45 - 54,510
2016,ARG,Both,65+,471
2016,ARG,Both,All,6352
2016,ARG,Females,0 - 14,485
2016,ARG,Females,15 - 24,547
2016,ARG,Females,25 - 34,1015
2016,ARG,Females,35 - 44,557
2016,ARG,Females,45 - 54,262
2016,ARG,Both,55 - 64,368
2016,ARG,Females,55 - 64,235
2016,DZA,Males,35 - 44,487
2016,DZA,Males,15 - 24,413
2016,DZA,Both,15 - 24,678
2016,DZA,Both,25 - 34,1059
2016,DZA,Both,35 - 44,808
2016,DZA,Both,45 - 54,562
2016,DZA,Both,55 - 64,254
2016,DZA,Both,65+,156
2016,DZA,Both,All,4434
2016,DZA,Males,25 - 34,557
2016,DZA,Females,0 - 14,416
2016,DZA,Females,25 - 34,502
2016,DZA,Females,35 - 44,320
2016,DZA,Females,45 - 54,197
2016,DZA,Females,55 - 64,116
2016,DZA,Females,65+,75
2016,DZA,Females,All,1892
2016,DZA,Males,0 - 14,500
2016,DZA,Females,15 - 24,264
2016,ARG,Females,65+,315
2016,ARG,Females,All,3416
2016,ARG,Males,0 - 14,422
2016,BRA,Females,65+,164
2016,BRA,Females,All,5585
2016,BRA,Males,0 - 14,804
2016,BRA,Males,15 - 24,925
2016,BRA,Males,25 - 34,1313
2016,BRA,Males,35 - 44,693
2016,BRA,Males,45 - 54,240
2016,BRA,Females,55 - 64,265
2016,BRA,Males,55 - 64,95
2016,BRA,Males,All,4130
2016,BGR,Both,0 - 14,832
2016,BGR,Both,15 - 24,898
2016,BGR,Both,25 - 34,1139
2016,BGR,Both,35 - 44,1033
2016,BGR,Both,45 - 54,627
2016,BGR,Both,55 - 64,378
2016,BRA,Males,65+,61
2016,BRA,Females,45 - 54,505
2016,BRA,Females,35 - 44,1146
2016,BRA,Females,25 - 34,1746
2016,ARG,Males,15 - 24,520
2016,ARG,Males,25 - 34,902
2016,ARG,Males,35 - 44,556
2016,ARG,Males,45 - 54,248
2016,ARG,Males,55 - 64,133
2016,ARG,Males,65+,156
2016,ARG,Males,All,2936
2016,BRA,Both,0 - 14,1566
2016,BRA,Both,15 - 24,1922
2016,BRA,Both,25 - 34,3058
2016,BRA,Both,35 - 44,1839
2016,BRA,Both,45 - 54,745
2016,BRA,Both,55 - 64,360
2016,BRA,Both,65+,225
2016,BRA,Both,All,9715
2016,BRA,Females,0 - 14,763
2016,BRA,Females,15 - 24,997
2016,BGR,Both,All,5150
2016,CUB,Males,0 - 14,296
2016,DZA,Both,0 - 14,918
2016,CUB,Males,25 - 34,778
2016,HND,Both,15 - 24,3158
2016,HND,Both,25 - 34,3476
2016,HND,Both,35 - 44,1601
2016,HND,Both,45 - 54,652
2016,HND,Both,55 - 64,231
2016,HND,Both,65+,143
2016,HND,Both,All,10895
2016,HND,Both,0 - 14,1635
2016,HND,Females,0 - 14,828
2016,HND,Females,25 - 34,2733
2016,HND,Females,35 - 44,1309
2016,HND,Females,45 - 54,562
2016,HND,Females,55 - 64,195
2016,HND,Females,65+,98
2016,HND,Females,All,8029
2016,HND,Males,0 - 14,807
2016,HND,Females,15 - 24,2304
2016,CUB,Males,15 - 24,430
2016,DEU,Males,All,3630
2016,DEU,Males,55 - 64,495
2016,DEU,Both,55 - 64,906
2016,DEU,Both,65+,1031
2016,DEU,Both,All,7253
2016,DEU,Females,0 - 14,348
2016,DEU,Females,15 - 24,673
2016,DEU,Females,25 - 34,796
2016,DEU,Females,35 - 44,465
2016,DEU,Males,65+,571
2016,DEU,Females,45 - 54,470
2016,DEU,Females,65+,460
2016,DEU,Females,All,3623
2016,DEU,Males,0 - 14,386
2016,DEU,Males,15 - 24,401
2016,DEU,Males,25 - 34,697
2016,DEU,Males,35 - 44,468
2016,DEU,Males,45 - 54,612
2016,DEU,Females,55 - 64,411
2016,HND,Males,25 - 34,744
2016,HND,Males,35 - 44,293
2016,HND,Males,45 - 54,89
2016,ITA,Males,25 - 34,3910
2016,ITA,Males,35 - 44,2336
2016,ITA,Males,45 - 54,1341
2016,ITA,Males,55 - 64,682
2016,ITA,Males,65+,666
2016,ITA,Males,All,11938
2016,MAR,Both,0 - 14,5163
2016,ITA,Males,15 - 24,1816
2016,MAR,Both,15 - 24,6777
2016,MAR,Both,35 - 44,4466
2016,MAR,Both,45 - 54,1846
2016,MAR,Both,55 - 64,1335
2016,MAR,Both,65+,1037
2016,MAR,Both,All,29712
2016,MAR,Females,0 - 14,2294
2016,MAR,Females,15 - 24,3184
2016,MAR,Both,25 - 34,9089
2016,ITA,Males,0 - 14,1189
2016,ITA,Females,All,9728
2016,ITA,Females,65+,567
2016,HND,Males,55 - 64,36
2016,HND,Males,65+,45
2016,HND,Males,All,2866
2016,ITA,Both,0 - 14,2260
2016,ITA,Both,15 - 24,3694
2016,ITA,Both,25 - 34,7131
2016,ITA,Both,35 - 44,3811
2016,ITA,Both,45 - 54,2218
2016,ITA,Both,55 - 64,1320
2016,ITA,Both,65+,1234
2016,ITA,Both,All,21667
2016,ITA,Females,0 - 14,1071
2016,ITA,Females,15 - 24,1878
2016,ITA,Females,25 - 34,3221
2016,ITA,Females,35 - 44,1474
2016,ITA,Females,45 - 54,877
2016,ITA,Females,55 - 64,638
2016,DEU,Both,45 - 54,1082
2016,DEU,Both,35 - 44,933
2016,HND,Males,15 - 24,853
2016,DEU,Both,15 - 24,1073
2016,DOM,Males,0 - 14,840
2016,DOM,Males,15 - 24,1046
2016,DOM,Males,25 - 34,866
2016,DOM,Males,35 - 44,524
2016,DOM,Males,45 - 54,253
2016,DOM,Males,55 - 64,77
2016,DOM,Males,65+,46
2016,DOM,Females,All,4405
2016,DOM,Males,All,3653
2016,ECU,Both,15 - 24,1910
2016,ECU,Both,25 - 34,2090
2016,ECU,Both,35 - 44,937
2016,ECU,Both,45 - 54,511
2016,ECU,Both,55 - 64,212
2016,ECU,Both,65+,139
2016,ECU,Both,All,6762
2016,ECU,Both,0 - 14,962
2016,DOM,Females,65+,92
2016,DOM,Females,55 - 64,138
2016,DOM,Females,45 - 54,281
2016,DEU,Both,25 - 34,1493
2016,CUB,Males,45 - 54,377
2016,CUB,Males,55 - 64,183
2016,CUB,Males,65+,167
2016,CUB,Males,All,2636
2016,DOM,Both,0 - 14,1706
2016,DOM,Both,15 - 24,2310
2016,DOM,Both,25 - 34,2064
2016,DOM,Both,35 - 44,1092
2016,DOM,Both,45 - 54,535
2016,DOM,Both,55 - 64,215
2016,DOM,Both,65+,138
2016,DOM,Both,All,8058
2016,DOM,Females,0 - 14,866
2016,DOM,Females,15 - 24,1263
2016,DOM,Females,25 - 34,1197
2016,DOM,Females,35 - 44,568
2016,ECU,Females,0 - 14,425
2016,ECU,Females,15 - 24,944
2016,CUB,Males,35 - 44,404
2016,ECU,Females,35 - 44,438
2016,FRA,Females,15 - 24,1060
2016,FRA,Females,25 - 34,1052
2016,FRA,Females,35 - 44,567
2016,FRA,Females,45 - 54,419
2016,FRA,Females,55 - 64,372
2016,ECU,Females,25 - 34,1073
2016,FRA,Females,All,4550
2016,FRA,Females,0 - 14,633
2016,FRA,Males,0 - 14,661
2016,FRA,Males,25 - 34,1122
2016,FRA,Males,35 - 44,790
2016,FRA,Males,45 - 54,533
2016,FRA,Males,55 - 64,504
2016,FRA,Males,65+,488
2016,FRA,Males,All,4788
2016,DEU,Both,0 - 14,734
2016,FRA,Males,15 - 24,691
2016,FRA,Both,All,9338
2016,FRA,Females,65+,447
2016,FRA,Both,55 - 64,875
2016,FRA,Both,65+,935
2016,ECU,Females,55 - 64,109
2016,ECU,Females,65+,95
2016,ECU,Females,All,3322
2016,ECU,Males,0 - 14,538
2016,ECU,Males,15 - 24,966
2016,ECU,Males,25 - 34,1017
2016,ECU,Males,35 - 44,499
2016,ECU,Females,45 - 54,238
2016,ECU,Males,55 - 64,103
2016,ECU,Males,65+,45
2016,ECU,Males,All,3441
2016,FRA,Both,0 - 14,1295
2016,FRA,Both,15 - 24,1752
2016,FRA,Both,25 - 34,2174
2016,FRA,Both,35 - 44,1357
2016,FRA,Both,45 - 54,952
2016,ECU,Males,45 - 54,273
2017,PER,Males,45 - 54,460
2017,PER,Males,55 - 64,229
2017,PER,Males,65+,331
2017,PER,Males,All,5721
2017,PRT,Both,0 - 14,925
2017,PRT,Both,15 - 24,1305
2017,PRT,Both,25 - 34,2244
2017,PRT,Both,All,7549
2017,PRT,Both,45 - 54,861
2017,PRT,Both,55 - 64,426
2017,PRT,Both,65+,300
2017,PRT,Females,0 - 14,431
2017,PRT,Females,15 - 24,627
2017,PRT,Females,25 - 34,1019
2017,PRT,Females,35 - 44,554
2017,PRT,Both,35 - 44,1488
2017,PER,Males,35 - 44,968
2017,PER,Both,0 - 14,1838
2017,PER,Males,15 - 24,1096
2017,PRT,Females,45 - 54,309
2017,PER,Both,15 - 24,2392
2017,PER,Both,25 - 34,4073
2017,PER,Both,35 - 44,2446
2017,PER,Both,45 - 54,1368
2017,PER,Both,55 - 64,777
2017,PER,Both,65+,981
2017,PER,Both,All,13875
2017,PER,Females,0 - 14,932
2017,PER,Females,15 - 24,1296
2017,PER,Females,25 - 34,2342
2017,PER,Females,35 - 44,1478
2017,PER,Females,45 - 54,908
2017,PER,Females,55 - 64,548
2017,PER,Females,65+,650
2017,PER,Females,All,8154
2017,PER,Males,0 - 14,906
2017,PER,Males,25 - 34,1731
2017,PRT,Females,55 - 64,205
2017,ROU,Females,0 - 14,2402
2017,PRT,Females,All,3299
2017,ROU,Females,55 - 64,947
2017,ROU,Females,65+,531
2017,ROU,Females,All,14904
2017,ROU,Males,0 - 14,2515
2017,ROU,Males,15 - 24,3801
2017,ROU,Males,25 - 34,4262
2017,ROU,Males,35 - 44,3019
2017,ROU,Females,45 - 54,1653
2017,ROU,Males,45 - 54,1649
2017,ROU,Males,65+,228
2017,ROU,Males,All,16127
2017,RUS,Both,0 - 14,1465
2017,RUS,Both,15 - 24,901
2017,RUS,Both,25 - 34,1619
2017,RUS,Both,35 - 44,1284
2017,RUS,Both,45 - 54,868
2017,ROU,Males,55 - 64,653
2017,PRT,Females,65+,154
2017,ROU,Females,35 - 44,2463
2017,ROU,Females,15 - 24,3413
2017,PRT,Males,0 - 14,494
2017,PRT,Males,15 - 24,678
2017,PRT,Males,25 - 34,1225
2017,PRT,Males,35 - 44,934
2017,PRT,Males,45 - 54,552
2017,PRT,Males,55 - 64,221
2017,PRT,Males,65+,146
2017,ROU,Females,25 - 34,3495
2017,PRT,Males,All,4250
2017,ROU,Both,15 - 24,7214
2017,ROU,Both,25 - 34,7757
2017,ROU,Both,35 - 44,5482
2017,ROU,Both,45 - 54,3302
2017,ROU,Both,55 - 64,1600
2017,ROU,Both,65+,759
2017,ROU,Both,All,31031
2017,ROU,Both,0 - 14,4917
2017,PRY,Males,All,3127
2017,MAR,Females,All,17064
2017,PRY,Males,55 - 64,67
2017,NIC,Females,45 - 54,318
2017,NIC,Females,55 - 64,78
2017,NIC,Females,65+,39
2017,NIC,Females,All,4494
2017,NIC,Males,0 - 14,332
2017,NIC,Males,15 - 24,542
2017,NIC,Males,25 - 34,548
2017,NIC,Females,35 - 44,824
2017,NIC,Males,35 - 44,191
2017,NIC,Males,55 - 64,12
2017,NIC,Males,65+,10
2017,NIC,Males,All,1676
2017,PAK,Both,0 - 14,1210
2017,PAK,Both,15 - 24,1721
2017,PAK,Both,25 - 34,2210
2017,PAK,Both,35 - 44,1051
2017,NIC,Males,45 - 54,41
2017,NIC,Females,25 - 34,1609
2017,NIC,Females,15 - 24,1245
2017,NIC,Females,0 - 14,381
2017,RUS,Both,55 - 64,549
2017,MAR,Males,0 - 14,3652
2017,MAR,Males,15 - 24,5762
2017,MAR,Males,25 - 34,7715
2017,MAR,Males,35 - 44,3338
2017,MAR,Males,45 - 54,1138
2017,MAR,Males,55 - 64,625
2017,MAR,Males,65+,547
2017,MAR,Males,All,22777
2017,NIC,Both,0 - 14,713
2017,NIC,Both,15 - 24,1787
2017,NIC,Both,25 - 34,2157
2017,NIC,Both,35 - 44,1015
2017,NIC,Both,45 - 54,359
2017,NIC,Both,55 - 64,90
2017,NIC,Both,65+,49
2017,NIC,Both,All,6170
2017,PAK,Both,45 - 54,284
2017,PRY,Males,65+,21
2017,PAK,Both,55 - 64,69
2017,PAK,Both,All,6580
2017,PRY,Both,55 - 64,341
2017,PRY,Both,65+,108
2017,PRY,Both,All,8364
2017,PRY,Females,0 - 14,614
2017,PRY,Females,15 - 24,1702
2017,PRY,Females,25 - 34,1435
2017,PRY,Females,35 - 44,674
2017,PRY,Both,45 - 54,586
2017,PRY,Females,45 - 54,451
2017,PRY,Females,65+,87
2017,PRY,Females,All,5237
2017,PRY,Males,0 - 14,550
2017,PRY,Males,15 - 24,1063
2017,PRY,Males,25 - 34,980
2017,PRY,Males,35 - 44,311
2017,PRY,Males,45 - 54,135
2017,PRY,Females,55 - 64,274
2017,PRY,Both,35 - 44,985
2017,PRY,Both,25 - 34,2415
2017,PRY,Both,15 - 24,2765
2017,PAK,Females,0 - 14,518
2017,PAK,Females,15 - 24,369
2017,PAK,Females,25 - 34,610
2017,PAK,Females,35 - 44,378
2017,PAK,Females,45 - 54,84
2017,PAK,Females,55 - 64,28
2017,PAK,Females,65+,13
2017,PAK,Females,All,2000
