País de nacimiento;Nacionalidad;Edad;Sexo;Periodo;Total
Extranjero;Perú;De 0 a 15 años;Mujer;2022;5.808
Extranjero;Perú;De 0 a 15 años;Mujer;2021;1.757
Extranjero;Perú;De 16 a 24 años;Ambos Sexos;2022;11.077
Extranjero;Perú;De 16 a 24 años;Ambos Sexos;2021;3.564
Extranjero;Perú;De 16 a 24 años;Hombre;2022;5.184
Extranjero;Perú;De 16 a 24 años;Hombre;2021;1.630
Extranjero;Perú;De 16 a 24 años;Mujer;2022;5.893
Extranjero;Perú;De 16 a 24 años;Mujer;2021;1.934
Extranjero;Perú;De 25 a 34 años;Ambos Sexos;2022;15.600
Extranjero;Perú;De 25 a 34 años;Ambos Sexos;2021;6.591
Extranjero;Perú;De 25 a 34 años;Hombre;2022;7.121
Extranjero;Perú;De 25 a 34 años;Hombre;2021;2.970
Extranjero;Perú;De 25 a 34 años;Mujer;2022;8.479
Extranjero;Perú;De 25 a 34 años;Mujer;2021;3.621
Extranjero;Perú;De 35 a 44 años;Ambos Sexos;2022;12.197
Extranjero;Perú;De 35 a 44 años;Ambos Sexos;2021;4.879
Extranjero;Perú;De 35 a 44 años;Hombre;2022;5.475
Extranjero;Perú;De 35 a 44 años;Hombre;2021;2.260
Extranjero;Perú;De 35 a 44 años;Mujer;2022;6.722
Extranjero;Perú;De 35 a 44 años;Mujer;2021;2.619
Extranjero;Perú;De 45 a 54 años;Ambos Sexos;2022;8.669
Extranjero;Perú;De 45 a 54 años;Ambos Sexos;2021;3.723
Extranjero;Perú;De 45 a 54 años;Hombre;2022;3.639
Extranjero;Perú;De 45 a 54 años;Hombre;2021;1.599
Extranjero;Perú;De 45 a 54 años;Mujer;2022;5.030
Extranjero;Perú;De 45 a 54 años;Mujer;2021;2.124
Extranjero;Perú;De 55 a 64 años;Ambos Sexos;2022;3.512
Extranjero;Perú;De 55 a 64 años;Ambos Sexos;2021;1.832
Extranjero;Perú;De 55 a 64 años;Hombre;2022;1.265
Extranjero;Perú;De 55 a 64 años;Hombre;2021;636
Extranjero;Perú;De 55 a 64 años;Mujer;2022;2.247
Extranjero;Perú;De 55 a 64 años;Mujer;2021;1.196
Extranjero;Perú;De 65 y más años;Ambos Sexos;2022;2.390
Extranjero;Perú;De 65 y más años;Ambos Sexos;2021;1.784
Extranjero;Perú;De 65 y más años;Hombre;2022;821
Extranjero;Perú;De 65 y más años;Hombre;2021;656
Extranjero;Perú;De 65 y más años;Mujer;2022;1.569
Extranjero;Perú;De 65 y más años;Mujer;2021;1.128
Extranjero;Uruguay;Total;Ambos Sexos;2022;4.244
Extranjero;Uruguay;Total;Ambos Sexos;2021;3.170
Extranjero;Uruguay;Total;Hombre;2022;2.106
Extranjero;Uruguay;Total;Hombre;2021;1.580
Extranjero;Uruguay;Total;Mujer;2022;2.138
Extranjero;Uruguay;Total;Mujer;2021;1.590
Extranjero;Uruguay;De 0 a 15 años;Ambos Sexos;2022;483
Extranjero;Uruguay;De 0 a 15 años;Ambos Sexos;2021;324
Extranjero;Uruguay;De 0 a 15 años;Hombre;2022;239
Extranjero;Uruguay;De 0 a 15 años;Hombre;2021;146
Extranjero;Uruguay;De 0 a 15 años;Mujer;2022;244
Extranjero;Uruguay;De 0 a 15 años;Mujer;2021;178
Extranjero;Uruguay;De 16 a 24 años;Ambos Sexos;2022;737
Extranjero;Uruguay;De 16 a 24 años;Ambos Sexos;2021;500
Extranjero;Uruguay;De 16 a 24 años;Hombre;2022;382
Extranjero;Uruguay;De 16 a 24 años;Hombre;2021;268
Extranjero;Uruguay;De 16 a 24 años;Mujer;2022;355
Extranjero;Uruguay;De 16 a 24 años;Mujer;2021;232
Extranjero;Uruguay;De 25 a 34 años;Ambos Sexos;2022;1.111
Extranjero;Uruguay;De 25 a 34 años;Ambos Sexos;2021;775
Extranjero;Uruguay;De 25 a 34 años;Hombre;2022;553
Extranjero;Uruguay;De 25 a 34 años;Hombre;2021;411
Extranjero;Uruguay;De 25 a 34 años;Mujer;2022;558
Extranjero;Uruguay;De 25 a 34 años;Mujer;2021;364
Extranjero;Uruguay;De 35 a 44 años;Ambos Sexos;2022;728
Extranjero;Uruguay;De 35 a 44 años;Ambos Sexos;2021;517
Extranjero;Uruguay;De 35 a 44 años;Hombre;2022;390
Extranjero;Uruguay;De 35 a 44 años;Hombre;2021;281
Extranjero;Uruguay;De 35 a 44 años;Mujer;2022;338
Extranjero;Uruguay;De 35 a 44 años;Mujer;2021;236
Extranjero;Uruguay;De 45 a 54 años;Ambos Sexos;2022;526
Extranjero;Uruguay;De 45 a 54 años;Ambos Sexos;2021;433
Extranjero;Uruguay;De 45 a 54 años;Hombre;2022;270
Extranjero;Uruguay;De 45 a 54 años;Hombre;2021;228
Extranjero;Uruguay;De 45 a 54 años;Mujer;2022;256
Extranjero;Uruguay;De 45 a 54 años;Mujer;2021;205
Extranjero;Uruguay;De 55 a 64 años;Ambos Sexos;2022;306
Extranjero;Uruguay;De 55 a 64 años;Ambos Sexos;2021;302
Extranjero;Uruguay;De 55 a 64 años;Hombre;2022;149
Extranjero;Uruguay;De 55 a 64 años;Hombre;2021;133
Extranjero;Uruguay;De 55 a 64 años;Mujer;2022;157
Extranjero;Uruguay;De 55 a 64 años;Mujer;2021;169
Extranjero;Uruguay;De 65 y más años;Ambos Sexos;2022;353
Extranjero;Uruguay;De 65 y más años;Ambos Sexos;2021;319
Extranjero;Uruguay;De 65 y más años;Hombre;2022;123
Extranjero;Uruguay;De 65 y más años;Hombre;2021;113
Extranjero;Uruguay;De 65 y más años;Mujer;2022;230
Extranjero;Uruguay;De 65 y más años;Mujer;2021;206
Extranjero;Venezuela;Total;Ambos Sexos;2022;82.297
Extranjero;Venezuela;Total;Ambos Sexos;2021;37.328
Extranjero;Venezuela;Total;Hombre;2022;37.684
Extranjero;Venezuela;Total;Hombre;2021;16.352
Extranjero;Venezuela;Total;Mujer;2022;44.613
Extranjero;Venezuela;Total;Mujer;2021;20.976
Extranjero;Venezuela;De 0 a 15 años;Ambos Sexos;2022;12.982
Extranjero;Venezuela;De 0 a 15 años;Ambos Sexos;2021;5.260
Extranjero;Venezuela;De 0 a 15 años;Hombre;2022;6.481
Extranjero;Venezuela;De 0 a 15 años;Hombre;2021;2.623
Extranjero;Venezuela;De 0 a 15 años;Mujer;2022;6.501
Extranjero;Venezuela;De 0 a 15 años;Mujer;2021;2.637
Extranjero;Venezuela;De 16 a 24 años;Ambos Sexos;2022;14.932
Extranjero;Venezuela;De 16 a 24 años;Ambos Sexos;2021;5.750
Extranjero;Venezuela;De 16 a 24 años;Hombre;2022;7.432
Extranjero;Venezuela;De 16 a 24 años;Hombre;2021;2.790
Extranjero;Venezuela;De 16 a 24 años;Mujer;2022;7.500
Extranjero;Venezuela;De 16 a 24 años;Mujer;2021;2.960
Extranjero;Venezuela;De 25 a 34 años;Ambos Sexos;2022;23.417
Extranjero;Venezuela;De 25 a 34 años;Ambos Sexos;2021;9.974
Extranjero;Venezuela;De 25 a 34 años;Hombre;2022;11.618
Extranjero;Venezuela;De 25 a 34 años;Hombre;2021;4.746
Extranjero;Venezuela;De 25 a 34 años;Mujer;2022;11.799
Extranjero;Venezuela;De 25 a 34 años;Mujer;2021;5.228
Extranjero;Venezuela;De 35 a 44 años;Ambos Sexos;2022;12.999
Extranjero;Venezuela;De 35 a 44 años;Ambos Sexos;2021;6.138
Extranjero;Venezuela;De 35 a 44 años;Hombre;2022;6.271
Extranjero;Venezuela;De 35 a 44 años;Hombre;2021;2.834
Extranjero;Venezuela;De 35 a 44 años;Mujer;2022;6.728
Extranjero;Venezuela;De 35 a 44 años;Mujer;2021;3.304
Extranjero;Venezuela;De 45 a 54 años;Ambos Sexos;2022;7.794
Extranjero;Venezuela;De 45 a 54 años;Ambos Sexos;2021;3.845
Extranjero;Venezuela;De 45 a 54 años;Hombre;2022;2.872
Extranjero;Venezuela;De 45 a 54 años;Hombre;2021;1.413
Extranjero;Venezuela;De 45 a 54 años;Mujer;2022;4.922
Extranjero;Venezuela;De 45 a 54 años;Mujer;2021;2.432
Extranjero;Venezuela;De 55 a 64 años;Ambos Sexos;2022;5.514
Extranjero;Venezuela;De 55 a 64 años;Ambos Sexos;2021;3.347
Extranjero;Venezuela;De 55 a 64 años;Hombre;2022;1.605
Extranjero;Venezuela;De 55 a 64 años;Hombre;2021;998
Extranjero;Venezuela;De 55 a 64 años;Mujer;2022;3.909
Extranjero;Venezuela;De 55 a 64 años;Mujer;2021;2.349
Extranjero;Venezuela;De 65 y más años;Ambos Sexos;2022;4.659
Extranjero;Venezuela;De 65 y más años;Ambos Sexos;2021;3.014
Extranjero;Venezuela;De 65 y más años;Hombre;2022;1.405
Extranjero;Venezuela;De 65 y más años;Hombre;2021;948
Extranjero;Venezuela;De 65 y más años;Mujer;2022;3.254
Extranjero;Venezuela;De 65 y más años;Mujer;2021;2.066
Extranjero;Otro país de Sudamérica;Total;Ambos Sexos;2022;11
Extranjero;Otro país de Sudamérica;Total;Ambos Sexos;2021;16
Extranjero;Otro país de Sudamérica;Total;Hombre;2022;7
Extranjero;Otro país de Sudamérica;Total;Hombre;2021;7
Extranjero;Otro país de Sudamérica;Total;Mujer;2022;4
Extranjero;Otro país de Sudamérica;Total;Mujer;2021;9
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Ambos Sexos;2022;4
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Ambos Sexos;2021;0
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Hombre;2022;3
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Hombre;2021;0
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Mujer;2022;1
Extranjero;Otro país de Sudamérica;De 0 a 15 años;Mujer;2021;0
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Ambos Sexos;2022;2
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Ambos Sexos;2021;1
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Hombre;2022;1
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Hombre;2021;1
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Mujer;2022;1
Extranjero;Otro país de Sudamérica;De 16 a 24 años;Mujer;2021;0
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Ambos Sexos;2022;2
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Ambos Sexos;2021;5
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Hombre;2022;1
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Hombre;2021;1
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Mujer;2022;1
Extranjero;Otro país de Sudamérica;De 25 a 34 años;Mujer;2021;4
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Ambos Sexos;2022;0
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Ambos Sexos;2021;5
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Hombre;2022;0
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Hombre;2021;2
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Mujer;2022;0
Extranjero;Otro país de Sudamérica;De 35 a 44 años;Mujer;2021;3
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Ambos Sexos;2022;1
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Ambos Sexos;2021;0
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Hombre;2022;1
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Hombre;2021;0
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Mujer;2022;0
Extranjero;Otro país de Sudamérica;De 45 a 54 años;Mujer;2021;0
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Ambos Sexos;2022;2
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Ambos Sexos;2021;4
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Hombre;2022;1
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Hombre;2021;2
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Mujer;2022;1
Extranjero;Otro país de Sudamérica;De 55 a 64 años;Mujer;2021;2
Extranjero;Otro país de Sudamérica;De 65 y más años;Ambos Sexos;2022;0
Extranjero;Otro país de Sudamérica;De 65 y más años;Ambos Sexos;2021;1
Extranjero;Otro país de Sudamérica;De 65 y más años;Hombre;2022;0
Extranjero;Otro país de Sudamérica;De 65 y más años;Hombre;2021;1
Extranjero;Otro país de Sudamérica;De 65 y más años;Mujer;2022;0
Extranjero;Otro país de Sudamérica;De 65 y más años;Mujer;2021;0
Extranjero;De Asia;Total;Ambos Sexos;2022;58.527
Extranjero;De Asia;Total;Ambos Sexos;2021;57.333
Extranjero;De Asia;Total;Hombre;2022;33.208
Extranjero;De Asia;Total;Hombre;2021;31.358
Extranjero;De Asia;Total;Mujer;2022;25.319
Extranjero;De Asia;Total;Mujer;2021;25.975
Extranjero;De Asia;De 0 a 15 años;Ambos Sexos;2022;7.360
Extranjero;De Asia;De 0 a 15 años;Ambos Sexos;2021;7.378
Extranjero;De Asia;De 0 a 15 años;Hombre;2022;4.114
Extranjero;De Asia;De 0 a 15 años;Hombre;2021;4.129
Extranjero;De Asia;De 0 a 15 años;Mujer;2022;3.246
Extranjero;De Asia;De 0 a 15 años;Mujer;2021;3.249
Extranjero;De Asia;De 16 a 24 años;Ambos Sexos;2022;12.313
Extranjero;De Asia;De 16 a 24 años;Ambos Sexos;2021;11.851
Extranjero;De Asia;De 16 a 24 años;Hombre;2022;7.465
Extranjero;De Asia;De 16 a 24 años;Hombre;2021;6.650
Extranjero;De Asia;De 16 a 24 años;Mujer;2022;4.848
Extranjero;De Asia;De 16 a 24 años;Mujer;2021;5.201
Extranjero;De Asia;De 25 a 34 años;Ambos Sexos;2022;16.919
Extranjero;De Asia;De 25 a 34 años;Ambos Sexos;2021;15.762
Extranjero;De Asia;De 25 a 34 años;Hombre;2022;9.606
Extranjero;De Asia;De 25 a 34 años;Hombre;2021;8.344
Extranjero;De Asia;De 25 a 34 años;Mujer;2022;7.313
Extranjero;De Asia;De 25 a 34 años;Mujer;2021;7.418
Extranjero;De Asia;De 35 a 44 años;Ambos Sexos;2022;11.444
Extranjero;De Asia;De 35 a 44 años;Ambos Sexos;2021;10.922
Extranjero;De Asia;De 35 a 44 años;Hombre;2022;6.413
Extranjero;De Asia;De 35 a 44 años;Hombre;2021;5.946
Extranjero;De Asia;De 35 a 44 años;Mujer;2022;5.031
Extranjero;De Asia;De 35 a 44 años;Mujer;2021;4.976
Extranjero;De Asia;De 45 a 54 años;Ambos Sexos;2022;6.277
Extranjero;De Asia;De 45 a 54 años;Ambos Sexos;2021;7.016
Extranjero;De Asia;De 45 a 54 años;Hombre;2022;3.449
Extranjero;De Asia;De 45 a 54 años;Hombre;2021;3.836
Extranjero;De Asia;De 45 a 54 años;Mujer;2022;2.828
Extranjero;De Asia;De 45 a 54 años;Mujer;2021;3.180
Extranjero;De Asia;De 55 a 64 años;Ambos Sexos;2022;2.967
Extranjero;De Asia;De 55 a 64 años;Ambos Sexos;2021;3.295
Extranjero;De Asia;De 55 a 64 años;Hombre;2022;1.569
Extranjero;De Asia;De 55 a 64 años;Hombre;2021;1.907
Extranjero;De Asia;De 55 a 64 años;Mujer;2022;1.398
Extranjero;De Asia;De 55 a 64 años;Mujer;2021;1.388
Extranjero;De Asia;De 65 y más años;Ambos Sexos;2022;1.247
Extranjero;De Asia;De 65 y más años;Ambos Sexos;2021;1.109
Extranjero;De Asia;De 65 y más años;Hombre;2022;592
Extranjero;De Asia;De 65 y más años;Hombre;2021;546
Extranjero;De Asia;De 65 y más años;Mujer;2022;655
Extranjero;De Asia;De 65 y más años;Mujer;2021;563
Extranjero;Bangladesh;Total;Ambos Sexos;2022;2.536
Extranjero;Bangladesh;Total;Ambos Sexos;2021;2.065
Extranjero;Bangladesh;Total;Hombre;2022;1.838
Extranjero;Bangladesh;Total;Hombre;2021;1.358
Extranjero;Bangladesh;Total;Mujer;2022;698
Extranjero;Bangladesh;Total;Mujer;2021;707
Extranjero;Bangladesh;De 0 a 15 años;Ambos Sexos;2022;220
Extranjero;Bangladesh;De 0 a 15 años;Ambos Sexos;2021;279
Extranjero;Bangladesh;De 0 a 15 años;Hombre;2022;111
Extranjero;Bangladesh;De 0 a 15 años;Hombre;2021;147
Extranjero;Bangladesh;De 0 a 15 años;Mujer;2022;109
Extranjero;Bangladesh;De 0 a 15 años;Mujer;2021;132
Extranjero;Bangladesh;De 16 a 24 años;Ambos Sexos;2022;520
Extranjero;Bangladesh;De 16 a 24 años;Ambos Sexos;2021;367
Extranjero;Bangladesh;De 16 a 24 años;Hombre;2022;330
Extranjero;Bangladesh;De 16 a 24 años;Hombre;2021;196
Extranjero;Bangladesh;De 16 a 24 años;Mujer;2022;190
Extranjero;Bangladesh;De 16 a 24 años;Mujer;2021;171
Extranjero;Bangladesh;De 25 a 34 años;Ambos Sexos;2022;1.026
Extranjero;Bangladesh;De 25 a 34 años;Ambos Sexos;2021;776
Extranjero;Bangladesh;De 25 a 34 años;Hombre;2022;769
Extranjero;Bangladesh;De 25 a 34 años;Hombre;2021;520
Extranjero;Bangladesh;De 25 a 34 años;Mujer;2022;257
Extranjero;Bangladesh;De 25 a 34 años;Mujer;2021;256
Extranjero;Bangladesh;De 35 a 44 años;Ambos Sexos;2022;541
Extranjero;Bangladesh;De 35 a 44 años;Ambos Sexos;2021;468
Extranjero;Bangladesh;De 35 a 44 años;Hombre;2022;445
Extranjero;Bangladesh;De 35 a 44 años;Hombre;2021;359
Extranjero;Bangladesh;De 35 a 44 años;Mujer;2022;96
Extranjero;Bangladesh;De 35 a 44 años;Mujer;2021;109
Extranjero;Bangladesh;De 45 a 54 años;Ambos Sexos;2022;190
Extranjero;Bangladesh;De 45 a 54 años;Ambos Sexos;2021;135
Extranjero;Bangladesh;De 45 a 54 años;Hombre;2022;157
Extranjero;Bangladesh;De 45 a 54 años;Hombre;2021;109
Extranjero;Bangladesh;De 45 a 54 años;Mujer;2022;33
Extranjero;Bangladesh;De 45 a 54 años;Mujer;2021;26
Extranjero;Bangladesh;De 55 a 64 años;Ambos Sexos;2022;30
Extranjero;Bangladesh;De 55 a 64 años;Ambos Sexos;2021;30
Extranjero;Bangladesh;De 55 a 64 años;Hombre;2022;22
Extranjero;Bangladesh;De 55 a 64 años;Hombre;2021;22
Extranjero;Bangladesh;De 55 a 64 años;Mujer;2022;8
Extranjero;Bangladesh;De 55 a 64 años;Mujer;2021;8
Extranjero;Bangladesh;De 65 y más años;Ambos Sexos;2022;9
Extranjero;Bangladesh;De 65 y más años;Ambos Sexos;2021;10
Extranjero;Bangladesh;De 65 y más años;Hombre;2022;4
Extranjero;Bangladesh;De 65 y más años;Hombre;2021;5
Extranjero;Bangladesh;De 65 y más años;Mujer;2022;5
Extranjero;Bangladesh;De 65 y más años;Mujer;2021;5
Extranjero;China;Total;Ambos Sexos;2022;13.664
Extranjero;China;Total;Ambos Sexos;2021;17.461
Extranjero;China;Total;Hombre;2022;6.282
Extranjero;China;Total;Hombre;2021;8.446
Extranjero;China;Total;Mujer;2022;7.382
Extranjero;China;Total;Mujer;2021;9.015
Extranjero;China;De 0 a 15 años;Ambos Sexos;2022;800
Extranjero;China;De 0 a 15 años;Ambos Sexos;2021;912
Extranjero;China;De 0 a 15 años;Hombre;2022;441
Extranjero;China;De 0 a 15 años;Hombre;2021;511
Extranjero;China;De 0 a 15 años;Mujer;2022;359
Extranjero;China;De 0 a 15 años;Mujer;2021;401
Extranjero;China;De 16 a 24 años;Ambos Sexos;2022;3.051
Extranjero;China;De 16 a 24 años;Ambos Sexos;2021;3.995
Extranjero;China;De 16 a 24 años;Hombre;2022;1.319
Extranjero;China;De 16 a 24 años;Hombre;2021;1.814
Extranjero;China;De 16 a 24 años;Mujer;2022;1.732
Extranjero;China;De 16 a 24 años;Mujer;2021;2.181
Extranjero;China;De 25 a 34 años;Ambos Sexos;2022;3.249
Extranjero;China;De 25 a 34 años;Ambos Sexos;2021;3.978
Extranjero;China;De 25 a 34 años;Hombre;2022;1.369
Extranjero;China;De 25 a 34 años;Hombre;2021;1.819
Extranjero;China;De 25 a 34 años;Mujer;2022;1.880
Extranjero;China;De 25 a 34 años;Mujer;2021;2.159
Extranjero;China;De 35 a 44 años;Ambos Sexos;2022;2.538
Extranjero;China;De 35 a 44 años;Ambos Sexos;2021;3.167
Extranjero;China;De 35 a 44 años;Hombre;2022;1.203
Extranjero;China;De 35 a 44 años;Hombre;2021;1.541
Extranjero;China;De 35 a 44 años;Mujer;2022;1.335
Extranjero;China;De 35 a 44 años;Mujer;2021;1.626
Extranjero;China;De 45 a 54 años;Ambos Sexos;2022;2.251
Extranjero;China;De 45 a 54 años;Ambos Sexos;2021;3.304
Extranjero;China;De 45 a 54 años;Hombre;2022;1.082
Extranjero;China;De 45 a 54 años;Hombre;2021;1.622
Extranjero;China;De 45 a 54 años;Mujer;2022;1.169
Extranjero;China;De 45 a 54 años;Mujer;2021;1.682
Extranjero;China;De 55 a 64 años;Ambos Sexos;2022;1.322
Extranjero;China;De 55 a 64 años;Ambos Sexos;2021;1.696
Extranjero;China;De 55 a 64 años;Hombre;2022;655
Extranjero;China;De 55 a 64 años;Hombre;2021;946
Extranjero;China;De 55 a 64 años;Mujer;2022;667
Extranjero;China;De 55 a 64 años;Mujer;2021;750
Extranjero;China;De 65 y más años;Ambos Sexos;2022;453
Extranjero;China;De 65 y más años;Ambos Sexos;2021;409
Extranjero;China;De 65 y más años;Hombre;2022;213
Extranjero;China;De 65 y más años;Hombre;2021;193
Extranjero;China;De 65 y más años;Mujer;2022;240
Extranjero;China;De 65 y más años;Mujer;2021;216
Extranjero;Filipinas;Total;Ambos Sexos;2022;4.011
Extranjero;Filipinas;Total;Ambos Sexos;2021;3.472
Extranjero;Filipinas;Total;Hombre;2022;1.360
Extranjero;Filipinas;Total;Hombre;2021;1.112
Extranjero;Filipinas;Total;Mujer;2022;2.651
Extranjero;Filipinas;Total;Mujer;2021;2.360
Extranjero;Filipinas;De 0 a 15 años;Ambos Sexos;2022;226
Extranjero;Filipinas;De 0 a 15 años;Ambos Sexos;2021;159
Extranjero;Filipinas;De 0 a 15 años;Hombre;2022;113
Extranjero;Filipinas;De 0 a 15 años;Hombre;2021;86
Extranjero;Filipinas;De 0 a 15 años;Mujer;2022;113
Extranjero;Filipinas;De 0 a 15 años;Mujer;2021;73
Extranjero;Filipinas;De 16 a 24 años;Ambos Sexos;2022;577
Extranjero;Filipinas;De 16 a 24 años;Ambos Sexos;2021;578
Extranjero;Filipinas;De 16 a 24 años;Hombre;2022;234
Extranjero;Filipinas;De 16 a 24 años;Hombre;2021;217
Extranjero;Filipinas;De 16 a 24 años;Mujer;2022;343
Extranjero;Filipinas;De 16 a 24 años;Mujer;2021;361
Extranjero;Filipinas;De 25 a 34 años;Ambos Sexos;2022;1.288
Extranjero;Filipinas;De 25 a 34 años;Ambos Sexos;2021;1.110
Extranjero;Filipinas;De 25 a 34 años;Hombre;2022;381
Extranjero;Filipinas;De 25 a 34 años;Hombre;2021;290
Extranjero;Filipinas;De 25 a 34 años;Mujer;2022;907
Extranjero;Filipinas;De 25 a 34 años;Mujer;2021;820
Extranjero;Filipinas;De 35 a 44 años;Ambos Sexos;2022;1.057
Extranjero;Filipinas;De 35 a 44 años;Ambos Sexos;2021;847
Extranjero;Filipinas;De 35 a 44 años;Hombre;2022;318
Extranjero;Filipinas;De 35 a 44 años;Hombre;2021;242
Extranjero;Filipinas;De 35 a 44 años;Mujer;2022;739
Extranjero;Filipinas;De 35 a 44 años;Mujer;2021;605
Extranjero;Filipinas;De 45 a 54 años;Ambos Sexos;2022;548
Extranjero;Filipinas;De 45 a 54 años;Ambos Sexos;2021;458
Extranjero;Filipinas;De 45 a 54 años;Hombre;2022;200
Extranjero;Filipinas;De 45 a 54 años;Hombre;2021;159
Extranjero;Filipinas;De 45 a 54 años;Mujer;2022;348
Extranjero;Filipinas;De 45 a 54 años;Mujer;2021;299
Extranjero;Filipinas;De 55 a 64 años;Ambos Sexos;2022;229
Extranjero;Filipinas;De 55 a 64 años;Ambos Sexos;2021;238
Extranjero;Filipinas;De 55 a 64 años;Hombre;2022;86
Extranjero;Filipinas;De 55 a 64 años;Hombre;2021;94
Extranjero;Filipinas;De 55 a 64 años;Mujer;2022;143
Extranjero;Filipinas;De 55 a 64 años;Mujer;2021;144
Extranjero;Filipinas;De 65 y más años;Ambos Sexos;2022;86
Extranjero;Filipinas;De 65 y más años;Ambos Sexos;2021;82
Extranjero;Filipinas;De 65 y más años;Hombre;2022;28
Extranjero;Filipinas;De 65 y más años;Hombre;2021;24
Extranjero;Filipinas;De 65 y más años;Mujer;2022;58
Extranjero;Filipinas;De 65 y más años;Mujer;2021;58
Extranjero;India;Total;Ambos Sexos;2022;8.067
Extranjero;India;Total;Ambos Sexos;2021;5.749
Extranjero;India;Total;Hombre;2022;5.080
Extranjero;India;Total;Hombre;2021;3.319
Extranjero;India;Total;Mujer;2022;2.987
Extranjero;India;Total;Mujer;2021;2.430
Extranjero;India;De 0 a 15 años;Ambos Sexos;2022;840
Extranjero;India;De 0 a 15 años;Ambos Sexos;2021;639
Extranjero;India;De 0 a 15 años;Hombre;2022;452
Extranjero;India;De 0 a 15 años;Hombre;2021;378
Extranjero;India;De 0 a 15 años;Mujer;2022;388
Extranjero;India;De 0 a 15 años;Mujer;2021;261
Extranjero;India;De 16 a 24 años;Ambos Sexos;2022;1.692
Extranjero;India;De 16 a 24 años;Ambos Sexos;2021;1.108
Extranjero;India;De 16 a 24 años;Hombre;2022;1.248
Extranjero;India;De 16 a 24 años;Hombre;2021;661
Extranjero;India;De 16 a 24 años;Mujer;2022;444
Extranjero;India;De 16 a 24 años;Mujer;2021;447
